"Ativo","Nome","Código","Ativo Tot| < Dez 2002| personalizado| consolid:sim*","Imobil| < Dez 2002| personalizado| consolid:sim*","Lucro Liquido| < Dez 2002| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2002| personalizado| consolid:sim*","PasNoCir| < Dez 2002| personalizado| consolid:sim*","Receita| < Dez 2002| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2002| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2002| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2002| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2002| personalizado| consolid:sim*","DpInCP| < Dez 2002| personalizado| consolid:sim*","DivPag| < Dez 2002| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez02","Dividendos| < Dez 2002| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez02|1 tri","Divid por Ação|30Dez02|1 tri","Patrim Liq| < Dez 2002| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez02|personalizado","DesFin| < Dez 2002| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2002| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2002| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2002| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2002| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2002| de 12 meses| consolid:sim*","Fechamento|30Dez02|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1720606.1789,0,-939936.60759,2610.9350211,0,0,0,"-",0,"-",973878.76287,"-",53532000,0,"-","-",1717995.2439,"-",0,-939936.60759,-1195808.2397,-1195808.2397,-4.6734693878,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",113176850.48,74688083.458,-42468275.856,73665257.496,237795598.9,127894829.57,6283849.5855,"-",6283849.5855,"-",5237538.2633,"-",2250000,0,"-",0,-198284005.91,"-",22663521.72,-17598477.49,4539637.943,-20330160.423,0.91833293057,-0.89704330483,"-"
"AESL3<XBSP>","AES Sul","AESL3",6794368321.1,3830218177.5,-2661874363.4,2945570729.9,6628211027.3,2814363412.3,248010106.72,"-",248010106.72,"-",39187523.732,"-",537215000,0,0,0,-2779413436.1,1131350190.4,5310680996.9,-2676738416.4,516993854.46,520142642.1,-0.1629392318,0.097942738869,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",324491030.48,0,-165375266.55,393376099.37,0,0,33835180.045,"-",33835180.045,"-",21347735.794,"-",41224100,0,"-","-",-68885068.887,"-",129108400,-160704047.93,-5089148.3823,-34521083.118,0.27357958478,-0.26738061285,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",268926.30717,0,0,2610.9350211,480412.04388,0,0,"-",0,0,0,"-",1000,0,"-","-",-214096.67173,"-",0,0,0,0,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3460763039.2,7148740.0878,127408407.15,1194085022.5,956594373.03,33310308.999,595293.18481,"-",595293.18481,"-",996186591.69,"-",73699000,17605534.847,0,0,918981243.11,373281971.49,7026026.1418,213232452.24,55393597.407,154016445.96,2.5431774089,21.920847269,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",844063073.62,67884.310548,106191949.17,21937076.047,0,1240194.135,18276.545148,"-",18276.545148,"-",10757052.286,"-",84682000,16749148.16,0,0,822125997.57,372474777.77,0,114212741.56,-11840590.32,112724508.6,75.743859649,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",329808089.99,132468399.23,23101553.067,51184770.154,62440511.029,116721850.11,-23647238.486,"-",-23647238.486,"-",122648672.61,"-",182155000,10166980.972,"-",0,215355142.41,"-",33145820.093,31312943.708,47827107.716,39605273.335,-2.3982608696,1.194879874,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",4442325783.9,2793475932.2,-641454515.98,624919464.49,3287020979.2,612024056.42,233503751.74,"-",233503751.74,"-",56059385.838,"-",365754665,0,"-","-",530385340.19,"-",417663442.52,-642827867.8,-248553181.2,-248289476.77,0.63151463635,-0.59447260998,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",2332578016.6,660490843.22,120390213.82,697140538.11,490816619.94,2326348325.7,100087583.09,"-",100087583.09,"-",423436219.85,"-",1863583000,71516121.163,12.120406141,0.10367201169,1144610414.8,581122675.48,167112896.03,116301489.58,132638110,154324536.29,-9.4465398753,0.92347472854,0.85535097162
"ALTR3<XBSP>","Altere Sec","ALTR3",344643.42278,0,"-",10443.740084,138379.55612,"-",0,"-",0,"-",23498.41519,"-",6511842,0,"-","-",195820.12658,"-","-","-","-","-","-","-","-"
"ALUP11<XBSP>","Alupar","ALUP11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",32327046536,8587636821.6,3943329104.5,7398324588.3,13939844740,19125887532,1958120326.8,"-",1958120326.8,"-",7231008039.3,"-",38498493000,1311548378.2,0.88503867746,0.036818402611,10782239977,51728746138,8556929614.8,3601803138.1,5552396139.3,5364022399.4,-2.7499444508,0.62686298016,4.149501006
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",10741039422,3518942504.3,-1007865304,2288837022.2,7320534390.3,3397813395.9,286176754.86,"-",286176754.86,"-",118157864.38,"-",2.8955638693E12,0,0,0,1131668009.9,1814430941.1,3688013601.6,-1094845993.3,101309500.68,-148998228.85,0.15823330588,-0.040400672271,19.048212208
"ANIM3<XBSP>","Anima","ANIM3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARTR3<XBSP>","Arteris","ARTR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ATMP3<XBSP>","Atmasa","ATMP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ATOM3<XBSP>","Atompar","ATOM3",6052147.3789,0,-6174861.3249,11456782.872,31529651.315,0,0,"-",0,"-",10443.740084,"-",88485000,0,"-",0,-36934286.808,"-",1516953.2473,-6689215.524,-5172262.2768,-4657908.0776,3.0705679862,-3.0705679862,"-"
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BAHI3<XBSP>","Bahema","BAHI3",42284092.667,148823.2962,-4791065.7637,263704.43713,3676196.5097,0,2610.9350211,"-",2610.9350211,"-",23498.41519,"-",308195532,0,"-",0,38344191.72,"-",689286.84557,-4791065.7637,-1488232.962,-4107000.7882,6.0038167939,-5.9583333333,"-"
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",5728568979.9,2046753738,21602876.365,2019093492.4,2097411099.3,4065108335.8,186128335.78,"-",186128335.78,"-",88925835.883,"-",39091735000,5130487.3165,0,0,1612064388.2,1552423541.4,483406786.35,21730812.181,250477440.31,250221568.68,-1.0938809054,0.51762113348,0.039712321323
"BTTL3<XBSP>","Battistella","BTTL3",777821041.2,356883486.16,285743339.64,200167333.39,131645954.69,655845989.82,40122238.469,"-",40122238.469,"-",32678462.724,"-",137898000,0,"-","-",404895970.27,"-",87231339.055,17093791.583,5180095.0819,309667337.24,25.992548762,3.5499551033,"-"
"BALM4<XBSP>","Baumer","BALM4",93954496.734,14292258.305,15305301.093,33098823.262,11334068.926,104635831.9,1250637.8751,"-",1250637.8751,"-",15958034.848,"-",440000000,2579603.8008,"-",0,42022999.164,"-",3190562.5958,18477587.144,15772658.462,12420217.895,2.8197984588,3.8927986907,"-"
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",643684254.49,75466465.85,75356806.579,116327598.93,16349675.102,251422598.79,7493383.5105,"-",7493383.5105,"-",3597868.4591,"-",454750,71832044.3,8.2429501085,101.29906047,479949908.38,558850255.59,3049572.1046,53017646.538,3172286.0506,1741493.6591,0.018338786396,0.57106164384,"-"
"BIOM3<XBSP>","Biomm","BIOM3",19187761.47,2605713.1511,"-",681454.04051,0,"-",0,"-",0,"-",7527325.6658,"-",8865000,0,"-","-",18506307.43,"-","-","-","-","-","-","-","-"
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",6063254296.5,235976307.21,1575947324.1,545194563.63,1338438398,1224042891,34662773.34,"-",34662773.34,"-",5274088.7426,"-",39531902000,17712583.183,0,0,4179621334.9,815400256.95,369462971.09,1379641563.6,19686450.059,32717626.749,0.024057872517,0.088554548924,20.626385671
"BBRK3<XBSP>","BR Brokers","BBRK3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BRML3<XBSP>","BR Malls Par","BRML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BRPR3<XBSP>","BR Propert","BRPR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BRAP4<XBSP>","Bradespar","BRAP4",19787242595,5364356599.1,-638136017.57,4267398359.3,11741664603,6047667014.4,1914721364.9,"-",1914721364.9,"-",1635160719.4,"-",1.507282E12,0,0,0,3116043899.3,2182456851.3,3429042789.7,-512758917.86,-177572301.72,1935969154.1,-0.80417790532,0.5645800513,9.4646393311
"AGRO3<XBSP>","Brasilagro","AGRO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BRKM5<XBSP>","Braskem","BRKM5",36782782082,11955904876,-2500427196.3,14190580662,16649347780,16797740272,1671781694,"-",1671781694,"-",412577341.1,"-",3343693000,88985887.389,0,0,4756517871.5,1882596041.1,7819241255.8,-2597598365,4447722586.6,3586683213.4,-0.56280783636,0.45869964822,7.1800712691
"BFRE3<XBSP>","Brazilian Fr","BFRE3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BRFS3<XBSP>","BRF SA","BRFS3",7851692567.2,2438866570.4,21493217.094,4352851651.6,1734788777.9,7617087000.9,212819924.5,"-",212819924.5,"-",2360932771,"-",44508889,14099049.113,"-",0,1764052137.7,1417759745.7,1573863797.9,6650051.4987,553439896.42,578403046.16,-1.0106018512,0.36750514684,"-"
"BRQB3<XBSP>","Brq","BRQB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CABI3B<XBSP>","Cabinda Part","CABI3B",211485.73671,0,0,2610.9350211,195820.12658,0,0,"-",0,"-",7832.8050633,"-",500000,"-","-","-",13054.675105,"-",0,0,0,0,"-","-","-"
"CACO3B<XBSP>","Caconde Part","CACO3B",211485.73671,0,"-",2610.9350211,195820.12658,"-",0,"-",0,"-",15665.610126,"-",500000,"-","-","-",13054.675105,"-","-","-","-","-","-","-","-"
"CAIA3B<XBSP>","Caianda Part","CAIA3B",140990.49114,0,-49607.765401,0,54829.635443,0,"-","-","-",0,0,"-",21274333000,"-","-","-",86160.855696,"-",0,-49607.765401,-49607.765401,-49607.765401,"-","-","-"
"CAMB3<XBSP>","Cambuci","CAMB3",240879643.18,111275439.66,-175467888.09,295466461.66,103534017.32,297113961.66,29581893.789,"-",29581893.789,"-",5415079.2337,"-",184800000,0,"-","-",-161603823.13,18227433.284,110280673.42,-121802729.66,-18529805.845,-40305003.921,0.39027658391,-0.36547658507,"-"
"CRFB3<XBSP>","Carrefour BR","CRFB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CASN4<XBSP>","Casan","CASN4",3129200400.9,2892430369.5,-104641053.77,464965752.3,1018329931.6,851378913.55,90643831.127,"-",90643831.127,"-",23555855.76,"-",573654000,0,"-","-",1645904717,"-",339340613.76,-111544365.97,130285657.55,129609425.38,-0.53595258146,0.38194492533,"-"
"CCRO3<XBSP>","CCR SA","CCRO3",6010842386.9,4574828125.3,-312074619.33,1259914527.2,3405539152.6,2611814906.2,468101485.26,"-",468101485.26,"-",484534710.28,"-",84818003,77320229.715,0,0,1320093968.5,1638761800.1,1282478227.7,-462036283.2,748354028.55,745153022.22,-0.61563035905,0.58102586549,1.2075574628
"CEAB3<XBSP>","Cea Modas","CEAB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CEBR3<XBSP>","Ceb","CEBR3",3088475036.4,1220170874.3,-455373177.03,1438891512,827259095.82,1651706214.6,108296362.8,"-",108296362.8,"-",29694163.995,"-",4591730000,0,"-",0,822324428.63,236085762.67,493623375.09,-455002424.26,-142053141.69,-142598827.11,0.45566114082,-0.28888183645,"-"
"CEDO4<XBSP>","Cedro","CEDO4",958482079.05,429767737.28,32738514.23,354614583.63,163152107.6,797807748.79,45072571.269,"-",45072571.269,"-",124706089.41,"-",1784628000,16819643.406,"-",0.37237515538,403895982.15,"-",95353957.905,39393787.598,94474072.803,102309488.8,-1.8574611301,1.0729443334,"-"
"CEED3<XBSP>","Ceee-D","CEED3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"EEEL3<XBSP>","Ceee-Gt","EEEL3",8560882570.5,4857127641.6,-447960732.5,1696669126.6,5743730679.5,3198392789.9,298993834.88,"-",298993834.88,"-",211044488.69,"-",3.87229828E11,0,"-",0,1120482764.3,"-",962369761.29,-439133161.2,140705899.22,131878327.91,-0.22743953783,0.13703498719,"-"
"CEGR3<XBSP>","Ceg","CEGR3",1733013342.1,1114383620.1,115544318.42,677401869.35,458921437.72,1423500050,66714611.659,"-",66714611.659,"-",11903252.761,"-",51927547000,0,0,0,596690035.05,1081111917.1,207269076.65,159374084.62,303918058.33,309027658.16,-3.3065791312,1.4909491718,"-"
