"Ativo","Nome","Código","Ativo Tot| < Set 2008| personalizado| consolid:sim*","Imobil| < Set 2008| personalizado| consolid:sim*","Lucro Liquido| < Set 2008| personalizado| no exercício| consolid:sim*","PasCir| < Set 2008| personalizado| consolid:sim*","PasNoCir| < Set 2008| personalizado| consolid:sim*","Receita| < Set 2008| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2008| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2008| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2008| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2008| personalizado| consolid:sim*","DpInCP| < Set 2008| personalizado| consolid:sim*","DivPag| < Set 2008| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set08","Dividendos| < Set 2008| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set08|1 tri","Divid por Ação|30Set08|1 tri","Patrim Liq| < Set 2008| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set08|personalizado","DesFin| < Set 2008| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2008| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2008| personalizado| no exercício| consolid:sim*","EBIT| < Set 2008| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2008| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2008| de 12 meses| consolid:sim*","Fechamento|30Set08|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1352985.8467,0,-119107.41978,0,122829.52665,0,"-","-","-","-",294046.4426,"-",134456000,"-","-","-",1230156.32,"-",0,-119107.41978,-161911.64878,-161911.64878,-3.3103448276,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",316883429.29,103152608.69,27644087.712,160195757.51,215178720.17,279426006.83,"-","-","-","-",22980287.806,"-",2250000,"-",0,0,-58491048.384,172128552.81,13077622.482,34719812.868,43783143.093,43496540.864,-3.9875535332,3.0459006338,"-"
"AESL3<XBSP>","AES Sul","AESL3",3902342449.3,1473479751.3,84880786.081,1033662576.3,1662856826.6,1984988426.6,"-","-","-","-",42467378.315,"-",278483,"-","-",0,1205823046.4,"-",223479018.49,157091520.38,292630180.94,251646062.21,-1.2473767149,0.8144075336,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",33880896507,14496396567,616624695.41,7657121971.8,14758697160,11573420460,"-","-","-","-",5145825772.9,"-",650000008,"-","-","-",6860097922.8,"-",1201205772.8,2773058947.5,3585600460.1,3216858776.8,-3.0368994985,1.678341853,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",104436.73556,0,-68905.503401,52.109496158,18560.285899,0,"-","-","-","-",104436.73556,"-",831000,"-","-","-",85824.340172,"-",0,-68905.503401,-65185.257586,-68905.503401,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",1055025608.6,9305.267171,87808223.133,6400162.7602,0,679284.50348,"-","-","-","-",28005132.078,"-",73646000,"-",0.63878721985,0.066031707226,1048625445.9,752472488.13,768615.06833,84970116.645,-6163808.9741,89911213.513,62.94816273,267.22284123,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",918943520.53,3722.1068684,73744242.33,5931177.2948,0,189827.45029,"-","-","-","-",23828928.172,"-",84682000,"-",0.68530863658,0.053439092048,913012343.23,660122802.81,1861.0534342,69733672.18,-6798428.1951,75342887.23,44.678571429,-2154.5,7.7978138893
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
