"Ativo","Nome","Código","Ativo Tot| < Dez 2013| personalizado| consolid:sim*","Imobil| < Dez 2013| personalizado| consolid:sim*","Lucro Liquido| < Dez 2013| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2013| personalizado| consolid:sim*","PasNoCir| < Dez 2013| personalizado| consolid:sim*","Receita| < Dez 2013| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2013| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2013| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2013| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2013| personalizado| consolid:sim*","DpInCP| < Dez 2013| personalizado| consolid:sim*","DivPag| < Dez 2013| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez13","Dividendos| < Dez 2013| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez13|1 tri","Divid por Ação|30Dez13|1 tri","Patrim Liq| < Dez 2013| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez13|personalizado","DesFin| < Dez 2013| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2013| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2013| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2013| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2013| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2013| de 12 meses| consolid:sim*","Fechamento|30Dez13|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",702081.93071,0,132599.96703,41873.6738,0,0,"-",0,0,482943.03782,"-",-33498.93904,176261901,"-","-","-",660208.25691,"-",0,"-","-",87934.714979,1.96875,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",365727458.54,236540195.93,12863592.591,67913515.746,201476577.28,251748714.25,"-",13797375.517,13797375.517,1215732.3293,"-",-764892.4414,2250000,"-",0.90317509579,0.032398498839,96337365.521,80711506.249,14817697.368,"-","-",25279136.873,-3.9795649308,1.7060097965,3.5871780555
"AESL3<XBSP>","AES Sul","AESL3",4315243996.6,615543.00485,-28024654.085,1303706126.4,1779134235.6,2893357800.6,"-",155612342.36,155612342.36,21813392.471,"-",-139578912.67,278483,"-","-",0,1232403634.6,"-",261861206.47,-159889040.25,17183559.938,17183559.938,-0.097042455582,0.065620869046,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",23133055259,4397120986.8,721648102.68,3999445310.9,10007464674,13160407149,"-",874891790.9,874891790.9,379649059.29,"-",-1389224730.4,650000000,"-","-","-",5511648833.9,"-",381005766.32,"-","-",2267277983.7,-84.708489779,5.9507707863,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",116413000.53,0,27135536.411,3930542.1807,4304613.6666,49029884.652,"-",0,0,40496029.932,"-",-35996005.787,63095000,"-",0,0,108177844.68,311071369.34,513650.39861,29814055.745,26723778.619,26723778.619,8.647696477,52.027173913,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",18503.976452,0,-117641.29496,8069.0569412,0,0,"-",0,0,16408.896973,"-",0,26474000,"-","-","-",10434.91951,"-",0,-117641.29496,-121094.47726,-121094.47726,-35.067502021,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3530245212.8,1404163.8614,73336156.503,1628060999.4,122515390.59,38779209.306,"-",728601.92411,728601.92411,7415827.6299,"-",-5891625.9036,73646388,"-","-",0,1207047729.4,413248367.92,134622465.48,"-","-",43625389.154,0.53334357189,0.32405727379,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1042591667.1,8374.7347599,62703034.937,6645352.032,209368.369,291719.92747,"-",19541.047773,19541.047773,41873.6738,"-",-7838751.7353,84682269,"-",0,0,1035736946.7,433492754.22,0,"-","-",62557872.867,430.95192308,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",6322976387.9,4414881.0076,315379948.96,313319764.21,1871757406.2,384894434.83,"-",3252188.6651,3252188.6651,592416174.81,"-",-37334567.56,76423831,"-",0,0,3113462579.6,1944622398.9,108745930.85,"-","-",764671906.72,-17.663206087,7.031728918,25.445235779
"APTI4<XBSP>","Aliperti","APTI4",589138861.94,429115825.94,10158553.263,92356574.932,124976166.82,96280138.167,"-",4197137.9038,4197137.9038,781641.91092,"-",-8825574.6478,182155,"-","-",0,371666541.28,"-",2638041.4494,"-","-",11671588.677,6.4224270353,4.4243386243,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",7727533861.9,4080710945.4,478463950.51,1286491859.1,3920961484.1,2535978556.9,"-",163670232.99,163670232.99,2039309328.8,"-",0,765326706,"-","-","-",2520080518.7,"-",374396704.81,"-","-",832741750.85,-3.1112976908,2.2242229703,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",4692620711.2,871340903.36,432709982.94,1416058776.3,716055175.65,4781916320.6,"-",93032136.87,93032136.87,187987671.16,"-",-153154357.71,421519000,"-",0.37219454993,0.055917640478,2560506759.2,8152700386.2,209840145.72,"-","-",454188386.02,14.779443157,2.1644494406,15.023766599
