"Ativo","Nome","Código","Ativo Tot| < Mar 2007| personalizado| consolid:sim*","Imobil| < Mar 2007| personalizado| consolid:sim*","Lucro Liquido| < Mar 2007| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2007| personalizado| consolid:sim*","PasNoCir| < Mar 2007| personalizado| consolid:sim*","Receita| < Mar 2007| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2007| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2007| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2007| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2007| personalizado| consolid:sim*","DpInCP| < Mar 2007| personalizado| consolid:sim*","DivPag| < Mar 2007| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar07","Dividendos| < Mar 2007| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar07|1 tri","Divid por Ação|31Mar07|1 tri","Patrim Liq| < Mar 2007| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar07|personalizado","DesFin| < Mar 2007| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2007| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2007| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2007| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2007| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2007| de 12 meses| consolid:sim*","Fechamento|31Mar07|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1068001.1862,0,-90508.575104,60339.050069,50282.541724,0,"-","-","-","-",2011.301669,"-",81210000,"-","-","-",957379.59443,"-",0,-90508.575104,-104587.68678,-104587.68678,-3.3,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",211339534.17,103511640.39,8781343.0867,116922999.92,201848201.59,87189927.35,"-","-","-","-",9640168.8994,"-",2250000,"-",0,0,-107431667.34,185542578.96,5187147.0043,11291447.569,15855091.056,16068289.033,-4.0490847861,-62.210536776,8.2463368428
"AESL3<XBSP>","AES Sul","AESL3",4063185371.7,1310137771.5,56775023.512,1028814995.8,1766367363,687028469.29,"-","-","-","-",94402455.135,"-",278483,"-","-",0,1268003012.9,"-",70107942.275,76425440.818,123407436.5,118485781.31,-0.75505461567,0.32273512476,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",34572664637,13875678575,121251321.11,8017480882.4,15797535647,3698409667.1,"-","-","-","-",3079612595.6,"-",650000007,"-","-","-",7240167092.5,"-",452635395.4,930064106.46,1180573740.6,1087307670.9,"-","-","-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",4873.3839439,0,-37096.447982,159417.78158,611733.38001,0,"-","-","-","-",4873.3839439,"-",1000,"-","-","-",-766277.77765,"-",0,-37096.447982,-37096.447982,-37096.447982,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",932296651.32,28158.223366,17781918.055,11538837.674,0,271525.72531,"-","-","-","-",49301026.51,"-",73646000,"-",1.1276078432,0.091054039617,920757813.64,595524611.94,36203.430041,19596112.161,-2747438.0798,18081602.004,12.881800057,-452.28,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",830042074.46,16090.413352,15283881.382,11021933.146,0,90508.575104,"-","-","-","-",46772820.312,"-",84682000,"-",0.68354583021,0.044294908559,819020141.32,554892201.39,34192.128372,16965329.578,-2685087.7281,15551384.504,11.556950672,-336.15652174,"-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
