"Ativo","Nome","Código","Ativo Tot| < Jun 2008| personalizado| consolid:sim*","Imobil| < Jun 2008| personalizado| consolid:sim*","Lucro Liquido| < Jun 2008| personalizado| no exercício| consolid:sim*","PasCir| < Jun 2008| personalizado| consolid:sim*","PasNoCir| < Jun 2008| personalizado| consolid:sim*","Receita| < Jun 2008| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Jun 2008| personalizado| no exercício| consolid:sim*","DeprAmor| < Jun 2008| personalizado| no exercício| consolid:sim*","Depr e Amor| < Jun 2008| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Jun 2008| personalizado| consolid:sim*","DpInCP| < Jun 2008| personalizado| consolid:sim*","DivPag| < Jun 2008| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Jun08","Dividendos| < Jun 2008| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Jun08|1 tri","Divid por Ação|30Jun08|1 tri","Patrim Liq| < Jun 2008| personalizado| consolid:sim*","Valor Mercado|da empresa|30Jun08|personalizado","DesFin| < Jun 2008| personalizado| no exercício| consolid:sim*","LucOpe| < Jun 2008| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Jun 2008| personalizado| no exercício| consolid:sim*","EBIT| < Jun 2008| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Jun 2008| de 12 meses| consolid:sim*","EBIT/FinB| < Jun 2008| de 12 meses| consolid:sim*","Fechamento|30Jun08|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1062783.9805,0,-127910.28438,0,317894.67736,0,"-","-","-","-",5643.1007816,"-",81210000,"-","-","-",744889.30317,"-",0,-127910.28438,-150482.68751,-150482.68751,-3.96,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",293381047.57,105070774.48,12089402.907,158625681.94,209727721.58,175483505,"-","-","-","-",32453472.595,"-",2250000,"-",0,0,-74972355.95,239126395.62,8402577.0637,15971856.245,23702904.316,23580637.133,-2.6240575737,2.4202929091,10.627839805
"AESL3<XBSP>","AES Sul","AESL3",3964338492.1,1459061327.7,56491200.891,1049663771.2,1724091437,1356904274.3,"-","-","-","-",26076768.712,"-",278483,"-","-",242.04059339,1190583283.9,"-",132187754.77,99649635.668,186195991.32,170122559.26,-1.1954711184,0.85436424481,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",33940333718,14658785697,419316246.67,7171860047,15167270460,7633789228.8,"-","-","-","-",4748735143.9,"-",650000008,"-","-","-",6729792699.1,"-",770204253.27,1998218224.7,2543988835.7,2265133129.6,-3.1579212994,1.8613439679,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",4157.0842424,0,-58720.225699,50.787907034,1467693.3909,0,"-","-","-","-",4157.0842424,"-",1000,"-","-","-",-1463587.0946,"-",0,-58720.225699,-54960.039545,-58720.225699,21.867443869,-21.867443869,"-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",1035503350.3,11286.201563,51692684.193,12680047.456,0,466496.33127,"-","-","-","-",28384796.931,"-",73646000,"-",0,0,1022823302.8,758656907.29,744889.30317,48039716.953,-4967809.7214,53870921.094,54.810087173,243.16298343,10.496167453
"RPAD3<XBSP>","Alfa Holding","RPAD3",904152655.49,5643.1007816,42466214.415,13408007.457,0,135434.41876,"-","-","-","-",25243470.829,"-",84682000,"-",0,0,890744648.03,723224544.66,1881.0335939,37622552.911,-5603599.0761,44091427.44,38.749587232,-2200.25,9.0101509145
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",274580116.8,40440341.234,4096891.1674,23479061.318,77468487.529,20262493.873,"-","-","-","-",50449320.987,"-",182155000,"-","-",216.55764723,173632567.95,"-",1986371.4751,2891148.6338,-2420890.2353,2855408.9955,4.6319277108,4.0725635593,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",4048396240.3,2718511132.6,57695062.391,856600126.24,2734855433.5,535626196.88,"-","-","-","-",172298915.13,"-",707543040,"-","-","-",456940680.62,"-",169962671.41,74071340.859,231916393.85,233349741.45,-7.0664608495,5.2996208941,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",2491506117.4,446423821.79,51263808.533,427081153.35,372909266.88,1246346524.8,"-",47270374.214,80538334.354,"-",165854494.04,-41081773.69,17418000,"-",0.48952263423,0.027672682793,1631059277.5,4011450202,19288118.471,60793124.72,62164398.21,80043622.519,12.488840795,5.8278103894,5.6529935202
"ALTR3<XBSP>","Altere Sec","ALTR3",2661662.5353,0,261463.66955,912301.29302,28215.503908,95932.713287,"-","-","-","-",45144.806252,"-",10367000,"-","-","-",1721145.7384,"-",2063493.8525,363039.48361,-60193.075003,-60193.075003,-0.08031496063,-0.021537162162,"-"
"ALUP11<XBSP>","Alupar","ALUP11",5429103113.7,4654070247.2,85056577.047,1002494972.8,2469674841.5,528871405.25,"-","-","-","-",494435323.25,"-",134667000,"-","-","-",871093490.08,"-",147853002.54,272456429.87,398054923.96,398410439.31,"-","-","-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",62645530863,10313105264,2155489562.4,15299311494,15520325417,18033911107,"-",3013363148.4,6011836034.9,"-",3501301381.6,-2039320689.7,613664000,"-",1.8322586901,0.13289858814,31386179777,1.1373775775E11,1362221956.3,3582052272.8,4686284828.5,4675694609.4,-4.7197747874,4.0950645211,7.2409953286
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",8638116328.3,4959407144.3,240623698.36,1531716250.3,3889911635.9,2289422916.4,"-","-","-","-",292686946.17,"-",3.922515918E12,"-",0.86960367839,0.71318862732,3216488442.1,8042438793.4,278430592.56,375777843.11,575336697.08,564443631.54,-2.1949941769,1.6040651101,62.32610344
"ANIM3<XBSP>","Anima","ANIM3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARTR3<XBSP>","Arteris","ARTR3",3759616200.9,2399602578.1,52870211.222,935031702.97,1389201621.1,615950093.41,"-",196660181.2,394956861.63,"-",383279405.08,-33365773.888,68889000,"-",0.98711286585,0.099152717449,1435382876.9,3459853370.7,143093987.55,93370745.532,225278226.3,227930483.67,-1.9440089926,1.8031927634,10.044719391
"ATMP3<XBSP>","Atmasa","ATMP3",1607785248.8,449247253.22,81937823.348,478121118.89,501699874.98,1515486692.5,"-","-","-","-",642248824.08,"-",15691000,"-",1.9241114206,287.7900883,627964254.97,1428172028.6,21722175.942,124934489.23,123926255.23,123715579.46,-137.57091346,5.5646361029,14957.038621
"ATOM3<XBSP>","Atompar","ATOM3",154244.7547,0,-741127.23598,9713657.4787,26552670.211,0,"-","-","-","-",0,"-",88485000,"-",0,0,-36112082.935,68241735.596,413827.39065,-731722.06801,-317894.67736,-327299.84533,1.1831683168,"-",7.6936009473
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3",3587751804.6,82242550.79,59008023.839,2751782854.8,355522873.37,2830231360.8,"-",84605128.984,"-","-",1133919027.9,0,110489000,"-",0,0,480446076.41,12197749332,221376962.63,104935340.06,317290865.58,303916716.73,-1.5298104724,1.5117224824,94.82839954
"BAHI3<XBSP>","Bahema","BAHI3",110207877.23,112862.01563,-11286.201563,28347176.259,28574781.324,0,"-","-","-","-",16929.302345,"-",5403656,"-",0,0,53285919.647,765056003.29,3873048.1697,1770052.6118,-1032687.443,2467916.0751,-3.9242524917,1.5163029525,345.83435127
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",4053183470.8,1736543879.4,167632070.78,1232936636.3,1213565752.4,1868150394.8,"-",81379156.371,"-","-",244118658.78,-421438052.57,39091735000,"-","-",0,1606681082.1,"-",87424798.341,260007749.54,270208594.72,266832139.42,100.49713922,4.0003542779,"-"
