"Ativo","Nome","Código","Ativo Tot| < Mar 2014| personalizado| consolid:sim*","Imobil| < Mar 2014| personalizado| consolid:sim*","Lucro Liquido| < Mar 2014| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2014| personalizado| consolid:sim*","PasNoCir| < Mar 2014| personalizado| consolid:sim*","Receita| < Mar 2014| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2014| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2014| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2014| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2014| personalizado| consolid:sim*","DpInCP| < Mar 2014| personalizado| consolid:sim*","DivPag| < Mar 2014| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar14","Dividendos| < Mar 2014| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar14|1 tri","Divid por Ação|31Mar14|1 tri","Patrim Liq| < Mar 2014| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar14|personalizado","DesFin| < Mar 2014| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2014| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2014| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2014| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2014| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2014| de 12 meses| consolid:sim*","Fechamento|31Mar14|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",620197.4928,0,-58741.172226,32785.770545,0,0,"-",0,0,428947.16462,"-",0,176262000,"-","-","-",587411.72226,"-",0,-58741.172226,-76500.131271,-76500.131271,1.3611111111,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",367390514.35,239017829.79,4316793.1217,68589198.053,200198111.39,66859748.657,"-",3322291.4152,"-",1221269.9528,"-",0,2250000,"-",0,0,98603204.913,70141057.859,3749872.506,"-","-",8727845.3337,-4.6314575646,1.8082117774,3.1173803493
"AESL3<XBSP>","AES Sul","AESL3",4684395377.5,442607.90235,-59321753.579,1800642330.9,1736891766.1,790645249.57,"-",42244465.347,158265110.86,5049008.6639,"-",0,278483,"-","-",0,1146861280.5,"-",49044780.587,-89954591.858,-59944683.219,-59944683.219,0.39687439992,-0.2765406685,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",24099313148,4297623008.4,128154112.76,4768344709,10201146335,3599485542.6,"-",257528129.41,893353506.17,422160510.12,"-",-1886547.8801,650000000,"-","-","-",5522463878.1,"-",88174597.732,"-","-",340159199.77,-85.420559237,5.8046400773,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",118786944.9,0,5982037.0506,2972576.5294,3957515.7195,10513303.754,"-",0,0,45651453.336,"-",-1366.0737727,63085000,"-",0,0,111856852.65,258536291.85,114750.1969,6703324.0026,5792152.7962,5792152.7962,8.1430423509,55.420588235,4.0982213181
"ALEF3B<XBSP>","Alef S/A","ALEF3B",109628.78633,0,-38889.388161,1698.0296995,0,0,"-",0,0,107462.19332,"-",0,36474000,"-","-","-",107930.75663,"-",0,-38889.388161,-39151.674325,-39151.674325,-39.462734932,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3550029573.8,1519074.0352,13816470.137,1384738438.6,410559811.64,7936888.6193,"-",196714.62327,745876.27989,3534032.8499,"-",0,73646388,"-","-",0,1194254477.9,392928755.56,37143545.879,"-","-",7600834.4712,0.44407581434,0.27264487457,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1026788860.1,8196.4426361,11166287.018,2710290.365,266384.38567,98357.311634,"-",5464.2950908,19125.032818,166661.00027,"-",0,84682269,"-",0,0,1023812185.3,377832807.95,0,"-","-",10992795.648,203.93627451,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",6176780429.4,5008026.4507,20663231.886,278457745.68,1825541757.5,101553924.26,"-",905706.91129,3189782.2592,542577181.04,"-",0,76423831,"-",0,0,3067842416.1,1968995148.8,"-","-","-",67070124.018,-14.126831029,"-",25.764151353
