"Ativo","Nome","Código","Ativo Tot| < Jun 2013| personalizado| consolid:sim*","Imobil| < Jun 2013| personalizado| consolid:sim*","Lucro Liquido| < Jun 2013| personalizado| no exercício| consolid:sim*","PasCir| < Jun 2013| personalizado| consolid:sim*","PasNoCir| < Jun 2013| personalizado| consolid:sim*","Receita| < Jun 2013| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Jun 2013| personalizado| no exercício| consolid:sim*","DeprAmor| < Jun 2013| personalizado| no exercício| consolid:sim*","Depr e Amor| < Jun 2013| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Jun 2013| personalizado| consolid:sim*","DpInCP| < Jun 2013| personalizado| consolid:sim*","DivPag| < Jun 2013| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Jun13","Dividendos| < Jun 2013| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Jun13|1 tri","Divid por Ação|30Jun13|1 tri","Patrim Liq| < Jun 2013| personalizado| consolid:sim*","Valor Mercado|da empresa|30Jun13|personalizado","DesFin| < Jun 2013| personalizado| no exercício| consolid:sim*","LucOpe| < Jun 2013| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Jun 2013| personalizado| no exercício| consolid:sim*","EBIT| < Jun 2013| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Jun 2013| de 12 meses| consolid:sim*","EBIT/FinB| < Jun 2013| de 12 meses| consolid:sim*","Fechamento|30Jun13|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",521668.33353,0,-57326.190498,2866.3095249,0,0,"-",0,0,498737.85734,"-",0,176261901,"-","-","-",518802.02401,"-",0,"-","-",-81689.82146,-2.6060606061,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",379277242.11,238210385.69,7453837.9195,73689951.576,208423697.1,129882516.65,"-",7065452.9789,"-",27123887.034,"-",-785368.80983,2250000,"-",1.2372937615,0.036847791025,97163593.43,67007150.919,5794244.7046,"-","-",14555119.767,-2.7586644892,1.738081628,2.9780955964
"AESL3<XBSP>","AES Sul","AESL3",4662475222.9,937283.21465,40641402.754,1317847429.7,2029156534.1,1473490903.2,"-",78152795.506,164079022.44,81416088.901,"-",0,278483,"-","-",0,1315471259.1,"-",79624645.448,-57432243.951,-21953064.651,-21953064.651,-52.888104291,1.6462979558,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",24499568557,4437416898.5,529362941.45,4042574162.5,11153736179,6744516600.9,"-",454377417.97,889798497.9,704776784.92,"-",-472247424.71,650000000,"-","-","-",5808160637.4,"-",225653083.66,"-","-",1635746952.8,-24.520713293,5.2024071798,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",117703567.48,0,13934563.755,2993860.2988,4663485.597,26116379.236,"-",0,0,40313210.313,"-",-24066967.926,63095000,"-",7.6820832751,0.38633837389,110046221.59,317310016.41,275165.71439,15376317.446,13761152.029,13761152.029,7.6348241424,50.671469741,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",39364.46186,0,-94638.374739,2497.988751,0,0,"-",0,0,37464.098645,"-",0,26474000,"-","-","-",36866.473109,"-",0,"-","-",-96997.347478,-24.997310221,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3692146325.8,1375828.572,41206065.73,1292287114.5,490057238.94,20409556.972,"-",351122.9168,537433.03592,5397260.8354,"-",-3653111.4895,73646388,"-",0,0,1200798814,347906264.89,73933587.886,"-","-",37616013.05,-0.018052396481,-0.011889721143,4.8297315495
"RPAD3<XBSP>","Alfa Holding","RPAD3",1037704368.8,8598.9285748,34494601.978,5986287.4428,214973.21437,130417.08338,"-",10032.083337,25796.785724,242203.15486,"-",-3684640.8943,84682269,"-",0,0,1031503108.2,422072436,0,"-","-",34412912.156,824.73529411,"-",4.4427797636
"ALSO3<XBSP>","Alianscsonae","ALSO3",6225030962,5405859.764,188869733.53,242044074.68,1865338345.8,186920643.05,"-",1636662.7387,3011058.1559,759762633.69,"-",-38334023.586,76423831,"-",1.4514160437,0.50754533093,3186602416.5,2672463127.7,50864095.674,"-","-",418038345.82,-15.578670039,6.0783717105,34.968976204
"APTI4<XBSP>","Aliperti","APTI4",585018073.5,406988722.6,10502158.099,92031466.226,128787586.41,52454897.461,"-",2126801.6675,4276533.8112,541732.50021,"-",0,182155,"-","-",410.86399135,364062871.15,"-",1146523.81,"-","-",11198671.313,10.250847457,10.819320214,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",7179123648.9,4066509280.2,283088193.92,1186710902.7,3539148455.9,1368165493.4,"-",71002786.396,146064267.08,1756066027.8,"-",0,765326706,"-","-","-",2453264290.3,"-",197620576.5,"-","-",476766161.67,-3.7743571893,2.7905017445,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",4460228422.9,840374722.77,233370622.05,1241947553.5,715604269.14,2287388091.8,"-",45436738.589,90128236.702,278095082.73,"-",-95430909.323,421519000,"-",0.34584265775,0.051979753237,2502676600.2,7445719241.1,74673095.743,"-","-",245614063.19,18.885399323,3.8259337234,15.029884854
"ALTR3<XBSP>","Altere Sec","ALTR3",1470416.7863,0,-34395.714299,417048.03588,0,25796.785724,"-","-","-",35828.869061,"-",0,23247000,"-","-","-",1053368.7504,"-",2866.3095249,-34395.714299,-61625.654786,-61625.654786,-1.4444444444,-65,"-"
