"Ativo","Nome","Código","Ativo Tot| < Set 2013| personalizado| consolid:sim*","Imobil| < Set 2013| personalizado| consolid:sim*","Lucro Liquido| < Set 2013| personalizado| no exercício| consolid:sim*","PasCir| < Set 2013| personalizado| consolid:sim*","PasNoCir| < Set 2013| personalizado| consolid:sim*","Receita| < Set 2013| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2013| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2013| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2013| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2013| personalizado| consolid:sim*","DpInCP| < Set 2013| personalizado| consolid:sim*","DivPag| < Set 2013| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set13","Dividendos| < Set 2013| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set13|1 tri","Divid por Ação|30Set13|1 tri","Patrim Liq| < Set 2013| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set13|personalizado","DesFin| < Set 2013| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2013| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2013| personalizado| no exercício| consolid:sim*","EBIT| < Set 2013| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2013| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2013| de 12 meses| consolid:sim*","Fechamento|30Set13|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",517024.36537,0,-56972.381859,1424.3095465,0,0,"-",0,0,494235.41263,"-",0,176261901,"-","-","-",515600.05583,"-",0,"-","-",-91155.810975,-2.625,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",387375164.59,240289566.35,11502723.897,74693641.236,212022719.09,192756083.85,"-",10545587.882,"-",23434164.968,"-",-780521.63147,2250000,"-",0,0,100658804.26,88308968.928,8592859.4939,"-","-",21811876.395,-3.0883063767,1.935453804,"-"
"AESL3<XBSP>","AES Sul","AESL3",4377151066.2,777673.01238,70560294.932,1191085979.8,1848517355.9,2180733284.7,"-",117904344.25,160559566.56,6707073.6544,"-",-142430954.65,278483,"-","-",0,1337547730.5,"-",119432628.4,-11421538.253,44523916.423,44523916.423,-10.746742135,1.2829687598,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",24112896894,4422938345.2,660828354.42,4033908132.9,11091877535,10040892340,"-",672519087.18,750041407.17,156024564.96,"-",-1011650038.8,650000000,"-","-","-",5511088049.7,"-",328462873.13,"-","-",2124813467.6,-25.546355076,5.3365196463,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",111372460.67,0,20972958.072,3113540.6686,4589125.3588,37882361.008,"-",0,0,33481244.509,"-",-36731518.894,63095000,"-",3.814661774,0.20446033508,103669794.65,338180043.37,393109.43483,23058147.248,20658185.662,20658185.662,7.7290406223,51.1,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",29154.192107,0,-104021.5991,2482.5715395,0,0,"-",0,0,27217.131124,"-",0,26474000,"-","-","-",26671.620567,"-",0,-104021.5991,-107046.83258,-107046.83258,-27.797779273,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3679800566.4,1430006.7847,49141527.973,1298074415.7,467592278.25,30061477.288,"-",528418.84174,347531.52934,5993494.5716,"-",-3630565.034,73646388,"-",0.37192874411,0.019456404742,1201927824.1,405504639.63,103453299.59,"-","-",35708864.64,0.27438646041,0.15385445973,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1041539174.6,8545.8572789,44291753.967,5821153.1165,215070.74152,225040.90834,"-",15667.405011,31334.810023,42729.286394,"-",-3661899.844,84682269,"-",0,0,1035502950.7,441109243.18,0,"-","-",42122530.528,65.550836551,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",6233965025.2,5871003.9506,215567825.55,240893473.6,1872041252.4,281241314.43,"-",2472601.3727,3218939.575,665606912.95,"-",-38097431.749,76423831,"-",0,0,3194798952.5,2367513427.6,74894468.882,"-","-",481898043.34,-14.321679015,5.8681150385,30.978732636
