"Ativo","Nome","Código","Ativo Tot| < Set 2014| personalizado| consolid:sim*","Imobil| < Set 2014| personalizado| consolid:sim*","Lucro Liquido| < Set 2014| personalizado| no exercício| consolid:sim*","PasCir| < Set 2014| personalizado| consolid:sim*","PasNoCir| < Set 2014| personalizado| consolid:sim*","Receita| < Set 2014| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2014| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2014| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2014| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2014| personalizado| consolid:sim*","DpInCP| < Set 2014| personalizado| consolid:sim*","DivPag| < Set 2014| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set14","Dividendos| < Set 2014| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set14|1 tri","Divid por Ação|30Set14|1 tri","Patrim Liq| < Set 2014| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set14|personalizado","DesFin| < Set 2014| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2014| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2014| personalizado| no exercício| consolid:sim*","EBIT| < Set 2014| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2014| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2014| de 12 meses| consolid:sim*","Fechamento|30Set14|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",438982.12637,0,-192138.07355,0,0,0,"-",0,0,374936.10185,"-",0,176262000,"-","-","-",438982.12637,"-",0,"-","-",-233501.13105,-1.2307692308,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",362120225.49,233900084.41,9524177.5623,69171040.769,191332161.07,184029579.98,"-",9965828.2731,13276207.165,17608653.865,"-",-3547882.8997,2250000,"-",0,0,101617023.64,64712503.458,7760243.3038,"-","-",18143705.028,-3.5953947368,1.5765939033,2.9327742059
"AESL3<XBSP>","AES Sul","AESL3",4406193028.7,98737.621128,109190466.04,1567314297.6,1551534958.3,2496516704.2,"-",124908427.89,163211953.43,8121836.4839,"-",0,278483,"-","-",0,1287343772.9,"-",19151095.622,155270246.39,117812662.09,117812662.09,-1.1652999496,0.58714905002,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",23055609470,4223948731.6,68689361.293,5703758813.9,9506822424,11178667839,"-",782464958.72,988794563.87,182040150.35,"-",-952794026.63,650000000,"-","-","-",4960107080.3,"-",458482806.54,"-","-",357830476.14,-2.9644616728,1.0382386241,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",120928234.33,0,7390644.3707,16581248.889,5729450.6098,11233405.841,"-",0,0,48286699.608,"-",-12618401.121,63085000,"-",3.8104526434,0.13545266922,98617534.832,224252403.52,148106.43169,8231248.4424,7163814.7005,7163814.7005,7.532731377,49.315270936,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",51751.856393,0,-91701.898477,49.368810564,0,0,"-",0,0,49049.914734,"-",0,36474000,"-","-","-",51702.487582,"-",0,-91701.898477,-96061.03102,-96061.03102,-23.111418302,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3821306052.7,1507750.1605,39816612.866,1607424454.7,445448106.26,23515565.335,"-",605768.64854,807246.76733,2872731.058,"-",-1426358.3377,73646388,"-",0,0,1200477349.2,313372466.02,113450860.96,"-","-",17699385.733,0.2769132199,0.1786902115,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1032069662,8005.7530644,31896254.501,4569950.7076,260186.97459,240172.59193,"-",14677.213951,18680.090484,44031.641854,"-",-2310994.0513,84682269,"-",0,0,1027239524.3,349207823.25,0,"-","-",31339854.663,-31.185990338,"-",4.0028765322
"ALSO3<XBSP>","Alianscsonae","ALSO3",6132222715,5291802.7756,107870851.08,212900994.12,1811086809.8,309689214.38,"-",2492457.7874,3285027.3408,475672492.66,"-",-46396007.593,76423831,"-",0,0,3084157659.2,1868121908,102681788.8,"-","-",306549624.88,-8.285097233,4.2944673113,24.44423269
"APTI4<XBSP>","Aliperti","APTI4",579731270.99,417644125.87,7932366.9947,99664954.191,118607900.23,71045721.278,"-",3104897.8968,4129634.2891,1082110.9559,"-",0,182155,"-","-",0,361312978.72,"-",3228987.0693,"-","-",10548913.954,9.7822580645,3.466952483,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",7216613976.3,4039845765.6,355768994.72,1082588632.5,3369339929.2,2125184525.5,"-",140110018.67,190056577.75,1345498897.4,"-",-68563937.828,765326706,"-","-","-",2764685414.6,"-",341326616.19,"-","-",658277048.6,-2.7625258527,1.8311784152,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",4310346818.7,843144564.07,260609945.21,1190568895.5,580283667.96,3537490098,"-",72756283.85,97089770.289,519498653.52,"-",-109317223.8,462201000,"-",0.53311336426,0.058670415227,2539494255.2,6226117682.8,167728532.45,"-","-",287721427.97,-12.694336305,1.7230789336,11.005241879
"ALTR3<XBSP>","Altere Sec","ALTR3",1426358.3377,0,48034.518387,16011.506129,0,33357.304435,"-","-","-",4002.8765322,"-","-",36147533,"-","-","-",1410346.8315,"-",6671.460887,"-","-",-217489.62492,-0.77678571429,-21.75,"-"
"ALUP11<XBSP>","Alupar","ALUP11",11701782424,3604168680.9,331096598.07,1195433724.8,5341473136.2,1401918107.8,"-",36001871.531,47865063.28,613642306.68,"-",-1120566590.7,624901800,"-",0,0,3345624220,4822152490.6,296248889.27,"-","-",1014495699.7,-4.6966454544,3.4668052308,21.577323938
"ABEV3<XBSP>","Ambev S/A","ABEV3",86897008271,19766356425,10043376000,19468106098,9221606796.7,34487317815,"-",2243729714,3053646400,7669666213.6,"-",-11395994680,15697835000,"-",1.0058005721,0.2152619064,56567766518,3.3596579502E11,2290225793.5,"-","-",13050017955,-10.807951314,5.7126022868,21.402046526
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",7845228375.5,66082154.378,-66893404.022,1235886795,3367902896.5,4071838089.1,"-",214225946.25,276669485.86,412088133.24,"-",0,3.922515918E12,"-",0,0,3241438683.9,5737340201.3,675834999.36,-72377344.871,476686554.72,476686554.72,-1.7730649457,0.96169710565,"-"
