"Ativo","Nome","Código","Ativo Tot| < Dez 2009| personalizado| consolid:sim*","Imobil| < Dez 2009| personalizado| consolid:sim*","Lucro Liquido| < Dez 2009| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2009| personalizado| consolid:sim*","PasNoCir| < Dez 2009| personalizado| consolid:sim*","Receita| < Dez 2009| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2009| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2009| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2009| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2009| personalizado| consolid:sim*","DpInCP| < Dez 2009| personalizado| consolid:sim*","DivPag| < Dez 2009| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez09","Dividendos| < Dez 2009| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez09|1 tri","Divid por Ação|30Dez09|1 tri","Patrim Liq| < Dez 2009| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez09|personalizado","DesFin| < Dez 2009| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2009| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2009| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2009| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2009| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2009| de 12 meses| consolid:sim*","Fechamento|30Dez09|ajus p/prov ed"
"UNIP6<XBSP>","Unipar","UNIP6",2227500109.3,10308292.725,-1201052875.8,149370532.4,1465468261.2,62986298.132,"-",39177159.771,39177159.771,"-",526557687.19,-50103138.245,835014000,"-",0,0,612661315.65,2294937413.7,173296148.64,-1200759916.3,-1011015678.6,-1121510834.8,14.151720298,-6.471643159,16.085041111
"UPKP3B<XBSP>","Uptick","UPKP3B",115881375.95,0,19757119.854,13887340.431,0,0,"-",0,0,"-",5813305.2969,"-",52437000,"-","-","-",101994035.52,"-",0,20193029.51,-1028887.9745,19215321.212,19.653429603,"-","-"
"USIM5<XBSP>","Usiminas","USIM5",45627812636,21089762737,2181493109.9,5358030309.9,11733531996,19279101678,"-",1519448701.1,1519448701.1,"-",5441011978.1,-1234774988.1,493599583,"-",1.3296230779,0.57947821207,27909023984,43332691668,-762063614.74,3048349759,1748993078.8,2044702189,2.0372711,-2.6831122093,42.851059587
"VALE3<XBSP>","Vale","VALE3",3.101471704E11,2.032369793E11,18087515277,30740329560,1.0019961607E11,85587536129,"-",9612868579.3,9612868579.3,"-",23331930235,-9496750718,5212725000,"-",1.0045859475,0.87759034026,1.6895818399E11,4.2920971109E11,15120105293,26912070362,23261591712,23631001321,6.8586263859,1.562886029,87.358412932
"VLID3<XBSP>","Valid","VLID3",1213290112.9,422142323.53,129525171.72,146645655.84,395302995.37,1246535724.7,"-",53235687.396,53235687.396,"-",190759007.15,-42371477.497,51038000,"-",0.75503678639,0.20813450378,671341461.71,1702374041.2,39946619.731,185466322.7,203975717.34,203975717.34,-11.02011823,5.1062072012,27.56614082
"VVAR3<XBSP>","Viavarejo","VVAR3",4301688851,323400844.67,-556912529.66,2651131937.9,516912965.44,7350490403.1,"-",91553381.569,91553381.569,"-",147106272.93,"-",123804000,"-",0,0,1133643947.8,3364766519.2,170883644.59,-801143709.61,-672479768.3,-668245973.7,5.0282720705,-3.9105320775,6.794543228
"VIVA3<XBSP>","Vivara S.A.","VIVA3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"VIVR3<XBSP>","Viver","VIVR3",3421557252.8,85097683.094,22894963.454,777774010.54,1242614302.6,861495136.82,"-",3056662.0444,3056662.0444,"-",192262630.74,0,197809000,"-",0,0,1401168939.7,1214856069.8,64036363.904,1819525.732,-20138320.201,-20138320.201,-0.91713550876,-0.31448256855,4401.6741056
"VULC3<XBSP>","Vulcabras","VULC3",2823265072.5,497579401.53,241562777.51,1108883573.3,941826050.76,2818590073.8,"-","-","-","-",171344261.68,"-",70000000,"-",0,0,772343670.4,3362723720.1,312582520,233186958.77,412225820.05,415614267.58,-2.2782458958,1.3296145529,"-"
"WEGE3<XBSP>","Weg","WEGE3",9483429883.6,1873765599.9,967811207.77,3222283006.4,2048523016.6,7430971326.4,"-",345706359.44,345706359.44,"-",3753971014.9,-460451193.62,617626729,"-",0.096262789008,0.0092482401701,4169885301.3,20055959420,480293024.67,1113862120.5,1087125151.7,1098506452.8,5.5915701722,2.2871588725,9.6072846688
"MWET4<XBSP>","Wetzel S/A","MWET4",251842833.18,132087685.16,-12516078.07,71762730.203,207136503.55,271040506.22,"-",14473259.483,14473259.483,"-",11589549.448,0,5145000,"-",0,0,-27056400.579,118385358.13,14718568.966,-16100420.226,-3129019.5177,-4013192.5456,0.3093877551,-0.2726618705,"-"
"WHRL4<XBSP>","Whirlpool","WHRL4",7618251880.4,1489879202,640990148.87,3722814945.8,839164914.62,11779535466,"-",281159963.59,281159963.59,"-",938432308.78,-737266179.18,1502786000,"-",8.5678728373,0.52771322196,2898746270.9,9297638552.3,903324815.67,710576860.42,845177644.17,845177644.17,-6.2791435577,0.9356298305,6.1592093158
"WSON33<XBSP>","Wilson Sons","WSON33",2483476142.5,1348626825.1,276509672.32,346662889.94,835504685.36,1468500215.8,"-",98533230.521,98533230.521,"-",581551131.74,-49187198.522,71144000,"-",0,0,1301308567.2,2696945019.2,29361250.827,372088600.15,295917358.52,295917358.52,3.8848960867,10.078499729,37.908256763
"WLMM4<XBSP>","Wlm Ind Com","WLMM4",842262167.44,322659621.78,45436963.623,177376404.21,37680595.445,999623788.6,"-",5776244.152,5776244.152,"-",267182617.52,-35352802.583,7282934,"-",0,0,626433943.01,539827744.25,16868115.37,68217214.009,41347883.971,42150875.444,1.6170616114,2.4988491316,14.824457952
"YDUQ3<XBSP>","Yduqs Part","YDUQ3",1168788502,329528287.29,113442399.66,287917445.67,72512777.183,1780364455.5,"-",70996799.875,70996799.875,"-",354786339.94,-31530210.211,78585000,"-",0,0,808358279.14,3439464845,26403418.502,122986526.87,96468395.307,96468395.307,3.6378277652,3.6536327786,14.589149095
"AZEV4<XBSP>","Azevedo","AZEV4",262410553.92,62370377.2,28106466.35,128450398.52,124386026.3,737306769.96,"-",5913899.833,5913899.833,"-",58237177.138,0,27000,"-","-",0,9551186.4805,"-",28962402.316,36056964.335,64295791.918,64295791.918,-2.2768576964,2.2199744074,"-"
"BDLL4<XBSP>","Bardella","BDLL4",1582039680.4,285826138.21,29355956.378,1091681907.7,93305844.277,1253192612.2,"-",31260193.298,31260193.298,"-",154631450.15,-16490444.655,1600000,"-",0,0,396344237.06,402421526.36,46241719.912,29659504.803,58378362.452,56403532.875,-2.1090141217,1.2197542172,"-"
"BSEV3<XBSP>","Biosev","BSEV3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CCXC3<XBSP>","Ccx Carvao","CCXC3",8824.0821143,0,-205588759.55,525915.29401,48015360.417,0,"-","-","-","-",8824.0821143,0,2343121,"-","-","-",-48532451.629,"-",0,-205588759.55,-160598.29448,-205588759.55,"-","-","-"
"BAUH4<XBSP>","Excelsior","BAUH4",45136944.831,13409075.18,-802991.4724,22898493.087,10567720.74,101365760.88,"-",660041.34215,660041.34215,"-",63533.391223,0,5222000,"-",0,0,11670731.004,36771326.727,2006596.2728,-1009474.9938,151774.21237,151774.21237,-0.13069908815,0.07563764292,7.0416175272
"INEP4<XBSP>","Inepar","INEP4",4763581899.7,389074958.22,91999880.124,2458475753.1,1585894039.5,2113321781.1,"-",35273385.844,35273385.844,"-",176852253.74,0,56701970,"-",0,0,584798393.96,633128581.64,603547803.64,-445743213.56,-233082834.6,-185852817.49,0.67958157754,-0.30793388091,216.22233192
"JBDU4<XBSP>","J B Duarte","JBDU4",215912935.62,3723762.6522,257663.19774,11277176.942,100193922.77,0,"-",0,0,"-",7059.2656914,"-",387136598,"-",0,0,104441835.9,52380536.368,1810701.6499,780048.8589,-6014494.3691,-6014494.3691,-0.8851948052,-3.3216374269,32374.492526
"LOAR4<XBSP>","Lojas Arapua","LOAR4",133561306.88,33755643.72,-813668611.76,8118953242.2,978827191.88,42920335.404,"-",1854822.0604,1854822.0604,"-",2483096.707,0,30416169000,"-","-",0,-8964219127.2,"-",679224896.67,-813668611.76,-137745686.62,-137745686.62,0.20378904384,-0.20279834749,"-"
"NAFG4<XBSP>","Nadir Figuei","NAFG4",620955952.83,267136732.3,26692848.396,136635617.09,125536686.6,523896344.02,"-",25678078.953,25678078.953,"-",48880120.464,-8264635.3083,13579000,"-","-",0.20928534573,353286245.98,"-",22556118.701,30556031.545,42689144.453,42689144.453,-5.2710830246,1.8925749159,"-"
"SCLO4<XBSP>","Schlosser","SCLO4",45002818.783,19963603.375,39145393.076,71558011.498,142625404.03,80154432.294,"-",1323612.3171,1323612.3171,"-",464146.71921,0,960000,"-",0,0,-169180596.74,3315960.1791,39305991.37,39145393.076,76688332.839,76688332.839,-2.0426832135,1.9510596264,"-"
"OPTS3B<XBSP>","Sul 116 Part","OPTS3B",21853721.764,0,-7687540.338,47650.043417,0,0,"-",0,0,"-",1604218.1284,0,48582043000,"-","-","-",21806071.721,"-",42355.594149,-7687540.338,-7814607.1204,-7846373.816,-49.4,-185.25,"-"
"ADHM3<XBSP>","Advanced-Dh","ADHM3",42355.594149,10588.898537,-2578396.7938,663570.975,845347.06655,0,"-",1764.8164229,1764.8164229,"-",5294.4492686,0,78784000,"-","-","-",-1466562.4474,1255983686.3,30001.879189,-2578396.7938,-2550159.731,-2550159.731,90.3125,-85,"-"
"CVCB3<XBSP>","Cvc Brasil","CVCB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ETRO3B<XBSP>","Eletron","ETRO3B",33076189.397,0,818874.82021,1051830.588,19554165.965,0,"-",0,0,"-",16171012.883,-234720.58424,2384640,"-","-","-",12470192.843,"-",47650.043417,951236.05192,-1641279.2733,-1641279.2733,-0.63308373043,-34.444444444,"-"
"SLCT3B<XBSP>","Selectpart","SLCT3B",254267.69094,0,-728030.89484,30391.903618,0,0,"-",0,0,"-",134085.45736,0,21570000,"-","-","-",213018.63669,"-",58996.0482,-751520.60143,-734730.13798,-740640.50818,68.072992701,-12.554069819,"-"
"TENE7<XBSP>","Tec Blumenau","TENE7",14289718.575,14100883.218,-6199800.0935,377670.71449,56604721.947,0,"-",347668.8353,347668.8353,"-",1764.8164229,0,1207000,"-",0,0,-42692674.085,21325630.336,5543288.3842,-6199800.0935,-656511.7093,-656511.7093,0.11843361986,-0.11843361986,"-"
"ALSC3<XBSP>","Aliansce","ALSC3",2607098003.3,1563697943.3,76393608.496,221692709.41,1280229599.8,247194306.72,"-",32882059.591,32882059.591,"-",16636924.418,0,89821000,"-","-","-",1003845229.4,"-",90462725.02,104328887.65,161275983.99,179481830.21,-2.3882209281,1.9840418268,"-"
"GRUC3<XBSP>","Grucai","GRUC3",506502.31336,0,1027123.1581,262957.64701,0,0,"-",63533.391223,63533.391223,"-",442968.92214,-965354.5833,117105,"-","-","-",243544.66635,"-",1764.8164229,-358257.73384,-390024.42945,1205369.6168,341.5,683,"-"
"SQRM3<XBSP>","Itaitinga","SQRM3",12353.71496,0,-120007.51675,0,123537.1496,0,"-",0,0,"-",12353.71496,0,243891,"-","-","-",-111183.43464,"-",0,-120007.51675,-120007.51675,-120007.51675,"-","-","-"
"ITEC3<XBSP>","Itautec","ITEC3",2283208304.5,201160835.14,94539450.956,992499224.71,414864220.6,3303196309.8,"-",37186446.846,37186446.846,"-",57735969.274,-18931185.768,11651000,"-",0,0,875493660.69,1028093807.1,13982640.518,116454941.29,115657244.27,116167276.21,403.82822086,8.307964155,88.240821143
"CANT4B<XBSP>","Agpart","CANT4B",31822026136,11207346685,384248185.3,7611081431.3,17133497875,14370900131,"-",2320038258.4,2320038258.4,"-",4537484208.5,-1356692036.2,699284000,"-","-",0,1672562409.2,"-",2058501288.6,695598863.44,1908430124.1,1918636057.5,-1.568747105,0.93205482459,"-"
"HCBR3<XBSP>","BR Home","HCBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BPHA3<XBSP>","BR Pharma","BPHA3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SEDU3<XBSP>","Somos Educa","SEDU3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TOYB4<XBSP>","Tectoy","TOYB4",50152553.105,3637286.6475,-32500859.243,27689969.675,16321022.279,79314379.676,"-",1305964.1529,1305964.1529,"-",4784417.3224,0,9.6216080172E11,"-",0,0,5908605.3837,118862602.9,6199800.0935,-33450330.479,-37154680.151,-35294563.641,-19.137799043,-5.6928551096,76.034969942
"CPTP3B<XBSP>","Capitalpart","CPTP3B",610148.21706,0,-1068070.4287,35511.636061,0,0,"-",0,0,"-",460823.56989,0,8766857.999,"-",0,0,563779.43037,5435199.3629,86500.71215,-1091560.1353,-1055891.4306,-1061801.8008,35.68082078,-12.275064267,"-"
"FIBR3<XBSP>","Fibria","FIBR3",49986187390,29076970668,984857569.59,7957363120.9,24320606868,10588203199,"-",2376597095.1,2376597095.1,"-",6878163759.8,-70592.656914,467934114,"-",0,0,17674818251,32281218162,5907558847.6,3516052583.4,394928854.29,392929317.28,0.1258129391,0.066512975566,68.98667397
"FTRT3B<XBSP>","Futuretel","FTRT3B",31939647.621,1764.8164229,1950122.1473,522385.66117,0,0,"-",1764.8164229,1764.8164229,"-",4013192.5456,-2234257.5913,209377678,"-","-","-",31417261.96,"-",0,1378321.6263,-651217.26004,1966005.4951,"-","-","-"
"JFEN3<XBSP>","Joao Fortes","JFEN3",1090257700.8,10585368.904,116202572.54,366104107.66,296501512.76,512296205.68,"-",522385.66117,522385.66117,"-",28346481.384,0,100000000,"-",0,0,419946891.9,1411853138.3,41831443.671,138905171.01,165970395.67,171411324.7,-5.2731961561,4.097666962,96.588656122
"LIXC3<XBSP>","Lix da Cunha","LIXC3",595036094.03,5636823.6546,2366618.8231,460366482.44,38683011.173,13343776.973,"-",518856.02832,518856.02832,"-",277076.17839,-1521271.7565,11993000,"-",0,0,100322754.37,84762584.727,42780914.907,1900707.2874,-15004469.227,-15004469.227,-0.88756655183,-0.35072810528,"-"
"LHER4<XBSP>","Lojas Hering","LHER4",12999637.77,11356593.681,-338844.75319,958295.31761,32396735.074,3106076.9042,"-",970649.03257,970649.03257,"-",836522.98444,0,131000,"-",0,0,-20355392.621,8588035.7351,2987834.2039,-587683.86881,2271318.7362,2271318.7362,-0.79444444444,0.76018901359,"-"
"SPRT3B<XBSP>","Longdis","SPRT3B",175450.9895,0,-370313.19483,4281.4446419,0,0,"-",0,0,"-",63496.330078,0,2121000,"-","-",0,171169.54485,"-",35426.924873,-370313.19483,-356909.41409,-356909.41409,26.627518104,-10.07452426,"-"
"MPLU3<XBSP>","Multiplus","MPLU3",8192277.8349,0,-225896.50213,8416409.5206,0,0,"-",0,0,"-",0,0,"-","-","-","-",-224131.6857,"-",0,-225896.50213,-225896.50213,-225896.50213,"-","-","-"
"NEWT3B<XBSP>","Newtel Part","NEWT3B",87344294.4,0,7496940.1643,2204255.7122,0,0,"-",0,0,"-",8036973.9897,-78534330.817,691309000,"-","-","-",85140038.688,"-",0,-716515.46768,-716515.46768,9805320.0454,"-","-","-"
"PACF3<XBSP>","Pacific Rdsl","PACF3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ANDG3B<XBSP>","AGconcessoes","ANDG3B",6657916435,2746162007.8,633110243.54,1138915454.4,3661224617.5,3715533313.3,"-",309513504.24,309513504.24,"-",932315455.05,-618061653.9,111050752,"-","-",0.9114732151,1848689323.4,"-",434638988.62,986770630.6,1195627830.2,1195627830.2,-5.7246186996,2.750852688,"-"
"BNPA3B<XBSP>","Bonaire Part","BNPA3B",1810523403.4,0,331351342.66,209647837.32,0,0,"-","-","-","-",494925117.63,"-",66728878,"-","-","-",1600875566.1,"-",0,282289446.1,-2391326.253,285849080.83,6.2820850948,"-","-"
"CREM3<XBSP>","Cremer","CREM3",656689955.76,82814010.643,74365834.427,137110352.71,171817232.48,670480231.29,"-",13414369.63,13414369.63,"-",272139986.85,-272355294.46,31680000,"-",2.3912137201,0.49338888977,347762370.57,833049825.71,6741598.7353,96879597.533,75184709.247,75184709.247,3.4655494997,11.152356021,20.633408282
"DAGB33<XBSP>","Dufry AG","DAGB33",7865513250.1,716887843.95,312218967.82,2000112337.3,2902905943.2,7686333203.6,"-",398862630.1,398862630.1,"-",1202678271.8,0,19207620,"-","-","-",2962494969.7,"-",160730655.71,384491729.97,526513566.78,526513566.78,-3.7072719139,3.2757507549,"-"
"FBMC4<XBSP>","Fibam","FBMC4",127673879.29,31620215.848,8186983.3857,42000866.048,34362740.57,213198647.96,"-",3826122.0048,3826122.0048,"-",751811.79614,-2001301.8235,726000,"-",0,0,51310272.678,109263172.93,8631717.1242,9987096.137,15138595.275,15138595.275,-2.9386776293,1.7538335719,"-"
"MAGG3<XBSP>","Magnesita SA","MAGG3",8764561915.6,1603847516.9,-52388575.513,1331441042.8,3487298429.4,3400038846.2,"-",221994493.02,221994493.02,"-",605610874.04,0,257954378,"-",0,0,3917348895.3,6578248672.2,403996481.07,960060.13404,422184679.13,422184679.13,-1.0022792118,1.0450206844,127.50798655
"OGXP3<XBSP>","OGX Petroleo","OGXP3",18334028365,35149848.694,19111197.043,2117673818.4,4239089.0477,0,"-","-","-","-",12950048194,"-",3232004100,"-",0,0,16212115457,97536585937,1073657837.5,85477118.625,-381092693.54,-381092693.54,-0.81679672281,-0.35494799201,3017.8360831
"RGEG3<XBSP>","Rio Gde Ener","RGEG3",4664362155.6,2102228145.1,288323353.45,1003875231.3,1581190803.7,3249102921.6,"-",208338343.54,208338343.54,"-",161674832.5,-159654117.69,807169000,"-","-",0,2079296120.5,"-",237810777.8,243721148,490324241.21,490324241.21,-4.1117195246,2.0618251442,"-"
"AELP3<XBSP>","AES Elpa","AELP3",22654041305,11649062588,541832173.33,6735211864.7,9407484538.5,14363447311,"-",771350078.76,771350078.76,"-",2251810455.5,-1780332688.9,95061000,"-",0.53431717327,0.41481326069,2513924520.2,7379991762.7,436705588.65,2366597645.3,2165558582.4,2084472327.1,5.0858034792,4.7731752953,77.634274442
"CZLT33<XBSP>","Cosan Ltd","CZLT33",24401613706,8597363207.7,686944203.7,4217200029.6,10868842542,19310513645,"-",991795062.95,"-","-",1587794746.7,0,270687000,"-",0,0,5958809116.5,7294675418.9,-358259498.66,1700647697.7,890081633.24,867341973.63,"-","-",26.948746777
"OPRE3B<XBSP>","Ret Part","OPRE3B",12694324.529,0,38134153.265,3183728.8268,0,0,"-",0,0,"-",10585368.904,0,37194000,"-","-",0,9510595.7028,"-",6639239.3828,51986197.368,-455322.6371,-478265.2506,-0.00911598493,-0.072036150984,"-"
"TLVT3B<XBSP>","Telinvest","TLVT3B",8352876.1294,0,36844072.46,2105425.9925,0,0,"-",0,0,"-",6058614.7797,0,44718000,"-","-","-",6203329.7264,"-",6725715.3875,50493162.674,-1549508.8193,-1554803.2685,-0.029872507799,-0.23117292049,"-"
"PRML3<XBSP>","Prumo","PRML3",2676451759.1,1070671768.1,-86003033.919,758717522.8,27991753.283,24366820.35,"-",15890407.071,15890407.071,"-",850457974.91,0,692040000,"-",0,0,1756218237.3,12347581164,470888317.95,-149534660.33,-128824539.6,-128824539.6,6.2203664252,-0.27357769283,138.6763567
"AFLU5<XBSP>","Afluente","AFLU5",90896869.859,71669194.932,49893125.091,26924039.347,24707.42992,87517246.41,"-",7892259.043,7892259.043,"-",14303837.107,-50736707.341,18817734,"-","-",0.49566454269,63948123.082,499990838.19,273546.54554,59352541.117,64673462.632,64673462.632,12.026911716,236.42580645,"-"
"ALTS3<XBSP>","Altus S/A","ALTS3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FOMS3<XBSP>","Fornodeminas","FOMS3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PRCA3<XBSP>","Pratica","PRCA3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PSEG3<XBSP>","Sauipe","PSEG3",30882522.584,2306615.0647,-55519359.847,30863109.603,23817962.443,115101327.09,"-",386494.79661,386494.79661,"-",8001677.6613,0,375974950,"-","-","-",-23798549.462,"-",4814419.2016,-55519359.847,-50747296.239,-50747296.239,10.634245562,-10.540689149,"-"
"PBEL3B<XBSP>","Belapart","PBEL3B",6272157.5669,0,2038362.9684,284135.44408,0,0,"-",0,0,"-",28237.062766,0,1000,"-","-","-",5988022.1228,"-",0,2038362.9684,1868940.5918,2024244.437,143.375,"-","-"
