"Ativo","Nome","Código","Ativo Tot| < Set 2016| personalizado| consolid:sim*","Imobil| < Set 2016| personalizado| consolid:sim*","Lucro Liquido| < Set 2016| personalizado| no exercício| consolid:sim*","PasCir| < Set 2016| personalizado| consolid:sim*","PasNoCir| < Set 2016| personalizado| consolid:sim*","Receita| < Set 2016| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2016| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2016| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2016| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2016| personalizado| consolid:sim*","DpInCP| < Set 2016| personalizado| consolid:sim*","DivPag| < Set 2016| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set16","Dividendos| < Set 2016| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set16|1 tri","Divid por Ação|30Set16|1 tri","Patrim Liq| < Set 2016| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set16|personalizado","DesFin| < Set 2016| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2016| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2016| personalizado| no exercício| consolid:sim*","EBIT| < Set 2016| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2016| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2016| de 12 meses| consolid:sim*","Fechamento|30Set16|ajus p/prov ed"
"ALPA4<XBSP>","Alpargatas","ALPA4",4145538167.7,798726806.86,293596696.16,1117028988.2,735618402.04,3357228510.8,"-",88019469.439,115448040.06,359252938.4,"-",-48474067.111,463054000,"-",0.7525604084,0.065333682827,2196303249.9,5253008496.7,175917613.29,"-","-",395145092.38,-4.8066303144,2.1419416047,8.681520061
"ALTR3<XBSP>","Altere Sec","ALTR3",1184047.8965,0,274105.96466,3370.1553032,0,434750.03411,"-","-","-",24714.472223,"-","-",36147533,"-","-","-",1180677.7412,"-",-143793.29294,397678.32578,258378.57325,258378.57325,4.3950617284,-2.8253968254,"-"
"ALUP11<XBSP>","Alupar","ALUP11",11658274888,4249344567.9,192909936.33,1902743625.4,4612235027.3,1337493314.2,"-",71700054.076,92256878.04,706095841.58,"-",-396128054.34,750886270,"-",0,0,3300798630.4,4096572375,443536028.99,"-","-",1017670069.5,-2.5228468131,2.1509325719,18.165137084
"ABEV3<XBSP>","Ambev S/A","ABEV3",88871215529,20604771164,8845816255.5,24576769925,9064430366.3,36425863007,"-",2915375312.7,3909907019.3,8184104235.8,"-",-4882010342.4,15699593000,"-",0.66274457718,0.14756334547,53283959500,3.4955917338E11,3808173264.6,"-","-",12164150927,-4.581826255,3.6067696651,22.265492703
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",8887529791,81199398.49,-223628901.91,2166634649.3,4139067469.5,3499962451.6,"-",227104655.42,302005233.65,209800031.32,"-",0,98063000,"-",0,0,2581827672.2,3528020581.8,747045475.28,"-","-",36158396.248,-0.25540966772,0.121342222,"-"
"ANIM3<XBSP>","Anima","ANIM3",1599273497.6,243552136.68,64349745.359,283832232.87,555391483.5,788577022.47,"-",32465829.421,39008424.249,26313049.222,"-",-17130499.406,80040982,"-",0,0,760049781.21,1114968898.5,152008608.18,"-","-",90260622.715,-2.5053926145,0.55734605303,13.929975253
"ARZZ3<XBSP>","Arezzo Co","ARZZ3",1036960838.4,81716155.637,90243771.939,258626841.35,42561691.324,1011316203.3,"-",21661111.519,28605878.214,8037820.3981,"-",-24594270.018,88836000,"-",0.48439320061,0.14246111539,735772305.79,2612686476.8,22521624.506,"-","-",116769140.94,14.622806117,5.75009081,29.410221946
"ARTR3<XBSP>","Arteris","ARTR3",12516332156,71594455.876,242447849.13,3466648466.5,4831903996.7,3273646412.6,"-",494099592.39,654088728.33,411899257.77,"-",-37375022.313,472990000,"-","-",0,4217779693.3,"-",659584328.24,"-","-",838791213.1,-1.5020861161,1.1420564828,"-"
"ATMP3<XBSP>","Atmasa","ATMP3",2672282640.6,212975841,-58094737.117,672084234.26,1968447049.8,1699855782.6,"-",137559629.01,204237028.3,665471989.55,"-",0,3389595,"-",0,0,31750233.111,40172506.503,235846838.27,"-","-",-171302747.29,1.2821408199,-0.83352734988,355.55138449
"ATOM3<XBSP>","Atompar","ATOM3",659427.05433,0,-75266.801771,49428.944447,9655494.9437,0,"-","-","-",0,"-","-",20898000,"-",0,0,-9045496.8338,67847090.324,0,"-","-",-305560.74749,-1.2302631579,"-",3.2465829421
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3",10917193465,612038177.22,-430938388.46,3132866038.5,4221498098,6264725523.9,"-",244739554.73,316472186.98,228802090.3,"-",0,341794262,"-",0,0,3562670931.4,6124266975.9,1238583749.6,"-","-",210175241.94,-0.42392043093,0.29026536435,17.296459703
"BAHI3<XBSP>","Bahema","BAHI3",40394681.464,234787.48612,2316420.0784,2233289.5809,1567122.216,0,"-",16850.776516,"-",33744241.666,"-",0,6038183,"-",0,0,36594269.667,19958576.268,5759595.4132,"-","-",-1817637.0935,-0.57981115108,-0.51518178186,"-"
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",3863758359.4,0,116424261.71,1589407929.6,1114433968.6,2565081370.5,"-",70299192.855,91868186.795,548957857.03,"-",-268909185.18,39091735000,"-","-",0,1159916461.2,"-",159538658.51,"-","-",172477808.11,-13.693221929,1.744189223,"-"
"BTTL3<XBSP>","Battistella","BTTL3",247610927.05,14686013.426,-10284590.6,132472941.27,104186104.42,130512634.27,"-",17425949.688,18188728.171,1568245.6011,"-",0,5987000,"-",0,0,10951881.35,76472489.697,32481556.812,"-","-",15497097.469,-2.5700679632,2.2772869348,"-"
"BALM4<XBSP>","Baumer","BALM4",185835980.34,27160081.589,4728327.8904,45445420.879,27984646.253,95952815.022,"-",1861449.1125,2491668.1542,4014978.3512,"-",-3599325.8638,9800000,"-",0,0,102398798.73,110179813.3,7367159.4928,"-","-",10891218.554,-10.605363984,1.0685195908,"-"
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",241343561.57,681894.75635,16265492.878,9712787.5838,18332521.464,15663358.464,"-",210073.0139,285339.81567,180670655.65,"-",0,454750,"-",0,0,210811077.91,150824078.36,115708.66541,"-","-",-960494.26141,-0.15924756375,-50.97826087,"-"
"BIOM3<XBSP>","Biomm","BIOM3",241509822.57,129657738.21,-38871371.267,22329525.654,131084437.28,0,"-",344879.22603,441490.34472,16091368.188,"-",0,30827000,"-",0,0,88095859.626,259729443.83,36687510.631,"-","-",-25885039.499,0.54029139311,-0.25335273279,8.073343225
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",719224843.26,356307422.66,7834487.6948,622870979.75,466063270.42,922939497.48,"-",29351805.921,38507394.494,17758471.678,"-",0,54065000,"-",0,0,-369709406.92,150017464.26,160228416.97,"-","-",5703426.1581,2.5957488376,-0.38452589051,2.7747611996
"BBRK3<XBSP>","BR Brokers","BBRK3",515919101.21,26031079.562,-42479684.212,39547649.098,25917617.667,96495410.026,"-",10939524.114,21839729.75,11231604.24,"-",0,184866000,"-",0,0,434957860.36,353048707.16,7736753.191,"-","-",-40421642.707,-5.6948931005,-8.1319824023,17.834560361
"BRML3<XBSP>","BR Malls Par","BRML3",22786699578,12211196.048,358299184.44,629903370.49,10602087314,1037575330.1,"-",17670847.64,20565811.045,25557011.049,"-",0,605794000,"-",0,0,10700799163,8370641433.2,1977165641.6,"-","-",887984246.68,-3.0238179467,0.47868152025,12.015336298
"BRPR3<XBSP>","BR Propert","BRPR3",9624459183.5,11665230.889,106902449.6,814009337.77,3416168033.6,403331199.61,"-",353866.30684,522374.072,1192276692.4,"-",-3058977.6302,298228000,"-",0,0,5394281812.2,2864462825.9,439386244.42,"-","-",281853951.7,0.28080839699,-0.10680072122,9.6049426141
"BRAP4<XBSP>","Bradespar","BRAP4",11353402776,14604.006313,647291125.08,43460399.405,2318887032.1,0,"-",0,0,447642001.53,"-",-33701.553032,348034000,"-",0,0,8991055345,3621039796.9,169361537.84,"-","-",774780730.04,9.8815127567,-6.3732221131,10.964238586
"AGRO3<XBSP>","Brasilagro","AGRO3",958044158.51,28471072.001,3394869.7754,133266051.15,47909004.405,48358358.446,"-",6380827.3741,24314547.127,58782248.798,"-",0,54882389,"-",0,0,776869102.95,707788587.14,12917805.277,"-","-",-8439992.2643,3.0153676346,-0.23936618342,12.89646096
"BRKM5<XBSP>","Braskem","BRKM5",59654917936,33526483574,2320174431.4,15049735190,39669194872,40689618359,"-",2209425511.2,2816711769.5,9211946557.5,"-",-1122244865.2,796022846,"-",0,0,6015532870.6,21372641357,4595261801.8,"-","-",8029720791.6,-1.5364080016,1.635185742,28.208199888
"BFRE3<XBSP>","Brazilian Fr","BFRE3",182527611.22,0,10784496.97,8162516.1444,2677026.6958,0,"-",0,0,4493.5404043,"-",0,717,"-","-","-",171688068.38,"-",0,"-","-",912188.70207,0.0241617357,"-","-"
"BRFS3<XBSP>","BRF SA","BRFS3",48447665314,13155722514,98566932.153,15246646624,18939914444,28244868301,"-",1335867776,1722134755.9,6485602132.3,"-",-1262040030.6,798975726,"-",1.1732601054,0.7291302805,13914201803,49652876845,3837695825,"-","-",1856179313,-1.6786203185,0.81935060354,62.145663791
"BRQB3<XBSP>","Brq","BRQB3",180215684.68,10695749.547,-4927167.0533,80797226.624,18148286.308,299976400.15,"-","-","-",32902826.225,"-","-",129970482,"-","-","-",80921922.37,"-",2809586.1378,"-","-",-6975098.0925,30.772727273,-1.063987427,"-"
"CABI3B<XBSP>","Cabinda Part","CABI3B",96611.118692,0,-87624.037883,15727.391414,0,0,"-",0,0,95487.733591,"-",0,7104000,"-","-","-",80883.727277,"-",0,"-","-",-87624.037883,"-","-","-"
"CACO3B<XBSP>","Caconde Part","CACO3B",85377.267681,0,-87624.037883,16850.776516,0,0,"-",0,0,85377.267681,"-",0,1839753,"-","-","-",68526.491165,"-",0,-87624.037883,-87624.037883,-87624.037883,"-","-","-"
"CAIA3B<XBSP>","Caianda Part","CAIA3B",84253.88258,0,-87624.037883,15727.391414,0,0,"-",0,0,84253.88258,"-",0,2060123,"-","-","-",68526.491165,"-",0,-87624.037883,-87624.037883,-87624.037883,"-","-","-"
"CAMB3<XBSP>","Cambuci","CAMB3",266674772.22,67444671.313,-16576670.551,240750414.24,47614677.509,250401415.64,"-",4539599.1934,10503650.695,4754165.7477,"-",0,3855000,"-","-","-",-20149035.173,18102115.18,45606064.948,"-","-",23413592.276,-0.69560493481,0.60078704404,"-"
"CRFB3<XBSP>","Carrefour BR","CRFB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CASN4<XBSP>","Casan","CASN4",3135104945,909956535.87,27171315.439,248065898.02,1369862532.6,755497824.78,"-",18649316.063,41828120.853,14162515.969,"-",0,715094432,"-",0,0,1517176514.4,11094773468,126845905.3,"-","-",142918175.94,-1.2370220202,1.003226339,"-"
"CCRO3<XBSP>","CCR SA","CCRO3",26796659768,1216847371.3,1734934605.8,7596833329.9,13890628690,8228790248.4,"-",789873408.88,1044858235.7,3042696409.9,"-",-568440724.83,1765587200,"-",0,0,5056128292.7,33599377976,2798200629.8,"-","-",4116604261,-2.3900433665,1.3619012487,19.030143612
"CEAB3<XBSP>","Cea Modas","CEAB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CEBR3<XBSP>","Ceb","CEBR3",3583496244.4,143348432.44,22494663.264,1533118472.4,1146522340.6,1719613879.8,"-",0,"-",85950194.083,"-",-23980901.752,14416383,"-","-",0,650224283.58,386048373.06,168068521.59,"-","-",16829432.199,-6.7456715365,1.0801799978,"-"
"CEDO4<XBSP>","Cedro","CEDO4",680967963.64,406040804.47,-75118514.938,279322965.07,231433058.21,417535280.82,"-",15203893.957,20231042.285,4765399.5987,"-",0,10000000,"-",0,0,148603627.94,44971352.367,66540346.306,"-","-",-26518628.696,0.8290012131,-0.66922152874,"-"
"CEED3<XBSP>","Ceee-D","CEED3",3567107179.1,165366780.42,-266070391.03,1695188117.5,2681253994,2703978951.2,"-",104158019.8,116793855.41,11237221.166,"-",0,9680746,"-","-",0,-809334932.37,"-",402374075.5,"-","-",-306459455.57,-9.0205214,-1.6470113813,"-"
"EEEL3<XBSP>","Ceee-Gt","EEEL3",4503273412.8,760369945.97,837006154.18,430536216.6,1538279303.5,1600590104.9,"-",25749109.902,33230854.675,12658303.318,"-",0,9680746,"-",0,0,2527036810.7,601268276.62,78931283.971,"-","-",1135622135,17.538855749,10.216675145,"-"
"CEGR3<XBSP>","Ceg","CEGR3",3065569654,0,215655114.47,839434912.77,813491457.24,2565878973.9,"-",0,"-",86681517.783,"-",-71056354.413,259638000,"-","-",0,1412643284,"-",127707541.67,"-","-",427113262.2,-4.2511892167,3.2824530596,"-"
"CLSC4<XBSP>","Celesc","CLSC4",9838552792.7,171453280.9,-32905072.995,4610506137.6,2768698290.2,4958926273.5,"-",203328209.75,301060466.77,1102527209.9,"-",-16219434.089,38571000,"-",0,0,2459348364.8,605754612.53,365989878.85,"-","-",-27977905.942,-6.6918104841,0.22447063619,15.704923712
"GPAR3<XBSP>","Celgpar","GPAR3",1114821536.4,12576296.206,281795535.68,438879597.74,4152880612.7,444492029.71,"-",0,0,89870.808085,"-",0,32774000,"-",0,0,-3476938674,184236387.81,96089868.005,"-","-",482651174.82,-3.6129463276,2.9012231558,"-"
"CEPE5<XBSP>","Celpe","CEPE5",5705916702.9,0,-35656243.108,1825950143.3,2078101792.9,3794036586.5,"-",152116453.15,178806959.77,122453469.55,"-",-56065903.624,74612000,"-",0,0,1801864766.7,1575778572.2,767118120.27,-42641451.666,139272791.29,139272791.29,-0.9107416599,0.24447022647,21.1196399
"MAPT4<XBSP>","Cemepe","MAPT4",868376.68312,0,-166260.99496,13480.621212,6522373.8968,0,"-",0,0,0,0,0,918895,"-","-",0,-5667477.8349,"-",0,"-","-",-166260.99496,"-","-","-"
"CMIG4<XBSP>","Cemig","CMIG4",48516243481,4266789615.2,719598930.49,13243657729,19257733570,15847299293,"-",675375752.61,906791960.04,1901978600.1,"-",-125204639.66,1258281000,"-",0,0,16010080042,12118669198,2120967921.6,"-","-",2154716656.8,-2.2249897414,0.8931795255,9.343435375
"CNTO3<XBSP>","Centauro","CNTO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CESP6<XBSP>","Cesp","CESP6",13039588085,7937143748.8,314023207.46,756101082.58,3967178315.2,1486435081.1,"-",246802089.78,329379881.79,2863508.6226,"-",-46309304.021,327503000,"-",0,0,8316308688.1,5276978324.4,-72394306.068,"-","-",368661288.62,-0.40637551582,1.3513630958,16.513760986
"HGTX3<XBSP>","Cia Hering","HGTX3",1734463907.4,338802836.02,166786739.19,307987259.31,37386256.164,1171704141,"-",47149596.077,60868374.931,303986884.96,"-",-92205202.325,160905000,"-",0,0,1389090391.9,3250033868.8,37760343.402,"-","-",117558880.67,3.1678171056,4.3936770794,20.198464117
"CIEL3<XBSP>","Cielo","CIEL3",32525908056,703804135.97,3363293667,7758841188.9,10888777439,10313001009,"-",816436972.98,1109905603.2,2464222732.8,"-",-1491994714,2255235139,"-",0.83451747407,0.25398017496,9797288611.1,82364005499,1034383793,5028462687.8,3833486501.1,3833486501.1,3.2917349562,3.5586354233,30.434374696
"CMSA3<XBSP>","Cims","CMSA3",227961.79825,0,-127608.68378,393.18478537,9844.2236407,0,"-",0,0,1.1233851011,"-",0,11095058,"-","-","-",217724.38982,"-",402.17186618,"-","-",-133642.38516,-25.560198664,-326.57768052,"-"
"CNSY3<XBSP>","Cinesystem","CNSY3",114462831.33,89478746.685,3434188.254,18083129.972,60541469.867,84033699.1,"-",5611308.5798,"-",6930162.6885,"-",0,19417644,"-","-","-",35834861.339,"-",2629844.5216,"-","-",5143980.3778,"-","-","-"
"CBMA3<XBSP>","Cobrasma","CBMA3",181111022.61,177267922.18,-866202932.95,5860700.0723,8769128371.5,5616.9255053,"-","-","-",0,"-","-",102584864,"-","-",0,-8385410352.4,"-",879291492.77,"-","-",-9309492.3325,0.0079162586974,-0.0079162586974,"-"
"CEEB3<XBSP>","Coelba","CEEB3",10451997448,0,222681888.27,2382262802.6,4529944821.9,5727896855.8,"-",290812947.88,393157824.13,133186290.81,"-",-138332517.96,188177000,"-",2.5786455054,0.67839627757,3539789823.6,4950605892.1,2035372717.2,267069080.39,641000168.51,641000168.51,-1.725238257,0.34399280702,"-"
"COCE5<XBSP>","Coelce","COCE5",5559380103.5,59755100.296,312257246.08,1574705065.4,1438064365.4,3252438025.2,"-",141966668.76,188699488.97,412059901.84,"-",0,77855299,"-",0,0,2546610672.7,4241881922.4,199823248.24,"-","-",450019084.41,-6.2978605388,1.9402947423,54.484177402
"COGN3<XBSP>","Cogna ON","COGN3",18991065538,1851748682.1,1116445951.3,1261595170.1,2948913974.9,3781161469.8,"-",338725322.44,442268850.59,1320031416.2,"-",-496693488.59,1621839000,"-",0.72491152403,0.12044307576,14780556393,26946637082,148137423.12,"-","-",1073541627.5,16.778681855,7.1922968327,16.614865645
"CGAS5<XBSP>","Comgas","CGAS5",9176458822.1,0,862069999.17,2280021277.7,3808490059.2,4867810754.7,"-",318873984.32,421023391.56,1900317113.6,"-",-1351224450.3,127313000,"-",0,0,3087947485.2,7003176870,478981075.7,"-","-",1542711057.7,-6.8339182041,3.1667245422,58.802283933
"CRTE3B<XBSP>","Conc Rio Ter","CRTE3B",292828300.75,8132184.7466,34398051.795,42952629.339,49002058.109,159884661.12,"-",33445421.229,42262870.887,40581163.391,"-",-16065530.33,86466,"-","-","-",200873613.31,"-",18433626.123,"-","-",65382136.267,-3.9454107112,2.9909921671,"-"
"CALI4<XBSP>","Const A Lind","CALI4",67672718.488,22467.702021,7279535.4549,20648941.543,18243774.041,23268675.598,"-",16850.776516,23591.087122,1029020.7525,"-",-3881295.5242,372119,"-",0,0,37463769.735,60663268.185,311177.673,"-","-",7091930.143,7.1703910615,26.260869565,"-"
"CSMG3<XBSP>","Copasa","CSMG3",12331755490,157940081.51,339721765.03,1202996033,4539620537.7,3402788517,"-",495627396.12,653970772.89,728204060.37,"-",-11940460.239,126394000,"-",0.69102723752,0.25376910393,6589138920.1,4641624871,338217552.38,"-","-",628905804.51,-2.8262289144,1.4606926211,36.723458954
"CPLE6<XBSP>","Copel","CPLE6",34260530361,10300886424,1167589181.4,5203661334.7,11521728553,10869188973,"-",597762199.36,792239257.9,1592629798.1,"-",-403618786.19,273655375,"-",0,0,17170489669,8305233664.5,1198407004.9,"-","-",2208614427.2,-5.4172364493,1.7514572391,37.779440949
"CORR4<XBSP>","Cor Ribeiro","CORR4",19175060.29,460587.89144,-1898520.8208,362853.38764,13891780.159,1613181.0051,"-","-","-",22467.702021,"-","-",23153,"-","-",0,4920426.7427,"-",126942.51642,-1590713.3031,-2053547.9647,-2053547.9647,-4.9191176471,-14.310160427,"-"
"CSAN3<XBSP>","Cosan","CSAN3",32922266404,442038556.65,963645356.62,4023113906.1,14905798104,6476634149,"-",508494649.07,666863863.7,3348973877.1,"-",-1396541805.3,406501814,"-",0,0,10053393452,17220576250,2977987181.3,"-","-",2460512191.8,-2.3868667258,1.0392811997,42.362852161
"RLOG3<XBSP>","Cosan Log","RLOG3",25968718208,11572725743,-86291703.153,3546226820.2,15554766443,4493452780.2,"-",732240383.04,976753013.98,46961990.765,"-",-872870.22353,365429943,"-",0,0,1866334714.3,1814492006.2,1740632415,"-","-",1150794574.1,-0.75428631055,0.61868042787,4.8426954875
"CSRN3<XBSP>","Cosern","CSRN3",2501814568.4,0,131294510.3,644899438.2,939686922.57,1430357943.6,"-",54049427.368,67390748.828,254177112.97,"-",-173472003.92,168074000,"-",2.5437037722,0.40666995423,917228207.63,2687052110.2,407569731.59,159607185,218159139.86,218159139.86,-4.1107520161,0.60048456884,"-"
"CTNM4<XBSP>","Coteminas","CTNM4",3658344023.5,1031943800.6,-97677211.153,1300496872.7,827741597.25,2241115081.5,"-",75245457.454,100185730.08,256935023.39,"-",0,30636000,"-",0,0,871604168.52,109543825.77,216833545.44,"-","-",94902449.953,-0.38623283656,0.33632113593,3.4824938133
"CPFE3<XBSP>","CPFL Energia","CPFE3",42186144808,10855792605,856833901.21,8040849044.4,22401798634,15056557508,"-",1052127660.7,1419837442.2,6004117031.2,"-",-256182355.37,1017914746,"-",0,0,9025874666.2,27661513185,2184144852.9,"-","-",2232121260.4,-2.9058098332,1.0329754218,27.174685595
"CPFG3<XBSP>","CPFL Geracao","CPFG3",19700524795,10639449979,291200515.74,2972275891.5,11535643924,2141446108.6,"-",558780736.35,755439408.76,1961940403.3,"-",-24474067.812,2.0549202E11,"-","-",0,2559886837.8,"-",1015271642.3,"-","-",1159208728.6,-1.668438123,1.2607279006,"-"
"CPFP4<XBSP>","CPFL Piratininga","CPFP4",4023547532.8,0,126497655.92,1401873391,2163845284.1,2610240328.2,"-",77629280.639,101571987.29,572354598.53,"-",-300670652.15,53096771000,"-","-",0,457828857.63,"-",218325400.85,"-","-",229832234.44,501.42418774,1.0879990287,"-"
"CPRE3<XBSP>","CPFL Renovav","CPRE3",13601453637,8368695505.5,-138968353.93,1425353263,7490827341.6,1285973750.1,"-",456859376.29,617969650.56,579252183.05,"-",-17539411.583,503351271,"-",0,0,4552837163.4,6531032028,554173734.05,"-","-",356052414.24,-1.0520329969,0.82994557066,12.975097917
"CRDE3<XBSP>","Cr2","CRDE3",317649494.56,1371653.2084,-4073394.3765,27388128.764,8408537.4815,15131997.311,"-",1114398.0203,2100730.139,341509.07072,"-",-98857.888894,48443062,"-",0,0,261117386.12,87072342.561,326905.06441,"-","-",-7396367.5054,-1.6902448504,-11.769959404,35.948323234
