"Ativo","Nome","Código","Ativo Tot| < Jun 2007| personalizado| consolid:sim*","Imobil| < Jun 2007| personalizado| consolid:sim*","Lucro Liquido| < Jun 2007| personalizado| no exercício| consolid:sim*","PasCir| < Jun 2007| personalizado| consolid:sim*","PasNoCir| < Jun 2007| personalizado| consolid:sim*","Receita| < Jun 2007| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Jun 2007| personalizado| no exercício| consolid:sim*","DeprAmor| < Jun 2007| personalizado| no exercício| consolid:sim*","Depr e Amor| < Jun 2007| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Jun 2007| personalizado| consolid:sim*","DpInCP| < Jun 2007| personalizado| consolid:sim*","DivPag| < Jun 2007| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Jun07","Dividendos| < Jun 2007| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Jun07|1 tri","Divid por Ação|30Jun07|1 tri","Patrim Liq| < Jun 2007| personalizado| consolid:sim*","Valor Mercado|da empresa|30Jun07|personalizado","DesFin| < Jun 2007| personalizado| no exercício| consolid:sim*","LucOpe| < Jun 2007| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Jun 2007| personalizado| no exercício| consolid:sim*","EBIT| < Jun 2007| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Jun 2007| de 12 meses| consolid:sim*","EBIT/FinB| < Jun 2007| de 12 meses| consolid:sim*","Fechamento|30Jun07|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1081342.9908,0,-99754.888446,69828.421912,71823.519681,0,"-","-","-","-",9975.4888446,"-",81210000,"-","-","-",939691.04916,"-",0,-99754.888446,-127686.25721,-127686.25721,-3.2558139535,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",218473181.19,103447814.41,13203557.034,120874993.42,199671379.81,170010261.28,"-","-","-","-",18799806.276,"-",2250000,"-",0,0,-102073192.05,298236691.21,9859773.174,15390184.189,24356153.563,24747192.726,-3.7776439394,-28.446563764,15.761272374
"AESL3<XBSP>","AES Sul","AESL3",4041643124,1327494163.3,69233882.777,1041133790.3,1729811613.7,1318887311.5,"-","-","-","-",174219917.57,"-",278483,"-","-",0,1270697720,"-",154608106.5,103779000.64,219115602.67,205997834.84,-1.1689334105,0.904609163,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",37721748448,16814189212,341544777.26,7684418321.6,16470180489,8021332477,"-","-","-","-",2902861268.5,"-",650000007,"-","-","-",8188102699.5,"-",832253039.21,2319478720.1,2619304007.9,2432311474.4,"-","-","-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",29980.334174,0,-723368.58337,141185.08872,1335470.5642,0,"-","-","-","-",14496.380388,"-",1000,"-","-","-",-1446675.3187,"-",0,-723368.58337,-62911.417947,-723368.58337,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",940666651.97,23941.173227,37180642.021,13233483.501,0,536681.29984,"-","-","-","-",41430200.269,"-",73646000,"-",0,0,927433168.47,795021788.88,69828.421912,41444165.954,-5979308.0134,38682950.642,14.009416195,-421.0754717,11.950635635
"RPAD3<XBSP>","Alfa Holding","RPAD3",836013798.5,13965.684382,31712079.037,13377130.54,0,175568.60366,"-","-","-","-",38581200.655,"-",84682000,"-",0,0,822636667.96,713534026.62,65838.226374,35819985.343,-5935415.8625,33230348.439,12.467302004,-294.09302326,9.1974007147
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
