"Ativo","Nome","Código","Ativo Tot| < Set 2012| personalizado| consolid:sim*","Imobil| < Set 2012| personalizado| consolid:sim*","Lucro Liquido| < Set 2012| personalizado| no exercício| consolid:sim*","PasCir| < Set 2012| personalizado| consolid:sim*","PasNoCir| < Set 2012| personalizado| consolid:sim*","Receita| < Set 2012| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2012| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2012| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2012| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2012| personalizado| consolid:sim*","DpInCP| < Set 2012| personalizado| consolid:sim*","DivPag| < Set 2012| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set12","Dividendos| < Set 2012| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set12|1 tri","Divid por Ação|30Set12|1 tri","Patrim Liq| < Set 2012| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set12|personalizado","DesFin| < Set 2012| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2012| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2012| personalizado| no exercício| consolid:sim*","EBIT| < Set 2012| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2012| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2012| de 12 meses| consolid:sim*","Fechamento|30Set12|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",778000.85896,0,723721.72927,3015.5072053,0,0,"-",0,0,744830.2797,"-",0,176261901,"-","-","-",774985.35176,"-",0,"-","-",615163.46988,4.9473684211,-125.33333333,"-"
"EALT4<XBSP>","Aco Altona","EALT4",382704050.44,257976641.41,12833998.665,82359532.79,203920659.25,220564751.27,"-","-","-",297027.45972,"-","-",2250000,"-",0,0,96423858.396,111916780.54,9247052.845,"-","-",24047162.208,-3.7393879566,2.2688068999,4.9740791351
"AESL3<XBSP>","AES Sul","AESL3",4336246589.8,1338885.1991,165062833.4,1253807186.6,1650669043.4,2570258519.9,"-",128905394.25,167582289.67,20200882.768,"-",0,278483,"-","-",0,1431770359.8,"-",126007491.83,249115573.49,312126104.3,312126104.3,-6.9224024768,2.7038541908,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",25104804620,4683545570.1,477265833.13,5078364420.8,8660942279.3,11304583167,"-",884526666.49,988668715.58,82642990.468,"-",-2471111658.5,650000000,"-","-","-",6532692282.3,"-",506896206.93,"-","-",2012760594.3,-15.004079473,4.0669677747,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",130800640.53,0,21437240.722,4018163.351,5563610.7937,30247045.022,"-",0,0,53917268.83,"-",-30287754.37,63085000,"-","-",0,121218866.39,"-",396539.19749,23934080.688,20785891.166,20785891.166,7.070492384,40.734693878,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",75175.086874,0,-113337.83831,2249.5683751,0,0,"-",0,0,6089.816801,"-",0,21474000,"-","-","-",72925.518499,"-",0,-113337.83831,-120062.41937,-120062.41937,-16.513898305,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",10376174839,4622772.5457,58184211.526,5478268924.3,3279691268.3,29808288.724,"-",1632897.1517,2029436.3491,13097855.546,"-",-4560954.648,73646388,"-",0.61088148267,0.028715572596,1199598921.3,337089682.13,428413108.65,"-","-",-145992765.84,-0.47318688009,-0.26313487893,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1036015194.2,0,48297871.153,2947658.2932,3015.5072053,98003.984171,"-",0,0,404077.96551,"-",-4566985.6624,84682269,"-",0.026106599949,0.0015834674178,1033064520.4,516231935.48,0,"-","-",46655927.48,36.928694158,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",5995458565.1,8101160.107,237320417.05,273402468.52,1723006538,280740705.3,"-",1908816.0609,2454622.8651,861159501.16,"-",-36873622.106,76423831,"-",0,0,3151686002.9,3721874300.5,67180977.273,"-","-",485535861.64,89.819795919,103.04776399,48.700441365
