"Ativo","Nome","Código","Ativo Tot| < Jun 2004| personalizado| consolid:sim*","Imobil| < Jun 2004| personalizado| consolid:sim*","Lucro Liquido| < Jun 2004| personalizado| no exercício| consolid:sim*","PasCir| < Jun 2004| personalizado| consolid:sim*","PasNoCir| < Jun 2004| personalizado| consolid:sim*","Receita| < Jun 2004| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Jun 2004| personalizado| no exercício| consolid:sim*","DeprAmor| < Jun 2004| personalizado| no exercício| consolid:sim*","Depr e Amor| < Jun 2004| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Jun 2004| personalizado| consolid:sim*","DpInCP| < Jun 2004| personalizado| consolid:sim*","DivPag| < Jun 2004| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Jun04","Dividendos| < Jun 2004| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Jun04|1 tri","Divid por Ação|30Jun04|1 tri","Patrim Liq| < Jun 2004| personalizado| consolid:sim*","Valor Mercado|da empresa|30Jun04|personalizado","DesFin| < Jun 2004| personalizado| no exercício| consolid:sim*","LucOpe| < Jun 2004| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Jun 2004| personalizado| no exercício| consolid:sim*","EBIT| < Jun 2004| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Jun 2004| de 12 meses| consolid:sim*","EBIT/FinB| < Jun 2004| de 12 meses| consolid:sim*","Fechamento|30Jun04|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",821817.37236,0,-115423.78825,48477.991066,0,0,"-","-","-","-",147742.44896,"-",53532000,"-","-","-",773339.3813,"-",0,-115423.78825,-129274.64284,-129274.64284,-6.3333333406,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",141390553.24,82442449.564,-4026177.9547,102653944.38,232561663.62,109164861.77,"-","-","-","-",1847810.1922,"-",2250000,"-","-",0,-193825054.77,"-",14056172.733,-2553271.1521,11128272.9,9655366.0976,-0.63277442569,0.60771061753,"-"
"AESL3<XBSP>","AES Sul","AESL3",5813217522.4,3181169634.8,-612221623.75,2367309578.4,5865061271.2,1374187144.9,"-","-","-","-",91540297.988,"-",134000,"-",0,0,-2419153327.1,2648022316.2,1097687151.7,-609333720.57,184001677.81,181072222.06,-0.28954285927,0.18007336307,"-"
"TIET11<XBSP>","AES Tiete E","TIET11","-","-","-","-","-","-","-","-","-","-","-","-",41224100,"-","-","-","-","-","-","-","-","-","-","-","-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",9868.7338956,0,-48182.506168,45733.213382,542565.67601,0,"-","-","-","-",9868.7338956,"-",1000,"-","-","-",-578430.1555,"-",0,-48182.506168,-48182.506168,-48182.506168,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",905947463.14,71562.748717,39968949.396,13643091.771,0,403983.25889,"-","-","-","-",18892565.661,"-",73646000,"-",0,0,892304371.37,454561435.62,219305.19768,43844880.206,-4593866.7725,43311622.304,73.115384467,624.20895084,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",809374687.99,41552.563771,35257350.36,13603847.683,0,71562.748717,"-","-","-","-",22553808.225,"-",84682000,"-",0,0,795770840.3,494795511.21,214688.24615,39608827.177,-3515808.5902,38726989.435,55.714073973,626.78332832,5.7711894126
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
