"Ativo","Nome","Código","Ativo Tot| < Set 2005| personalizado| consolid:sim*","Imobil| < Set 2005| personalizado| consolid:sim*","Lucro Liquido| < Set 2005| personalizado| no exercício| consolid:sim*","PasCir| < Set 2005| personalizado| consolid:sim*","PasNoCir| < Set 2005| personalizado| consolid:sim*","Receita| < Set 2005| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2005| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2005| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2005| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2005| personalizado| consolid:sim*","DpInCP| < Set 2005| personalizado| consolid:sim*","DivPag| < Set 2005| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set05","Dividendos| < Set 2005| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set05|1 tri","Divid por Ação|30Set05|1 tri","Patrim Liq| < Set 2005| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set05|personalizado","DesFin| < Set 2005| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2005| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2005| personalizado| no exercício| consolid:sim*","EBIT| < Set 2005| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2005| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2005| de 12 meses| consolid:sim*","Fechamento|30Set05|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1084877.3603,0,266948.16937,177253.58446,0,0,"-","-","-","-",0,"-",53532000,"-","-","-",907623.77586,"-",0,320337.80324,-143084.21878,-143084.21878,-0.37614678899,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",177422212.42,94724020.826,6582047.0464,136410864.78,213384510.92,252929123.58,"-","-","-","-",4948319.9787,"-",2250000,"-",0,0,-172373163.28,43300525.214,24982799.31,11662153.997,36297769.061,33464520.004,-1.2795106545,1.2494430504,"-"
"AESL3<XBSP>","AES Sul","AESL3",4602570845.3,2871821999.3,366891428.4,2283609182.7,3906229071,2101527039.7,"-","-","-","-",73643525.38,"-",134000,"-","-",0,-1587267408.3,"-",866054606.92,383023640.17,-2951378.9606,-18684236.271,0.085437727438,0.04472118216,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",314663552.96,0,20429009.506,34314585.484,394034718.26,0,"-","-","-","-",67352090.925,"-",43253283,"-","-","-",-113685750.78,"-",49994053.16,20281654.116,-668438.2161,69575235.279,"-","-","-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",241.32114511,0,-80582.042199,93978.56913,577989.76956,0,"-","-","-","-",241.32114511,"-",1000,"-","-","-",-671727.01755,"-",0,-80582.042199,-80582.042199,-80582.042199,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",868025752.21,46982.877809,38271825.146,7301566.3286,0,696200.82572,"-","-","-","-",8454782.4203,"-",73646000,"-",1.0914990102,0.07575715229,860724185.88,483405648.89,153762.14556,35525462.38,-9155254.4167,41594795.959,32.543741588,-833.79310345,6.9406524036
"RPAD3<XBSP>","Alfa Holding","RPAD3",777844253.84,27762.609615,37417591.004,6684382.161,0,190067.09659,"-","-","-","-",5445742.6552,"-",84682000,"-",1.3390907717,0.06313453808,771159871.68,402320412.6,119592.77987,34568720.141,-6466552.4548,40420224.013,25.81420765,-536.81818182,"-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",314432909.74,53302074.875,2637447.9134,25067500.897,83127659.942,39234974.141,"-","-","-","-",86117479.439,"-",182155000,"-","-",0,206237748.9,"-",6684382.161,-3995680.1991,2475143.4264,4435610.7823,-6.5650557621,1.0707356508,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",4169728270,2554772997.5,-186434465.9,547025917.5,3018333832.6,876892702.6,"-","-","-","-",283214923.02,"-",707543040,"-","-","-",604368519.87,"-",419228218.69,-193315321.92,183987085.09,193217084.99,-0.23719730785,0.21819012832,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",2426291911.4,561545762.33,280737644.01,500980561.66,543754200.74,2172812878.9,"-",70719909.03,"-","-",579239087,-129845725.16,18533000,"-",3.6138296094,0.10205145903,1371276441.1,1705029083.4,53966241.92,285107051.64,260189041.72,326637780.04,8.4425338472,5.5132135136,2.823914519
