"Ativo","Nome","Código","Ativo Tot| < Jun 2010| personalizado| consolid:sim*","Imobil| < Jun 2010| personalizado| consolid:sim*","Lucro Liquido| < Jun 2010| personalizado| no exercício| consolid:sim*","PasCir| < Jun 2010| personalizado| consolid:sim*","PasNoCir| < Jun 2010| personalizado| consolid:sim*","Receita| < Jun 2010| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Jun 2010| personalizado| no exercício| consolid:sim*","DeprAmor| < Jun 2010| personalizado| no exercício| consolid:sim*","Depr e Amor| < Jun 2010| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Jun 2010| personalizado| consolid:sim*","DpInCP| < Jun 2010| personalizado| consolid:sim*","DivPag| < Jun 2010| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Jun10","Dividendos| < Jun 2010| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Jun10|1 tri","Divid por Ação|30Jun10|1 tri","Patrim Liq| < Jun 2010| personalizado| consolid:sim*","Valor Mercado|da empresa|30Jun10|personalizado","DesFin| < Jun 2010| personalizado| no exercício| consolid:sim*","LucOpe| < Jun 2010| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Jun 2010| personalizado| no exercício| consolid:sim*","EBIT| < Jun 2010| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Jun 2010| de 12 meses| consolid:sim*","EBIT/FinB| < Jun 2010| de 12 meses| consolid:sim*","Fechamento|30Jun10|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",6317163.2686,0,5075986.2036,58206.924426,0,0,"-",0,0,"-",6317163.2686,"-",176261901,"-","-","-",6258956.3442,"-",0,5075986.2036,5053730.6149,5053730.6149,120.54166666,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",408306167.13,267157799.34,2268358.0843,81755049.293,255477039.18,108119362.12,"-","-","-","-",25840450.509,"-",2250000,"-",0,0,71074078.661,110550357.2,6413033.4971,3848504.8856,8426308.2949,9230933.4267,-2.0673623035,1.6069815195,4.9133492089
"AESL3<XBSP>","AES Sul","AESL3",3818869001.2,11406845.219,129493287.16,1095741928.4,1533353570,1570029068.3,"-",99874522.474,187287627.21,"-",260374980.67,0,278483,"-","-",0,1189773502.8,"-",80241669.258,197759737.71,214567843.12,214567843.12,-13.269855892,2.1308326289,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",32446859392,5915429348,622687405.7,5117183010.4,14303098516,8107104945.3,"-","-","-","-",4277715898.4,"-",650000000,"-","-","-",7361106170.2,"-",384725514.87,2332437060.2,2457732600.9,2328484125.2,10.9192536,5.0835958328,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",126677099.2,0,18817956.273,1996155.1141,0,27353830.544,"-",0,"-","-",50713638.891,-15181735.465,63085000,"-","-","-",124680944.08,"-",123261.72231,20202938.681,19287035.605,19287035.605,"-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",278920.73398,0,-81296.241771,112.98991212,0,0,"-",0,"-","-",278747.82517,0,21394000,"-","-","-",278807.74406,"-",0,-81296.241771,-82272.06374,-82272.06374,-138.60175439,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",8622376607.8,8001740.1402,47551633.32,4209096782.4,2739199031.8,12608647.011,"-",1910556.6959,"-","-",9943112.2667,-3603693.4093,73646000,"-",0,0,1167469979,732533389.18,12345003.883,99215414.653,52910094.303,67145111.262,"-","-","-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1024503500.7,0,44516313.407,6678388.5937,0,118125.81721,"-",0,-1711.9683655,"-",10944613.76,-3644780.6501,84682000,"-",0,0,1017825112.1,724952024.58,0,41830235.042,-1193241.9507,44879250.701,39.903780069,-116.41102756,8.9364748678
"ALSO3<XBSP>","Alianscsonae","ALSO3",3635251834.2,5784741.1069,90607637.711,301402302.55,668236036.03,153236576.43,"-",915903.07553,"-","-",90718915.655,0,528852000,"-","-","-",2030223284.6,"-",18367708.593,181918894.42,175136075.76,178024166.39,"-","-","-"
