"Ativo","Nome","Código","Ativo Tot| < Mar 2004| personalizado| consolid:sim*","Imobil| < Mar 2004| personalizado| consolid:sim*","Lucro Liquido| < Mar 2004| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2004| personalizado| consolid:sim*","PasNoCir| < Mar 2004| personalizado| consolid:sim*","Receita| < Mar 2004| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2004| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2004| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2004| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2004| personalizado| consolid:sim*","DpInCP| < Mar 2004| personalizado| consolid:sim*","DivPag| < Mar 2004| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar04","Dividendos| < Mar 2004| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar04|1 tri","Divid por Ação|31Mar04|1 tri","Patrim Liq| < Mar 2004| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar04|personalizado","DesFin| < Mar 2004| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2004| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2004| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2004| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2004| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2004| de 12 meses| consolid:sim*","Fechamento|31Mar04|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",874822.50397,0,-51598.110154,23453.686434,0,0,"-","-","-","-",189974.86011,"-",53532000,"-","-","-",851368.81754,"-",0,-51598.110154,-58634.216084,-58634.216084,-6.9615384615,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",128910469.2,79506500.665,-5243519.5677,93280691.222,233705442.88,50129726.444,"-","-","-","-",2391806.9425,"-",2250000,"-","-",0,-198075664.9,"-",7648310.471,-3664183.5037,3897027.0119,2317690.948,-0.47859719285,0.46134137475,"-"
"AESL3<XBSP>","AES Sul","AESL3",5953697192.9,3265316040,-103545680.23,2535718762.5,5342473016.1,714551737.73,"-","-","-","-",110131475.38,"-",537215000,"-",0,0,-1924494585.7,2267940988.3,422443109.31,-102004773.03,133742301.51,132149796.21,5.5229172964,0.21860475625,16886.654232
"TIET11<XBSP>","AES Tiete E","TIET11","-","-","-","-","-","-","-","-","-","-","-","-",41224100,"-","-","-","-","-","-","-","-","-","-","-","-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",3492.25391,0,-15873.454978,30794.690287,527292.81451,0,"-","-","-","-",3492.25391,"-",1000,"-","-","-",-554595.25089,"-",0,-15873.454978,-15873.454978,-15873.454978,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",894905895.67,77397.165231,16380054.605,6886002.3369,0,215773.91519,"-","-","-","-",15298839.66,"-",73646000,"-",1.5967347159,0.11325223483,888019893.33,500216282.07,0,17766167.473,-3443001.1685,17573847.245,54.052173913,15540,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",798396321.36,44562.004224,13854092.576,6102649.21,0,42216.635581,"-","-","-","-",16361291.656,"-",84682000,"-",1.0895975952,0.072404033702,792293672.15,579115916.92,136031.38132,15197988.809,-3088850.5033,14857910.355,44.528846154,463.1,"-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",340219175.41,54893353.098,7291751.1122,35476046.1,88823801.261,7948454.3324,"-","-","-","-",143318441.69,"-",182155000,"-",0,0,215919328.05,107307140.71,2542379.6094,6942291.1844,3764316.6726,3426583.588,-25.015075377,1.3550494511,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",4215750883.7,2676867738.2,-98533627.445,763253317.61,3422031227.4,200013037.91,"-","-","-","-",85347964.932,"-",394762881,"-","-","-",30466338.677,"-",136122850.69,-98533627.445,31434975.927,29666567.97,-0.22328970529,0.16969837379,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",2284489909.5,637098283.65,33133022.825,571118372.98,504094773.26,607727232.13,"-","-","-","-",345803498.15,"-",1863583000,"-",0.35682252099,0.0050300847602,1191888200.1,834954699.04,22259893.794,51527749.095,44271178.512,44557313.487,2.3658408566,5.1568148883,1.4096881403
"ALTR3<XBSP>","Altere Sec","ALTR3",19339909.833,0,18762.949147,18889599.054,323660.87278,0,"-","-","-","-",18216478.253,"-",6511842,"-","-","-",126649.90674,"-",58634.216084,25799.055077,-42216.635581,-42216.635581,"-","-","-"
