"Ativo","Nome","Código","Ativo Tot| < Set 2015| personalizado| consolid:sim*","Imobil| < Set 2015| personalizado| consolid:sim*","Lucro Liquido| < Set 2015| personalizado| no exercício| consolid:sim*","PasCir| < Set 2015| personalizado| consolid:sim*","PasNoCir| < Set 2015| personalizado| consolid:sim*","Receita| < Set 2015| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2015| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2015| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2015| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2015| personalizado| consolid:sim*","DpInCP| < Set 2015| personalizado| consolid:sim*","DivPag| < Set 2015| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set15","Dividendos| < Set 2015| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set15|1 tri","Divid por Ação|30Set15|1 tri","Patrim Liq| < Set 2015| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set15|personalizado","DesFin| < Set 2015| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2015| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2015| personalizado| no exercício| consolid:sim*","EBIT| < Set 2015| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2015| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2015| de 12 meses| consolid:sim*","Fechamento|30Set15|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",311963.53332,0,-80428.098435,0,0,0,"-",0,0,257126.19348,"-",0,176262000,"-","-","-",311963.53332,"-",0,"-","-",-106018.85702,-3.5172413793,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",330754461.78,204503063.56,-2888099.8983,63054410.566,181048524.01,139079679.92,"-",9193175.3726,12344494.502,10777365.19,"-",-2565168.8971,2250000,"-",0,0,86651527.203,45171765.164,12796597.904,"-","-",5934618.7785,-0.49446415135,0.36429872496,1.3879940018
"AESL3<XBSP>","AES Sul","AESL3",4851530135.1,18921319.461,12005721.602,3059214333.6,669615100.99,2989111496.9,"-",119029929.86,161236402.43,5500794.4899,"-",0,278483,"-","-",0,1122700700.5,"-",245858948.06,20654179.4,25350692.905,25350692.905,32.831763767,0.76489509657,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",23767791156,3859341084.8,292581580.21,6651426894.1,9612448268.4,13211502091,"-",758914662.4,855890232.79,188791556.39,"-",-342451875.67,650000000,"-","-","-",4589001854.3,"-",730417524.8,"-","-",1139173837.4,-7.5366961596,1.3878735328,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",105544818.69,0,12852653.851,3973879.2272,4896365.1441,22957347.673,"-",0,0,49794741.792,"-",-9574599.5364,63085000,"-",0,0,96674574.319,173904720.9,436261.50363,15311803.891,11805869.964,11805869.964,3.7072590242,25.570451436,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",43050.967599,0,-78227.293196,225.44239713,0,0,"-",0,0,41243.772599,"-",0,44474000,"-","-","-",42825.525202,"-",0,-78227.293196,-83612.319969,-83612.319969,-17.044137402,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3704449971.9,1513510.5796,55542913.615,1468368481.5,462545649.92,24846189.379,"-",611740.99113,764066.93513,1652431.8406,"-",-3694818.0978,73646388,"-",0,0,1193583446,216721965.59,129174837.73,"-","-",16370773.854,0.21657090552,0.140245383,2.108191065
"RPAD3<XBSP>","Alfa Holding","RPAD3",1024039795.8,7311.6453123,43650522.514,4389424.4025,294903.0276,169386.44973,"-",13404.683072,17060.505729,26809.366145,"-",-6208805.4777,84682269,"-",0,0,1019355468.4,260902704.59,0,"-","-",42618361.918,64.509516837,"-",2.8637277473
"ALSO3<XBSP>","Alianscsonae","ALSO3",5909921259.2,4201758.8395,134840144.24,221436834.1,1644096564.9,298111621.28,"-",2459150.04,3215905.3299,310404934.26,"-",-42374640.407,76423831,"-",0,0,3001989741.6,1350394535.4,102829761.06,"-","-",330182934.83,-7.4508719762,4.1837939313,17.669809505
"APTI4<XBSP>","Aliperti","APTI4",515135877.44,380350570.54,3934883.7856,24452579.139,160389470.18,63147024.74,"-",3066016.601,4048214.2879,2767457.7507,"-",0,182155,"-","-",0,330147595.22,"-",3703348.3507,"-","-",6517113.1883,9.6148055207,1.990906729,"-"
