"Ativo","Nome","Código","Ativo Tot| < Dez 2003| personalizado| consolid:sim*","Imobil| < Dez 2003| personalizado| consolid:sim*","Lucro Liquido| < Dez 2003| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2003| personalizado| consolid:sim*","PasNoCir| < Dez 2003| personalizado| consolid:sim*","Receita| < Dez 2003| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2003| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2003| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2003| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2003| personalizado| consolid:sim*","DpInCP| < Dez 2003| personalizado| consolid:sim*","DivPag| < Dez 2003| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez03","Dividendos| < Dez 2003| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez03|1 tri","Divid por Ação|30Dez03|1 tri","Patrim Liq| < Dez 2003| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez03|personalizado","DesFin| < Dez 2003| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2003| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2003| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2003| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2003| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2003| de 12 meses| consolid:sim*","Fechamento|30Dez03|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",960291.04415,0,-652137.94789,40609.322763,0,0,0,"-",0,"-",265154.9898,"-",53532000,0,"-","-",919681.72139,"-",0,-652137.94789,-742911.72819,-742911.72819,-8.1842105263,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",128533434.6,80957076.1,-14988640.654,90516840.33,234418252.05,160226452.63,6281743.8653,"-",6281743.8653,"-",3976593.8792,"-",2250000,0,"-",0,-196401657.78,"-",33239636.03,-11304546.171,20642533.336,16958438.853,-0.53082908092,0.5101872607,"-"
"AESL3<XBSP>","AES Sul","AESL3",6009018820,3361897726.9,688270690.02,2942508529.3,4921166726.7,2674224232.8,245949168.92,"-",245949168.92,"-",71417466.037,"-",537215000,0,0,0,-1854656436,2553747957.8,1803123205.4,689187982.96,339933474.5,338356877.26,0.96697205117,0.18765044798,19014.718188
"TIET11<XBSP>","AES Tiete E","TIET11",249697170.53,0,-51987099.487,128994.31936,364578555.84,0,28672570.654,"-",28672570.654,"-",2192903.4292,"-",41224100,0,"-","-",-115010379.63,"-",81206701.607,-64167507.532,-4631851.5786,25834695.628,-0.33197249678,0.31813501986,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",7166.3510758,0,-353539.9864,35831.755379,520754.84484,0,238878.36919,"-",238878.36919,"-",7166.3510758,"-",1000,0,"-","-",-549420.24914,"-",0,-353539.9864,-346373.63533,-353539.9864,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3662155893.1,5912239.6375,61511180.067,1750075485.9,646070437.32,27251244.357,2945370.2921,"-",2945370.2921,"-",1134832302.2,"-",73646000,15517538.862,0,0,887774737.62,495991419.75,16119512.353,119205083.79,10622921.078,71541682.789,1.16320348,4.4382039123,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",810937121.38,50164.45753,55899927.175,18090258.899,0,174381.20951,14332.702151,"-",14332.702151,"-",2262178.1563,"-",84682000,16012017.087,0,0,792846862.48,463593907.89,4777.5673838,62110764.774,-11841200.76,60577165.643,39.5,12679.5,"-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
