"Ativo","Nome","Código","Ativo Tot| < Mar 2002| personalizado| consolid:sim*","Imobil| < Mar 2002| personalizado| consolid:sim*","Lucro Liquido| < Mar 2002| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2002| personalizado| consolid:sim*","PasNoCir| < Mar 2002| personalizado| consolid:sim*","Receita| < Mar 2002| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2002| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2002| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2002| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2002| personalizado| consolid:sim*","DpInCP| < Mar 2002| personalizado| consolid:sim*","DivPag| < Mar 2002| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar02","Dividendos| < Mar 2002| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar02|1 tri","Divid por Ação|31Mar02|1 tri","Patrim Liq| < Mar 2002| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar02|personalizado","DesFin| < Mar 2002| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2002| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2002| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2002| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2002| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2002| de 12 meses| consolid:sim*","Fechamento|31Mar02|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",2747393.0672,0,-202652.80791,2895.0401129,0,0,"-","-","-","-",1951257.0361,"-",53532000,"-","-","-",2744498.0271,"-",0,-202652.80791,-286608.97118,-286608.97118,"-","-","-"
"EALT4<XBSP>","Aco Altona","EALT4",110001547.98,76838834.54,-3640672.1692,281665429.64,4747382.3135,32628928.843,"-","-","-","-",1105375.5308,"-",2250000,"-","-",0,-176411263.96,"-",7012678.8259,-3539808.9717,3367490.3941,3266627.1966,-0.24876459683,0.2218730281,"-"
"AESL3<XBSP>","AES Sul","AESL3",8670972277.8,4350721287.5,-4799976.5073,2459009436.4,4884213489.4,832049003.66,"-","-","-","-",73919059.204,"-",537215000,"-",0,0,1327749352,1251672395.8,496195400.16,-6667277.3801,247534614.78,247717002.3,-1.7836921613,0.57223690933,"-"
"TIET11<XBSP>","AES Tiete E","TIET11","-","-","-","-","-","-","-","-","-","-","-","-",41224100,"-","-","-","-","-","-","-","-","-","-","-","-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",220023.04858,0,0,332929.61299,124486.72485,0,"-","-","-",0,0,"-",1000,"-","-","-",-237393.28926,"-",0,0,0,0,"-",0,"-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",946773653.26,150542.08587,38886178.797,9440725.8083,0,1276712.6898,"-","-","-","-",9159906.9174,"-",74049000,"-",0.96250597438,0.071055581822,937332927.45,538482543.61,0,40458185.578,-3071637.5598,40484240.939,397.35,"-","-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",848501516.62,95536.323727,29112523.376,8285604.8033,23160.320904,587693.14293,"-","-","-","-",9460991.0891,"-",84682000,"-",0.65777622404,0.045977141179,840192751.5,597656575.3,0,30823492.083,-3051372.279,30742430.959,94.985507246,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",312956731.25,85319727.169,10995362.349,29497563.711,48005555.153,20459248.478,"-","-","-","-",87797881.505,"-",182155000,"-",0,0,235453612.39,90186715.083,801926.11129,10815869.862,9672329.0173,8870402.9061,4.6444111028,4.6654107008,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",4888486568.6,3012610587,-135157842.71,479152299.01,3615108965,111349032.82,"-","-","-","-",25366341.47,"-",352682000,"-","-","-",794225304.59,"-",92898942.184,-134987035.35,-47826062.666,-47996870.033,"-","-","-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",1915002448.8,366228364.37,26475141.833,394576597.15,283534438.58,447451609.78,"-","-","-","-",195464423.31,"-",1863583000,"-",0,0,1236891413.1,686095019.66,18864081.376,40623202.865,30557148.392,32132050.214,5.1021055668,1.050821279,"-"
"ALTR3<XBSP>","Altere Sec","ALTR3",292399.05141,0,"-",17370.240678,57900.802259,"-","-","-","-","-",8685.1203388,"-",6511842,"-","-","-",217128.00847,"-","-","-","-","-","-","-","-"
"ALUP11<XBSP>","Alupar","ALUP11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
