"Ativo","Nome","Código","Ativo Tot| < Dez 2006| personalizado| consolid:sim*","Imobil| < Dez 2006| personalizado| consolid:sim*","Lucro Liquido| < Dez 2006| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2006| personalizado| consolid:sim*","PasNoCir| < Dez 2006| personalizado| consolid:sim*","Receita| < Dez 2006| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2006| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2006| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2006| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2006| personalizado| consolid:sim*","DpInCP| < Dez 2006| personalizado| consolid:sim*","DivPag| < Dez 2006| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez06","Dividendos| < Dez 2006| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez06|1 tri","Divid por Ação|30Dez06|1 tri","Patrim Liq| < Dez 2006| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez06|personalizado","DesFin| < Dez 2006| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2006| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2006| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2006| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2006| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2006| de 12 meses| consolid:sim*","Fechamento|30Dez06|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1107881.8508,0,-199581.65695,46840.592959,0,0,0,"-",0,"-",42767.497919,"-",81210000,0,"-","-",1061041.2579,"-",0,-199581.65695,-281043.55775,-281043.55775,-3.45,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",195296760.97,99532186.942,41865307.367,108189550.44,204780962.77,323202127.96,16546948.6,16546948.6,16546948.6,"-",13732439.927,0,2250000,0,0,0,-117673752.25,242858291.75,0,38987665.722,60461022.772,76394970.568,-3.5576631259,"-","-"
"AESL3<XBSP>","AES Sul","AESL3",4136313548,1294773780.2,130267762.11,1102397428.4,1807486837.6,2787593660.5,202060135.29,"-",202060135.29,"-",147995908.27,"-",278483,0,"-",0,1226429282,"-",1004150302.9,166526454.16,280273742.79,260154689.84,-2.2871287129,0.25907943172,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",35333101563,13996657529,810645703.77,8942064704.4,15995708136,7946677665.4,571756643.13,"-",571756643.13,"-",3179569998.3,"-",93253283,1075233957.6,"-","-",7208272375.3,"-",1203302248.3,2394574610.5,2073072999.7,2105366533.7,5.9133976273,1.7496572757,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",6256.2739813,0,-89457.386361,145853.46028,598736.82467,0,0,"-",0,"-",6256.2739813,"-",1000,0,"-","-",-738334.01098,"-",0,-89457.386361,-89457.386361,-89457.386361,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",5508362087.3,10117568.079,86479953.887,3069716588.5,1106680287.8,24976218.785,10791665.308,"-",10791665.308,"-",1850264518.3,"-",73646000,13337349.708,0,0,913731666.13,505944349.77,41227867.994,196449446.87,65151191.711,128426723.15,1.8294989701,3.1150464335,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",831516242.75,18328.92768,74107927.703,18233209.946,0,384907.48127,6109.6425598,"-",6109.6425598,"-",48392442.169,"-",84682000,13097037.1,0,0,813283032.8,406056157.2,0,81453754.608,-12288527.735,75946930.114,13.791420118,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
