"Ativo","Nome","Código","Ativo Tot| < Mar 2010| personalizado| consolid:sim*","Imobil| < Mar 2010| personalizado| consolid:sim*","Lucro Liquido| < Mar 2010| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2010| personalizado| consolid:sim*","PasNoCir| < Mar 2010| personalizado| consolid:sim*","Receita| < Mar 2010| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2010| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2010| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2010| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2010| personalizado| consolid:sim*","DpInCP| < Mar 2010| personalizado| consolid:sim*","DivPag| < Mar 2010| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar10","Dividendos| < Mar 2010| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar10|1 tri","Divid por Ação|31Mar10|1 tri","Patrim Liq| < Mar 2010| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar10|personalizado","DesFin| < Mar 2010| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2010| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2010| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2010| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2010| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2010| de 12 meses| consolid:sim*","Fechamento|31Mar10|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1096268.4244,0,-65706.940261,1729.1300069,0,0,"-",0,0,"-",36311.730144,0,170706345,"-","-","-",1094539.2943,"-",0,-65706.940261,-74352.590295,-74352.590295,-6.652173913,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",406387050.73,267408226.43,-89914.760357,95622618.51,241355424.62,48955128.754,"-","-","-","-",28221130.842,"-",2250000,"-",0,0,69409007.606,136877066.78,2427698.5296,836898.92332,2602340.6603,2614444.5704,-1.0057163931,0.83095909195,"-"
"AESL3<XBSP>","AES Sul","AESL3",3836896257,10734439.082,114605007.72,1078200744.9,1319270863.1,838252832.12,"-",50492325.33,183550608.49,"-",207061589.19,0,278483,"-","-",0,1439424649,"-",53774214.083,167862211.94,202801012.86,202801012.86,-5.4826774218,2.0440349665,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",32750265277,6019120574.3,264050255.96,5909305256.7,12800208223,4025004852.2,"-","-","-","-",4503320252.9,"-",650000000,"-","-","-",7942063576.3,"-",262748221.06,1101339962.7,1246346534.2,1181073605.5,11.954300593,4.6463697859,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",133430046.11,0,10547693.041,2298013.7791,0,13941975.245,"-",0,"-","-",48439848.012,0,63085000,"-","-","-",131132032.33,"-",93373.020371,11258365.474,10545963.911,10545963.911,"-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",2790.8158311,0,-8616.2548242,2164.8707686,0,0,"-",0,"-","-",2789.0867011,0,894000,"-","-","-",625.94506249,"-",0,-8616.2548242,-8619.7130842,-8619.7130842,-35510.5,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",8772135894.3,9562088.938,50798381.342,4315369008.6,2761992963,7210472.1286,"-",1094539.2943,"-","-",9067557.756,0,73646000,"-","-",0.064680521898,1184554344.2,702124861.74,9522318.9478,107029689.16,60254993.349,83321587.641,"-","-","-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1032617419.6,0,42493369.919,4322825.0172,0,63977.810254,"-",0,-1729.1300069,"-",12446277.789,0,84682000,"-",0.37348865451,0.038755368646,1028294594.6,845103413.54,0,42977526.321,-1021915.834,42643804.229,65.085336538,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",3593993261,5692295.9826,36842573.056,311499312.48,653248025.29,73076492.35,"-",475510.75189,"-","-",122973996.95,0,529404000,"-","-","-",1998495608.5,"-",10115410.54,80018949.328,79261590.385,80650081.78,"-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",302162010.44,106697696.2,-906064.1236,142347169.56,4991998.3298,20740914.432,"-",1812128.2472,5292866.951,"-",44073794.745,13833.040054,182155,"-","-",0,154343873.54,"-",3191973.9927,-435740.76173,1843252.5873,1843252.5873,-7.3521126761,1.4798969072,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",5621816643.5,3457523404.3,145573726.15,753043034.51,3979239968.3,507757297.39,"-",40537723.881,172726254.65,"-",1116545931.9,0,707543040,"-","-","-",889533640.73,"-",125479506.33,157304144.11,247407379.64,247277694.89,-2.1176795487,1.3545719353,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",3228012520.3,544089777.09,121440258.64,713430395.18,480807077.1,863835310.57,"-",24353067.017,103365662.68,"-",701661936.36,-2956812.3117,348363000,"-",0.57394700317,0.037818180426,1968132085.5,4434195618,19433692.147,130718770.25,141072800.74,136082531.54,-11.055657286,4.3080028541,6.5891415438
"ALTR3<XBSP>","Altere Sec","ALTR3",3098600.9723,0,-8645.6500343,2258243.789,257640.37102,13833.040054,"-","-","-","-",29395.210117,0,10367000,"-","-","-",582716.81231,"-",0,0,-46686.510185,-46686.510185,0.60204081633,0.41258741259,"-"
"ALUP11<XBSP>","Alupar","ALUP11",8968725872.2,616766840.41,75474795.67,870677478.01,3886159170.9,593036260.19,"-",6916.5200275,93627202.482,"-",1000811802.3,0,163910000,"-","-","-",2128514081.1,"-",73583127.442,220846213.61,272002524.86,272002524.86,-4.4385124305,3.5109861207,"-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",69466895420,11125148111,2853403420.8,13932385490,15952168418,10584734464,"-",649558061.86,2405738578.6,"-",9637916476.2,-53705048.883,616434000,"-",1.1287835978,0.10776353194,39127950353,1.5878131605E11,476110760,3938840574.8,4261536004.1,4261558482.8,-11.321312027,8.025952993,9.5361715842
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",7797015505.6,63491924.722,211417267.68,1338395041,3560148999.4,1423578901.6,"-",73809643.473,"-","-",262172420.77,0,3.922515918E12,"-",0,0,2898471465.3,12140746557,114693193.35,320876384.5,378202231.62,378202231.62,-4.3492849048,2.5221105695,94.086563195
"ANIM3<XBSP>","Anima","ANIM3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3",467453006.06,23625103.284,17931078.171,194445856.66,51408764.234,194717330.07,"-",1051311.0442,"-","-",80759016.971,-3019060.992,19562000,"-","-","-",221598385.16,"-",4020227.266,27159445.018,28994051.955,28994051.955,"-","-","-"
"ARTR3<XBSP>","Arteris","ARTR3",6183406945.4,55681444.481,109421075.96,3676495241,926504169.41,811900890.81,"-",68900643.384,413025180.83,"-",798161223.78,0,68889000,"-",0,0,1580407535,4883839518.8,101487827.49,163918066.39,248524397.63,248524397.63,-2.9842145195,2.563949642,14.178866056
"ATMP3<XBSP>","Atmasa","ATMP3",1860115063.1,602330333.98,40610347.341,759558396.38,353769624.62,962515030.93,"-",50324599.72,198089133.59,"-",598130277.19,-12103.910048,59771000,"-",0,0,744118994.54,2801572230.1,10445674.371,61304575.263,61211202.243,61211202.243,-17.620559335,6.5523638203,32255.191148
"ATOM3<XBSP>","Atompar","ATOM3",603466.3724,0,-501447.70199,10117139.67,26146174.834,0,"-","-","-","-",0,0,88485000,"-",0,0,-35659848.132,114751551.49,224786.90089,-501447.70199,-276660.8011,-276660.8011,1.1912144703,-1.1912144703,12.937136454
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3",3679581738.1,167078916.04,24261423.126,1423874582.8,1898849304.4,1579280142.2,"-",19948972.889,105226206.56,"-",623773275.2,0,110194000,"-",0.26860488449,0.17834986205,356857850.82,7316726475.9,204058090.37,38991881.655,146797950.19,146797950.19,-1.293951227,0.77225303875,57.034367727
"BAHI3<XBSP>","Bahema","BAHI3",171560821.02,38040.860151,7915957.1714,71613648.364,8151118.8524,0,"-","-","-","-",88514165.051,"-",4955649,"-",0,0,91796053.804,505568721.97,1353908.7954,9377072.0272,5652525.9924,7632379.8503,75.705,14.513299784,747.0688097
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",4145124055.5,345826.00137,134955138.78,1862335266.1,738438802.47,922888558.56,"-",36204524.084,143552373.17,"-",619030271.59,0,39091735000,"-","-",0,1544349986.9,"-",36188961.914,209700241.58,191138030.96,188010034.78,-58.198397388,5.3015626267,"-"
"BTTL3<XBSP>","Battistella","BTTL3",1083495341,310012260.67,-13833.040054,535233173.19,511279535.21,443551241.97,"-","-","-","-",144665932.89,"-",149678000,"-",0,0,34919780.489,285549013.49,23002616.481,10634149.542,29249963.196,26170382.654,-0.4368053885,0.33652723465,40.679770209
"BALM4<XBSP>","Baumer","BALM4",128910100.27,21844099.377,785025.02312,52192060.127,10317718.751,29607893.108,"-",546405.08217,-1668610.4566,"-",8339594.0231,0,980000,"-",0,0,66400321.394,61320925.919,414991.20165,1800024.3371,2010978.198,2106080.3484,-5.8603491272,3.3005617978,"-"
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",410052806.35,4255388.9469,2446718.9597,12985766.351,33809679.024,12399591.279,"-",306056.01122,"-","-",261556850.49,-5187.3900206,454750,"-",0,0,346659442.04,298810174.05,127955.6205,3990832.0558,-1255348.385,-1255348.385,-0.11776278808,-7.1931330472,657.08669391
"BIOM3<XBSP>","Biomm","BIOM3",13954079.155,1032290.6141,-2432885.9197,5495175.1618,11005912.493,0,"-",77810.850309,"-","-",6058871.5441,0,17339000,"-","-",0,-2547008.5001,107891492.44,77810.850309,-2432885.9197,-2434615.0497,-2434615.0497,"-","-","-"
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",1090863164,514065163.65,-8427779.6535,362914993.23,962727713.92,308379961.94,"-",10022037.519,29466104.447,"-",49819693.758,0,54065000,"-",0,0,-234779543.2,864740077.84,57204808.017,-532572.04211,26225714.814,26225714.814,7.8555934866,2.1658892517,15.994452563
"BBRK3<XBSP>","BR Brokers","BBRK3",828893051.39,54662986.907,16054972.114,82489876.107,61358178.294,113809607.92,"-",4092850.7262,15812893.912,"-",127336591.96,-74352.590295,164934000,"-",0,0,684884187.9,2210240546.3,487614.66194,28743328.104,26358857.825,26358857.825,21.833616299,33.577023499,125.14519429
"BRML3<XBSP>","BR Malls Par","BRML3",14603149602,20785871.813,73022889.32,481280858.72,5272791751.6,183849747.98,"-",5192577.4106,4834647.4992,"-",1618937738.9,0,201648000,"-",0,0,8730759542.4,7322187760.1,184340820.9,77309402.607,146678640.22,146678640.22,-41.022624317,-35.198565178,12.144391352
