"Ativo","Nome","Código","Ativo Tot| < Jun 2016| personalizado| consolid:sim*","Imobil| < Jun 2016| personalizado| consolid:sim*","Lucro Liquido| < Jun 2016| personalizado| no exercício| consolid:sim*","PasCir| < Jun 2016| personalizado| consolid:sim*","PasNoCir| < Jun 2016| personalizado| consolid:sim*","Receita| < Jun 2016| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Jun 2016| personalizado| no exercício| consolid:sim*","DeprAmor| < Jun 2016| personalizado| no exercício| consolid:sim*","Depr e Amor| < Jun 2016| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Jun 2016| personalizado| consolid:sim*","DpInCP| < Jun 2016| personalizado| consolid:sim*","DivPag| < Jun 2016| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Jun16","Dividendos| < Jun 2016| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Jun16|1 tri","Divid por Ação|30Jun16|1 tri","Patrim Liq| < Jun 2016| personalizado| consolid:sim*","Valor Mercado|da empresa|30Jun16|personalizado","DesFin| < Jun 2016| personalizado| no exercício| consolid:sim*","LucOpe| < Jun 2016| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Jun 2016| personalizado| no exercício| consolid:sim*","EBIT| < Jun 2016| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Jun 2016| de 12 meses| consolid:sim*","EBIT/FinB| < Jun 2016| de 12 meses| consolid:sim*","Fechamento|30Jun16|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",224750.32618,0,-77186.980709,19296.745177,0,0,"-",0,0,167995.19331,"-",0,176262000,"-","-","-",205453.58101,"-",0,-77186.980709,-90808.212599,-90808.212599,-4.9393939394,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",289154915.87,185012652.35,-4012587.8942,52995672.873,158678270.7,78451485.07,"-",5445087.448,10996874.545,8254466.5253,"-",-1391635.8581,2250000,"-",0,0,77480972.297,33830542.853,5138609.7305,"-","-",-2331500.8585,-0.99301178405,0.70345563968,"-"
"AESL3<XBSP>","AES Sul","AESL3",4603988864.9,30215297.64,-10077441.393,1029681133.2,1509394813.1,1616363482.2,"-",78723909.708,155115183.45,16956163.498,"-",0,526451,"-","-",0,2064912918.5,"-",149782471.17,-14836926.836,58673456.366,58673456.366,-1.0966566425,0.5581759685,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",4578277654.6,3556448026.4,201560178.89,891357523.44,1781819450.9,902648389.57,"-",91733321.265,"-",751437.95926,"-",-627490424.57,1906268000,"-",9.9725516464,0.33484175093,1905100680.3,6537401684.3,132960249.78,305148512.31,385972361.93,385972361.93,"-","-",16.61478716
"AFLT3<XBSP>","Afluente T","AFLT3",95086414.515,0,8513269.9312,3677732.6103,4099990.7989,15170647.017,"-",0,0,40396033.375,"-",-13607610.658,63085000,"-","-",0.2197218487,87308691.106,"-",270154.43248,10176195.324,7295304.7797,7295304.7797,1.8098294885,18.756756757,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",78068.955474,0,-72940.561668,20110.613783,0,0,"-",0,0,75349.249507,"-",0,54674000,"-","-","-",57958.341691,"-",0,-72940.561668,-76325.437792,-76325.437792,-20.487093154,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3563503824.5,2070427.2473,32420802.103,1305704046.5,555724694.16,18039051.433,"-",455176.16565,899001.30473,1535793.8956,"-",-4541545.7326,73646388,"-","-",0,1151905582.1,272638591.81,91103339.29,"-","-",3320175.2732,0.17339688467,0.11134390145,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",980988634.58,6810.6159449,26510322.566,4052316.4872,333720.1813,124861.29232,"-",0,5675.5132874,10215.923917,"-",-6683484.4473,84682269,"-","-",0,976602597.91,362025440.89,0,"-","-",26206115.053,128.62128713,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",5493268015.4,3319040.1705,25644239.238,200675933.92,1471491465.1,188274937.39,"-",1523307.7663,3054561.2513,261275659.5,"-",-39470924.709,76423831,"-",2.6791716461,0.52550810301,2767091962.9,1499020882.5,60019688.117,"-","-",172330150.36,-4.1536394687,2.5093865498,19.614573921
