"Ativo","Nome","Código","Ativo Tot| < Dez 2008| personalizado| consolid:sim*","Imobil| < Dez 2008| personalizado| consolid:sim*","Lucro Liquido| < Dez 2008| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2008| personalizado| consolid:sim*","PasNoCir| < Dez 2008| personalizado| consolid:sim*","Receita| < Dez 2008| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2008| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2008| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2008| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2008| personalizado| consolid:sim*","DpInCP| < Dez 2008| personalizado| consolid:sim*","DivPag| < Dez 2008| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez08","Dividendos| < Dez 2008| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez08|1 tri","Divid por Ação|30Dez08|1 tri","Patrim Liq| < Dez 2008| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez08|personalizado","DesFin| < Dez 2008| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2008| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2008| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2008| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2008| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2008| de 12 meses| consolid:sim*","Fechamento|30Dez08|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1334663.9528,0,-119659.5268,119659.5268,0,0,"-",0,0,"-",259569.12738,0,134456000,"-","-","-",1215004.426,"-",0,-119659.5268,-195137.07448,-195137.07448,-2.5853658537,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",331931845.53,98711745.952,44671662.73,154977496.37,218857274.53,364786669.76,18596931.381,18596931.381,18596931.381,"-",46632238.054,0,2250000,"-",0,0,-41902925.372,171149941.65,19057160.331,45050891.385,51707642.906,58064325.154,-8.7226216814,3.0468508501,7.6066640733
"AESL3<XBSP>","AES Sul","AESL3",4084865130.4,1506522647.1,82649755.623,1261644027.7,1708528178.4,2594945702.9,"-",193439750.12,193439750.12,"-",159171102.56,-78181852.983,278483,"-","-",0,1114692924.2,"-",304423040.77,164380894.26,359825401.68,306633980.65,-1.5689055921,1.0072627219,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",33515858433,14367718202,1157549444,8904476573.7,14042246130,15401878424,"-",1179833729.7,1179833729.7,"-",5296491475.9,-1759799524.3,650000008,"-","-","-",6377040934.9,"-",1347852273.6,4498795047.3,4546526312.1,4251311532.2,17.178160449,3.1541375976,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",60801.766944,0,-110992.49523,379.22865418,18359.453244,0,"-",0,0,"-",60801.766944,0,831000,"-","-","-",42063.085046,"-",0,-110992.49523,-90515.988823,-110992.49523,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",9192797124,12591864.051,119733163.43,4276664624.5,3299151222.7,42906224.481,"-",5001768.2205,5001768.2205,"-",3257622003.3,-15482101.852,73646000,"-",0,0,1060581045.3,683158804.29,43743841.169,288005753.7,126294187.33,236511657.02,4.592985843,5.4067418567,9.2045789851
"RPAD3<XBSP>","Alfa Holding","RPAD3",936055978.05,1840.915797,98752246.099,15761921.054,0,277978.28535,"-",5522.747391,5522.747391,"-",23169766.221,-15749034.643,84682000,"-",0,0,920294057,726523282.14,0,103468672.37,-8112915.9174,100433002.22,33.084293511,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",306816231.31,114396348.54,6338273.0891,62337090.718,76593142.651,115353624.75,"-",6406386.9736,6406386.9736,"-",57127299.013,-4408993.3338,182155,"-","-",0,167779224.82,"-",7584573.0837,616706.792,1297845.6369,7507254.6202,-11.021621621,0.98980582524,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",6354714308.1,3325203863.1,10414060.663,1370718288.7,4602276606.1,1453331226,"-",183600055.18,183600055.18,"-",1891680891,0,707543040,"-","-","-",381719413.26,"-",555960252.53,6117363.1935,492378702.73,495046189.72,-1.0125117663,0.89043450043,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",3310353195.3,614494011.21,318811638.64,820928785.94,610024267.66,3053692714.9,"-",101817370.9,101817370.9,"-",325924937.28,-97251899.725,17418000,"-",1.6787776627,0.043652276782,1787882694.7,1357186232.2,42806815.028,350537981.49,355847182.65,340983628.5,35.688824663,7.9656388423,2.6002416968
"ALTR3<XBSP>","Altere Sec","ALTR3",2860783.1486,0,605661.29722,2227508.1144,27613.736955,211705.31666,"-",11045.494782,11045.494782,"-",51545.642316,0,10367000,"-","-","-",605661.29722,"-",4427402.4918,850503.09822,-66272.968693,-66272.968693,-0.072289156627,-0.014968814968,"-"
"ALUP11<XBSP>","Alupar","ALUP11",5682745064.8,5011412778.3,145504143.68,1171606677,2445730273,1095265739.8,"-",128924856.01,128924856.01,"-",337047750.53,-311806954.04,134667000,"-","-","-",849459298.96,"-",434542651.14,457265074.82,831121936.71,831121936.71,-2.2231019982,1.9126360428,"-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",68611108483,12670587133,5632241380.8,19659635003,16892972356,38474160790,"-",6024367491.1,6024367491.1,"-",6072934531.6,-5363815607.5,614051084,"-",0,0,31807597187,1.0403270099E11,3410508219.3,8644241034.8,10623845905,10654915041,-5.2991758026,3.1241429007,6.2330877549
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",8260411932,4440327561.6,518007932.46,1948764008.1,3465772511.5,4512690279.8,"-",283556260.21,283556260.21,"-",849439048.89,-66795788.779,3.922515918E12,"-",0,0,2845875412.4,5648167477,543905935.89,785378860.98,1015200630,1015200630,-4.417338855,1.8665003689,"-"
"ANIM3<XBSP>","Anima","ANIM3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARTR3<XBSP>","Arteris","ARTR3",4709563337.9,3345904961.2,194102479.81,800233210.55,2411021646.5,1334630816.3,"-",390104784.71,390104784.71,"-",214069052.54,-32654164.407,68889000,"-",0,0,1498308480.8,1594112923.6,319102503.34,308460169.12,574282887.46,574282887.46,-2.1603980692,1.7996815489,4.6280623137
"ATMP3<XBSP>","Atmasa","ATMP3",1827451338.9,561111134.93,170117187.89,757339872.48,545860988.47,3267124810.6,"-",185658199.04,185658199.04,"-",655233477.8,-23762541.108,14777000,"-",0,0,520423213.98,1110074066.5,60008332.235,268530705.48,268622751.27,268622751.27,-2918.36,4.4764242108,11045.494782
"ATOM3<XBSP>","Atompar","ATOM3",614865.8762,0,-1452482.5638,9931740.7249,26754029.278,0,0,"-",0,"-",0,0,88485000,0,0,0,-36070904.127,30949752.517,797116.54011,-1428550.6585,-631434.11838,-655366.02374,0.82217090069,-0.82217090069,3.4892876508
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3",4532916421.6,141130127.75,113709686.95,2949887155,1200871715.5,5737970697.8,"-",160531539.33,160531539.33,"-",1365762543.4,-27197689.985,110362403,"-",0,0,382157551.22,4835395807.7,670365805.65,179804086.81,502371193.68,502371193.68,-1.5574160631,0.74939859618,37.634715822
"BAHI3<XBSP>","Bahema","BAHI3",113137162.13,40500.147534,-539388.32852,19712526.354,54897949.983,0,"-",1745188.1756,1745188.1756,"-",11045.494782,-17260426.513,5370156,"-","-",0,38526685.8,741450375.96,9942786.2197,896525.99314,-3632126.8675,3779400.1313,-0.87510656436,0.38011479356,"-"
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",4143332616.1,1758464860.3,378705834.1,1788243514.2,1103209291.5,3811581180.3,"-",161334178.62,161334178.62,"-",237645661.15,-568927663.4,39091735000,"-","-",0,1251879810.4,"-",164408508,463135755.3,577463989.96,572267084.66,-19.896313364,3.4807632015,"-"
"BTTL3<XBSP>","Battistella","BTTL3",869273075.69,401787236.36,-240035169.86,695553215.58,74641771.906,1434662498.9,"-",57246958.54,57246958.54,"-",20667961.653,-12140839.681,149678000,"-",0,0,77025757.863,384098677.92,300118979.64,-225699958.55,21663897.099,23817768.582,-0.095455216172,0.079361087427,"-"
"BALM4<XBSP>","Baumer","BALM4",116358764.78,14915099.787,7759460.0844,42954088.292,3738899.9837,136329019.35,"-",2050780.1979,2050780.1979,"-",7017571.0182,-1378845.932,980000,"-","-",0,59575717.023,"-",5336814.8955,9957513.546,12372795.071,13383457.844,-3.9065018807,2.507761297,"-"
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",416365448.56,5266860.0953,19522912.027,35133877.986,27052257.637,69722844.896,"-",2236712.6934,2236712.6934,"-",268379750.38,-24670112.596,454750,"-","-",0,334908606.37,"-",557797.4865,32057707.689,-3875127.7527,-3875127.7527,-0.10784363953,-6.9471947195,"-"
"BIOM3<XBSP>","Biomm","BIOM3",22403945.25,6861093.1755,-13644867.887,18849136.846,26043435.78,5554042.9596,"-","-","-","-",498888.18099,"-",8865000,"-","-",0,-22488627.376,35903380.789,8017188.296,-13644867.887,-8983669.0894,-8983669.0894,1.9273301738,-1.1205510907,"-"
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",848192748.89,356911231.98,16538787.52,472789517.74,1269655693.3,1372170771.3,"-",22543854.85,22543854.85,"-",5785998.35,0,54065000,"-",0,0,-895960832,413045817.15,294509709.21,-23344653.222,86961180.419,86961180.419,-0.7883642918,0.2952744093,7.6398005576
"BBRK3<XBSP>","BR Brokers","BBRK3",820770467.18,47331786.057,48822927.853,122181581.44,17286199.334,378589856.4,"-",25610820.568,25610820.568,"-",97717651.421,0,164581742,"-",0,0,681098344.75,499918862.43,8773804.6886,97482014.199,64060187.904,64060187.904,1.9167171578,7.3013008813,28.366300256
"BRML3<XBSP>","BR Malls Par","BRML3",6283688094.8,3344955048.7,-56068772.43,326162415.42,2679600215.8,596241331.08,"-",168683114.48,168683114.48,"-",1396301495.6,0,171295000,"-",0,0,3210282853.5,2869591010.2,476977601.17,13033683.842,261513134.46,262947207.87,-1.0521527752,0.55127789485,5.6027872083
"BRPR3<XBSP>","BR Propert","BRPR3",2469354745.4,2196902889.3,-2906806.0435,158613305.07,1045734059.4,159622126.93,10027468.346,28753263.834,10027468.346,"-",225893254.7,0,241034000,0,"-","-",1265007380.9,"-",133876919.5,174887.00072,91313105.363,91313105.363,-1.0019189206,0.68206757147,"-"
"BRAP4<XBSP>","Bradespar","BRAP4",21958798924,11819159895,2073370075.6,4598719956.8,7623282020.2,7545448100.3,"-",828412108.66,828412108.66,"-",3525035272.8,-704428270.64,349685000,"-",3.2788931236,1.1577366672,9086340645.3,12191138839,774060910.67,2192884170.1,2706912042.6,2718036696.7,-5.1757090726,3.5113989859,35.308764987
"AGRO3<XBSP>","Brasilagro","AGRO3",1292411253.5,151238596.39,-7928824.3377,165452307.26,71191895.702,8444280.7609,"-",1215004.426,5933271.6138,"-",492421043.8,-2076553.019,58422400,"-",0.28389453892,0.036008927361,1050371326.3,741024454.32,3654217.8571,-8556576.6245,-22337672.281,-20975394.591,-0.33511769172,1.9201653252,12.683909841
"BRKM5<XBSP>","Braskem","BRKM5",41792363651,18921670769,-4587759144.1,13942494267,21075562502,33061940143,"-",2328272481.4,2328272481.4,"-",5428151932.8,"-",507540087,"-",0,0,6774306882.1,5192591519,8105758436.8,-4702010060.3,2198139984.7,1788738720.6,-0.26371289007,0.22067505891,10.217082673
"BFRE3<XBSP>","Brazilian Fr","BFRE3",2414913342.5,5075404.8524,49446998.308,772827497.08,764767967.72,360011334.18,"-",24727180.985,24727180.985,"-",199774341.38,-51019140.398,413906131,"-","-","-",877317877.72,"-",128284217.31,75928572.048,196114600.77,196114600.77,-1.6317587232,1.5287508072,"-"
"BRFS3<XBSP>","BRF SA","BRFS3",20654241308,5372635435.1,100094273.71,5671603842.4,7414054576.2,20973608903,"-",1107423147.8,1107423147.8,"-",3637656978.6,-210475584.9,206527618,"-",0,0,7567301611.7,11307146646,2294819359.6,-248851315.61,911566275.21,822267131.73,-0.70859588672,0.35831453499,27.374417902
"BRQB3<XBSP>","Brq","BRQB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CABI3B<XBSP>","Cabinda Part","CABI3B",9204.5789851,0,-90204.874054,152796.01115,110454.94782,0,"-",0,0,"-",9204.5789851,0,530544,"-","-","-",-254046.37999,"-",0,-90204.874054,-90204.874054,-90204.874054,"-","-","-"
"CACO3B<XBSP>","Caconde Part","CACO3B",1840.915797,0,-71795.716084,149114.17956,73636.631881,0,"-",0,0,"-",1840.915797,0,528192,"-","-","-",-220909.89564,"-",0,-71795.716084,-71795.716084,-71795.716084,"-","-","-"
