"Ativo","Nome","Código","Ativo Tot| < Mar 2003| personalizado| consolid:sim*","Imobil| < Mar 2003| personalizado| consolid:sim*","Lucro Liquido| < Mar 2003| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2003| personalizado| consolid:sim*","PasNoCir| < Mar 2003| personalizado| consolid:sim*","Receita| < Mar 2003| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2003| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2003| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2003| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2003| personalizado| consolid:sim*","DpInCP| < Mar 2003| personalizado| consolid:sim*","DivPag| < Mar 2003| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar03","Dividendos| < Mar 2003| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar03|1 tri","Divid por Ação|31Mar03|1 tri","Patrim Liq| < Mar 2003| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar03|personalizado","DesFin| < Mar 2003| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2003| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2003| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2003| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2003| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2003| de 12 meses| consolid:sim*","Fechamento|31Mar03|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1291401.8375,0,-347685.1101,4966.9301443,0,0,"-","-","-","-",576163.89674,"-",53532000,"-","-","-",1286434.9074,"-",0,-347685.1101,-384937.08618,-384937.08618,-600.27380952,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",114593716.73,72841294.65,-3692261.8945,75888662.752,231000785.16,34876464.753,"-","-","-","-",2271801.8275,"-",2250000,"-","-",0,-192295731.18,"-",7951027.0065,-3744677.9083,4021611.5819,4074027.5957,0.78895956635,-0.76900769702,"-"
"AESL3<XBSP>","AES Sul","AESL3",6448493385.9,3605760322.5,123472916.45,3027284319.8,5941454256,692789899.99,"-","-","-","-",67421109.779,"-",537215000,"-",0,0,-2520245189.9,810338959.64,453351581.99,124133518.16,83936152.509,83223398.033,-0.13155521069,0.071955946895,"-"
"TIET11<XBSP>","AES Tiete E","TIET11","-","-","-","-","-","-","-","-","-","-","-","-",41224100,"-","-","-","-","-","-","-","-","-","-","-","-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",399.83787662,0,-294861.80802,21181.4736,476485.05914,0,"-","-","-","-",399.83787662,"-",1000,"-","-","-",-497266.69486,"-",0,-294861.80802,-287168.03322,-294861.80802,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",889743581.01,96855.137814,9745116.9431,5816275.199,0,270697.69287,"-","-","-","-",8150732.3668,"-",73646000,"-",2.9403394395,0.14931937386,883927305.81,370822959.6,0,11091155.012,-3211120.3383,10944630.573,51.635687732,41669.999997,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",795679857.93,62086.626804,8349409.5726,5341933.3702,0,44702.371299,"-","-","-","-",9469452.3201,"-",84682000,"-",2.4551397305,0.092583755848,790337924.56,334491469.57,0,9678063.3862,-3168901.4321,9705381.502,53.153061224,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",321799953.66,59553492.43,-2441246.1659,40875351.623,78524682.117,25636809.94,"-","-","-","-",132532597.04,"-",182155000,"-","-",0,202399919.92,"-",25957176.934,-2687109.2081,20046530.062,18295687.187,-1.2662167475,0.86818814861,"-"
