"Ativo","Nome","Código","Ativo Tot| < Mar 2013| personalizado| consolid:sim*","Imobil| < Mar 2013| personalizado| consolid:sim*","Lucro Liquido| < Mar 2013| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2013| personalizado| consolid:sim*","PasNoCir| < Mar 2013| personalizado| consolid:sim*","Receita| < Mar 2013| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2013| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2013| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2013| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2013| personalizado| consolid:sim*","DpInCP| < Mar 2013| personalizado| consolid:sim*","DivPag| < Mar 2013| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar13","Dividendos| < Mar 2013| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar13|1 tri","Divid por Ação|31Mar13|1 tri","Patrim Liq| < Mar 2013| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar13|personalizado","DesFin| < Mar 2013| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2013| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2013| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2013| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2013| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2013| de 12 meses| consolid:sim*","Fechamento|31Mar13|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",681560.87296,0,-49304.403576,147913.21073,0,0,"-",0,0,662709.18924,"-",0,176261901,"-","-","-",533647.66223,"-",0,"-","-",-62355.569228,-2.8857142857,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",377106180.88,241568375.45,2840803.7237,68057478.489,214640920.45,65393590.566,"-","-","-",330629.52986,"-","-",2250000,"-",0,0,94407781.941,78306993.915,3493362.0063,"-","-",6408122.3353,-2.5172930079,1.6981113019,"-"
"AESL3<XBSP>","AES Sul","AESL3",4820623499.4,1100648.3034,87828544.323,1232070641.2,2094691785.4,787168005.16,"-",38511089.581,163429596.56,55274586.797,"-",0,278483,"-","-",0,1493861072.8,"-",42336531.247,12665431.2,32143570.872,32143570.872,-27.587415946,2.7123203576,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",25827605718,4511264469.3,113887371.74,5346109832.7,12303272955,3625149776.8,"-",234004499.89,863133039.9,659218727.49,"-",-7914806.9034,650000000,"-","-","-",5337326398.2,"-",93347737.264,"-","-",417469085.85,-13.984697753,3.3599593237,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",137634692.71,0,6677846.4255,10533740.811,4894187.1197,15541038.033,"-",0,0,59392954.625,"-",0,63085000,"-",0,0,122206764.78,330880979.87,162414.5059,7410161.8315,6587938.3954,6587938.3954,7.2352190557,47.25,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",58148.7435,0,-77441.266593,2527.575748,0,0,"-",0,0,53403.91972,"-",0,26474000,"-","-","-",55621.167751,"-",0,-77441.266593,-79069.76204,-79069.76204,-24.107951807,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3768972172.2,1342819.9327,19048901.334,1383973158.2,481347291.07,10548242.106,"-",174015.54203,1223909.3123,4170572.4907,"-",0,73646388,"-",0.36702829597,0.01732557882,1199217957,347052621.33,30500574.13,"-","-",12824945.447,-0.32791284576,-0.21671868549,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1034355632.4,8700.7771016,16371962.246,3314996.0757,218969.55706,26102.331305,"-",5800.5180677,21751.942754,172565.41252,"-",0,84682269,"-",0,0,1030821666.8,495038758.03,0,"-","-",16332808.749,702.88732394,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",5908955852.8,6522682.5672,27997650.583,286737009.64,1712238977,93881384.926,"-",954185.22214,2913310.1995,864854343.64,"-",0,76423831,"-",0,0,3061236461.4,3086461019.7,"-","-","-",71284016.664,-18.112940374,"-","-"
"APTI4<XBSP>","Aliperti","APTI4",592968110.38,409303406.54,6489329.5883,97930146.538,130588513.38,22408851.425,"-",1065845.1949,4511352.9272,262473.44256,"-",0,182155,"-","-",0,364310238.02,"-",582952.06581,"-","-",6615490.8563,8.6798510935,10.695527523,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",7080202261.5,4056966444.1,138243747.11,1131074920.9,3615599223.8,615352309.6,"-",39130294.885,150642354.48,1567127416.5,"-",0,765326706,"-","-","-",2333528116.8,"-",87054175.161,"-","-",221414475.42,-3.8945232765,2.971411902,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",4322691077,774144391.97,133918010.75,1197928791.9,638133844.32,1109238870.6,"-",23244126.027,89689060.493,277286515.58,"-",-4367790.105,383198000,"-",0.95316967622,0.12428552037,2486628440.8,7386501460.3,25288808.646,"-","-",146046894.04,67.511333915,4.1268119804,"-"
"ALTR3<XBSP>","Altere Sec","ALTR3",1474781.7187,0,-31902.849373,420537.55991,0,5800.5180677,"-","-","-",24652.201788,"-","-",21171000,"-","-","-",1054244.1588,"-",8700.7771016,-31902.849373,-37703.36744,-37703.36744,-1.1153846154,-5.2727272727,"-"
"ALUP11<XBSP>","Alupar","ALUP11",10674729653,3092263432.6,92870644.653,1572340632.1,4445483694.1,416890484.18,"-",12836546.483,54139135.385,34064992.482,"-",-3473060.1931,491730000,"-","-","-",2448008591.6,"-",87848846.136,"-","-",316960609.03,-3.8224675285,3.2152317639,"-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",70662737675,16417418006,3398423476.9,15357411032,12167929467,11271575410,"-",690479169.49,2705442834,5315158268.3,"-",-7234944132.1,3132287000,"-",0.79215272852,0.18995300949,41600752932,3.7884037773E11,582044284.73,"-","-",4529546252.1,-14.063844735,8.6900973528,"-"
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
