"Ativo","Nome","Código","Ativo Tot| < Dez 2005| personalizado| consolid:sim*","Imobil| < Dez 2005| personalizado| consolid:sim*","Lucro Liquido| < Dez 2005| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2005| personalizado| consolid:sim*","PasNoCir| < Dez 2005| personalizado| consolid:sim*","Receita| < Dez 2005| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2005| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2005| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2005| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2005| personalizado| consolid:sim*","DpInCP| < Dez 2005| personalizado| consolid:sim*","DivPag| < Dez 2005| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez05","Dividendos| < Dez 2005| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez05|1 tri","Divid por Ação|30Dez05|1 tri","Patrim Liq| < Dez 2005| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez05|personalizado","DesFin| < Dez 2005| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2005| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2005| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2005| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2005| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2005| de 12 meses| consolid:sim*","Fechamento|30Dez05|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1094376.7904,0,249963.22084,197449.93915,16804.25014,0,0,"-",0,"-",8402.1250702,"-",53532000,0,"-","-",880122.6011,"-",0,300375.97126,-176444.62647,-176444.62647,-0.37004405286,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",163511527.33,93856820.319,11467239.2,113372929.84,214689146.3,321431753.4,15142433.732,15142433.732,15142433.732,"-",8838714.1925,0,2250000,0,0,0,-164550548.82,29302411.182,31175528.432,16430527.818,47143867.953,44199372.63,-1.4390936458,1.4177585707,"-"
"AESL3<XBSP>","AES Sul","AESL3",4580693651.6,2821952429.8,17039509.642,2561236589.4,3964771672.3,2795479434.2,208868427.12,"-",208868427.12,"-",55998063.061,"-",134000,0,"-",0,-1945314610.1,"-",1359392418.3,73140498.736,46150772.479,24460686.611,0.91960830767,0.017993837748,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",297349105.7,0,27600980.855,14094564.805,387566923.64,0,10681201.495,"-",10681201.495,"-",33988696.44,"-",43253283,0,"-","-",-104312382.74,"-",69409955.205,27600980.855,-1884176.547,94257139.568,-1.4140799798,1.3579772425,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",403.30200337,0,-87821.111765,94767.568666,574898.60368,0,0,"-",0,"-",403.30200337,"-",1000,0,"-","-",-669262.87034,"-",0,-87821.111765,-87821.111765,-87821.111765,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",4862687873.7,13544225.613,62917213.057,2612588277.3,1012643018.2,22689938.752,5219820.1998,"-",5219820.1998,"-",1802325145.1,"-",73646000,12126367.007,0,0,866341015.45,509866220.6,34973845.605,129130159.67,39725247.332,104759795.9,3.7617287675,2.9953753754,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",790639969.1,25206.37521,59209775.369,15306571.346,0,289873.31492,10502.656337,"-",10502.656337,"-",2707584.8039,"-",84682000,12138970.195,0,0,775333397.76,393899585.31,2100.5312675,63097858.746,-12174679.226,64431696.101,47.482972136,30674,"-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
