"Ativo","Nome","Código","Ativo Tot| < Set 2009| personalizado| consolid:sim*","Imobil| < Set 2009| personalizado| consolid:sim*","Lucro Liquido| < Set 2009| personalizado| no exercício| consolid:sim*","PasCir| < Set 2009| personalizado| consolid:sim*","PasNoCir| < Set 2009| personalizado| consolid:sim*","Receita| < Set 2009| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2009| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2009| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2009| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2009| personalizado| consolid:sim*","DpInCP| < Set 2009| personalizado| consolid:sim*","DivPag| < Set 2009| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set09","Dividendos| < Set 2009| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set09|1 tri","Divid por Ação|30Set09|1 tri","Patrim Liq| < Set 2009| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set09|personalizado","DesFin| < Set 2009| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2009| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2009| personalizado| no exercício| consolid:sim*","EBIT| < Set 2009| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2009| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2009| de 12 meses| consolid:sim*","Fechamento|30Set09|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1137929.7042,0,-174791.71004,0,135552.75473,0,"-",0,"-","-",62425.61073,0,134456000,"-","-","-",1002376.9494,"-",0,-174791.71004,-215814.25424,-215814.25424,-3.4146341463,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",266717880.82,90431523.292,-4385845.051,110898205.66,200803570.24,179610967.19,"-","-","-","-",32912565.566,"-",2250000,"-",0,0,-44983895.092,127013822.97,20554078.23,-4936974.0143,11261580.175,11249095.053,-1.84925907,0.97488046333,5.6450587989
"AESL3<XBSP>","AES Sul","AESL3",3847101328.9,1471740847.8,127332193.58,1132377392,1507410841.8,1922227241.5,"-",136951088.41,"-","-",120151464.76,0,278481,"-","-",0,1207313095.1,"-",140974864.92,193558632.22,262628111.52,243693531.99,-2.3310159166,1.351157871,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",31332200588,13993547849,673718594.06,7761320890.8,12720295473,10938641789,"-",867805168.59,"-","-",4030934050.9,-2128023077,650000000,"-","-","-",6340251803,"-",633247178.83,3079681893.1,3376037670.3,3168966568.7,5.88800006,5.3367476984,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",37790.681147,0,-116520.07781,1191.4373705,0,0,"-","-","-","-",37184.260928,"-",894000,"-","-","-",36599.243776,"-",0,-116520.07781,-116520.07781,-116520.07781,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",1084152715.9,7134.355512,57126568.173,4241374.3519,0,634957.64057,"-",1783.588878,"-","-",20823400.151,-5461349.1444,73646000,"-",0.42661781836,0.046339467475,1079911341.5,800650759.06,770510.39529,53514800.695,219381.43199,58020146.201,35.597439545,2502.5,10.862056267
"RPAD3<XBSP>","Alfa Holding","RPAD3",939555381.97,0,49079015.156,3729484.3439,0,169440.94341,"-",1783.588878,"-","-",17768112.403,-5472050.6777,84682000,"-",0.21337872571,0.019409576021,935825897.63,732214305.08,725920.67334,45419090.778,329963.94243,50138466.949,53.531725888,103.89901477,9.0963032778
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",300069209.24,109041489.64,-3506535.7341,141773912.73,3399520.4015,72843553.366,"-",5076093.9468,"-","-",50889357.867,0,182155,"-","-",0,154856537.15,"-",4057664.6974,-3674193.0887,-5934000.1971,-5691432.1097,"-","-","-"
