"Ativo","Nome","Código","Ativo Tot| < Dez 2016| personalizado| consolid:sim*","Imobil| < Dez 2016| personalizado| consolid:sim*","Lucro Liquido| < Dez 2016| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2016| personalizado| consolid:sim*","PasNoCir| < Dez 2016| personalizado| consolid:sim*","Receita| < Dez 2016| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2016| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2016| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2016| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2016| personalizado| consolid:sim*","DpInCP| < Dez 2016| personalizado| consolid:sim*","DivPag| < Dez 2016| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez16","Dividendos| < Dez 2016| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez16|1 tri","Divid por Ação|30Dez16|1 tri","Patrim Liq| < Dez 2016| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez16|personalizado","DesFin| < Dez 2016| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2016| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2016| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2016| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2016| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2016| de 12 meses| consolid:sim*","Fechamento|30Dez16|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",167266.99632,0,-110396.21757,0,0,0,"-",0,0,109281.10426,"-",0,176262000,"-","-","-",167266.99632,"-",0,"-","-",-131583.37044,-6.2105263158,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",272718801.48,177705572,-1841052.0728,52136007.639,143411377.3,131234339.97,"-",10865664.08,10865664.08,6415246.8655,"-",-970148.57865,2250000,"-",0,0,77171416.535,26520182.266,9499650.2776,"-","-",3396635.1386,-0.50463883367,0.35755370349,"-"
"AESL3<XBSP>","AES Sul","AESL3",4232481700.5,27948084.858,-450467862.9,962333864.58,1684869302.8,3181604493.9,"-",0,0,162722909.59,"-",0,526451,"-","-",0,1585278533.2,"-",337373071.12,"-","-",15467736.706,-0.070201276387,0.045847573592,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",4571495103.3,3444927350.6,399804919.94,923252488.45,1888483417.4,1741079934.5,"-",179518746.24,179518746.24,80384057.978,"-",-857261197.95,1967385000,"-",2.869860217,0.089606141027,1759759197.5,6160798247.7,248970233.34,567119866.13,718552253.47,718552253.47,-4.7450368188,2.8860970399,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",97701767.663,0,15932738.956,4415848.7028,8307594.1505,34962147.571,"-",0,0,39371305.594,"-",-21722407.255,63085000,"-",0,0,84978324.81,213085050.84,686909.79822,23681661.339,18286743.151,18286743.151,3.3896238115,26.621753247,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",20005.13276,0,-108761.46146,172.84256286,0,0,"-",0,0,16412.237679,"-",0,54674000,"-","-","-",19832.290197,"-",0,-108761.46146,-114885.66375,-114885.66375,-18.759286235,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3621366153.9,2235802.1841,68217056.665,1430382603.9,471456525.6,34073402.263,"-",931119.61284,931119.61284,2114254.8335,"-",-4131494.8091,73646388,"-","-",0,1164406892.6,237978596.66,186909717.25,"-","-",9166231.3983,0.071679587014,0.049040956955,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",991681416.64,6690.6798528,56628799.16,6817802.77,327843.31278,266512.0808,"-",0,0,6690.6798528,"-",-6598125.4481,84682269,"-","-",0,984535770.56,381873266.89,0,"-","-",56195020.083,147.7829912,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",5562275508.4,3202605.4229,107401023.22,250739918.16,1455289774.8,381696594.92,"-",2953935.155,2953935.155,285520302.26,"-",-38775835.087,76423831,"-",0,0,2761795556.3,1468361811.1,110652693.63,"-","-",430925502.16,-6.1198017293,3.8943968558,"-"
"APTI4<XBSP>","Aliperti","APTI4",473961070.09,358334971.1,-16462417.778,18545449.439,146293945.21,37590469.639,"-",3286238.921,3286238.921,39028.965808,"-",-821838.50858,18215,"-","-",0,309034696.6,"-",6745320.4049,"-","-",-10567928.827,3.4349401957,-1.5667052405,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",10880191777,4822052142.9,122953508.54,1517187484.3,6032590158,2890982548.3,"-",444076033.41,444076033.41,270344725.24,"-",-866443.04093,1189412363,"-","-","-",3330414134.7,"-",910730881.1,"-","-",693157778.08,-1.2612545526,0.76110055392,"-"
"AALR3<XBSP>","Alliar","AALR3",2415683342.2,517642288.62,16494756.064,451151427.36,613087066.95,1060996859.9,"-",60625365.259,60625365.259,177674348.83,"-",0,114898767,"-","-","-",1308696979.2,1877033363.2,"-","-","-",112193780.22,-1.5245859409,"-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",4217416519.7,805204363.35,403188173.72,1109013639,804858678.23,4521119859.6,"-",115549156.17,115549156.17,436396248.06,"-",-146960782.97,463054000,"-",1.4064042419,0.12558947102,2203489545.8,4864294162.8,219372895.9,"-","-",526715965.61,-5.425363534,2.4010074875,"-"
"ALTR3<XBSP>","Altere Sec","ALTR3",20072.039558,0,-667952.87197,6690.6798528,0,676873.77844,"-","-","-",18956.926249,"-","-",36147533,"-","-","-",13381.359705,"-",5575.566544,-518527.68859,-548635.74793,-548635.74793,-18.222222222,-98.4,"-"
"ALUP11<XBSP>","Alupar","ALUP11",11407610264,4248941888.1,346590597.73,1982074877.4,4343059681.6,1732675325.4,"-",98229216.258,98229216.258,684382951.46,"-",-545381847.29,750886270,"-",0,0,3232916432.8,5983305540.4,572312948.81,"-","-",1384355187,-2.8853772763,2.4188779755,"-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",93492681040,21358697438,13990891791,32085880058,9385345587.9,50852022686,"-",3916283516,3916283516,8783579151.3,"-",-11519790662,15699593000,"-",2.3257857563,0.42533640265,49985007592,2.8711193159E11,5127237468.4,"-","-",19068855748,-4.6192198552,3.7191286468,"-"
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",9036911707.8,79788587.471,-247367815.52,2395096120.3,4110678988.9,4981197769,"-",304047909.89,304047909.89,280291535.96,"-",0,98063000,"-",0,0,2531136598.6,4702108325.2,988677301.39,"-","-",141748743.36,-0.28673709,0.14337210247,"-"
"ANIM3<XBSP>","Anima","ANIM3",1547612235.8,249261277.91,23244536.922,299172634.5,539570991.84,1070992735.6,"-",46969687.68,46969687.68,44122803.402,"-",-17004362.846,80040982,"-",0,0,708868609.49,1216542437.1,153131820.02,"-","-",62545590.377,-1.5253596584,0.40844280679,"-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3",1011572807.8,81461257.434,129519295.7,225063319.11,39719220.946,1381748052.1,"-",28786650.066,28786650.066,5597868.8101,"-",-82633241.521,88836000,"-",1.0023826993,0.28011323429,746790267.78,2482498879.8,33435557.451,"-","-",168745636.57,26.670074022,5.0468916756,"-"
