"Ativo","Nome","Código","Ativo Tot| < Dez 2012| personalizado| consolid:sim*","Imobil| < Dez 2012| personalizado| consolid:sim*","Lucro Liquido| < Dez 2012| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2012| personalizado| consolid:sim*","PasNoCir| < Dez 2012| personalizado| consolid:sim*","Receita| < Dez 2012| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2012| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2012| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2012| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2012| personalizado| consolid:sim*","DpInCP| < Dez 2012| personalizado| consolid:sim*","DivPag| < Dez 2012| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez12","Dividendos| < Dez 2012| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez12|1 tri","Divid por Ação|30Dez12|1 tri","Patrim Liq| < Dez 2012| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez12|personalizado","DesFin| < Dez 2012| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2012| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2012| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2012| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2012| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2012| de 12 meses| consolid:sim*","Fechamento|30Dez12|ajus p/prov ed"
"ABEV3<XBSP>","Ambev S/A","ABEV3",80063937432,16870678896,15533986837,22941134488,12886672394,47646859962,"-",2614552542.2,2614552542.2,13195475705,"-",-8056853900.2,3127027000,"-",1.7536806869,0.43397640091,42669033424,3.9072965332E11,2179639121.6,"-","-",20489831178,-17.052460957,9.4005613013,24.744002886
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",7730167693.9,63720285.791,729353649.84,1569423957.2,3126068082.5,5456358433.9,"-",261110664.42,261110664.42,30767685.323,"-",-19451362.297,3.922515918E12,"-",0,0,3034675654.2,6552443715.4,481770832.84,1130739414.5,1044277089,1044277089,12.07782793,2.1675805546,50.779159814
"ANIM3<XBSP>","Anima","ANIM3",386781720.83,165157706.23,34744290.018,104337828.76,255306891.18,478506764.74,"-",13657937.092,13657937.092,8086255.644,"-",0,"-","-","-","-",27137000.888,"-",32142496.612,"-","-",51502204.823,-3.0342274865,1.602308789,"-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3",941067196.83,90308840.456,143208030.94,188360972.88,81711095.88,1271826096.8,"-",11172928.73,11172928.73,17026963.895,"-",-28873993.645,88587000,"-",0,0,670995128.07,5163943008.1,20728606.333,"-","-",189524388.45,24.194187583,9.1431322208,58.46643706
"ARTR3<XBSP>","Arteris","ARTR3",8941329133.9,69787194.962,596588271.52,1545800855.7,5019789326.6,4610491744.7,"-",357035535.08,357035535.08,1007362666.7,"-",-284760375.17,344444000,"-",1.130265091,0.31662825655,2375738951.6,9649126038.4,502564484,"-","-",1237182330.6,-3.5253183486,2.4617384833,28.013627871
"ATMP3<XBSP>","Atmasa","ATMP3",3665895865.6,801893423.96,65823894.892,1217790100,1702422905.6,5349956909.9,"-",304560614.31,304560614.31,525158694.47,"-",-153090411.01,64685729,"-",0,0,730691503.83,2372994318.7,178604247.6,"-","-",238673152.88,-1.9569464983,1.3363240577,22174.375623
"ATOM3<XBSP>","Atompar","ATOM3",758363.64632,0,-2709708.7012,9536459.8098,25698623.056,0,"-",0,0,0,"-","-",88485000,"-",0,0,-34476719.219,10464531.344,2051868.891,"-","-",-697753.68628,0.34680382072,-0.34005763689,1.1797755078
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3",7076208399.5,387334601.93,-252295610.97,2435324455.5,3208400060.9,7114188670,"-",139445778.55,139445778.55,53613205.382,"-",-174438.42157,156536355,"-",0,0,1432483883.1,3933908725.7,925868879.78,"-","-",236300494.68,-0.3803915596,0.25522025834,21.805529096
"BAHI3<XBSP>","Bahema","BAHI3",79549833.403,32522.417581,-3027541.4184,616447.64233,3961821.778,0,"-",0,0,1478.2917082,"-",-8862358.7908,5996334,"-",0,0,74971563.983,60574954.304,1918822.6373,"-","-",-7036668.5312,-1.5320244609,-3.6671802773,"-"
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",3712893715.6,165568.67132,119694323.03,1316225110,1244652138.6,3780123465.9,"-",121369227.53,121369227.53,164894570.3,"-",-79458179.317,39091735000,"-","-",0,1152016467,"-",138272014.93,"-","-",199551641.11,-6.0292107732,1.4431816967,"-"
"BTTL3<XBSP>","Battistella","BTTL3",733729393.29,336230057.58,-50488096.711,348493965.59,481788572.34,1211557622.1,"-",45135202.436,45135202.436,56485526.171,"-",0,149678000,"-",0,0,-96553144.631,238223604.37,137049467.69,"-","-",68412383.673,-0.53150338808,0.49918022177,32.581973479
"BALM4<XBSP>","Baumer","BALM4",148589012.76,28847384.394,12503391.268,44799630.218,11048752.227,147453684.73,"-",3995822.4873,3995822.4873,4525050.9189,"-",-1824211.9679,980000,"-",0,0,82314238.897,115898069.92,1877430.4694,"-","-",19414405.004,12.888125613,10.340944881,11.826333665
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",341613995.98,1748819.0908,15516149.769,19331620.668,34086450.208,52420223.974,"-",510010.63934,510010.63934,250700534.21,"-",-34674810.308,454750,"-",0,0,284990988.68,254111692.33,458270.42955,"-","-",1862647.5524,0.084774271681,4.064516129,558.79426571
"BIOM3<XBSP>","Biomm","BIOM3",12311213.346,10132211.368,-20903044.754,24283897.891,20542341.577,0,"-",196612.79719,196612.79719,808625.5644,"-",0,17339000,"-",0,0,-32515026.122,123142660.18,4488093.6262,"-","-",-17497060.659,5.1371527778,-3.8985507246,6.4451797018
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",1064247331.7,455812030.44,-35047339.819,448049520.68,639395164.52,1454695216,"-",33740529.949,33740529.949,44671018.839,"-",0,54065000,"-",0,0,-28185109.709,615413577.28,219502666,"-","-",62035033.244,-0.57786529696,0.28261630883,11.382846153
"BBRK3<XBSP>","BR Brokers","BBRK3",1354889829.6,81297174.202,121960544.22,151626902.22,79258609.937,566373467.3,"-",22388727.921,22388727.921,95071896.339,"-",-89822482.484,190814000,"-",0,0,992536879.24,1918135527.3,3602596.8929,"-","-",79758272.534,0.6464921215,22.139105458,93.875849612
"BRML3<XBSP>","BR Malls Par","BRML3",26468651902,15788155.443,2575327550,2124018396.1,11313557142,1661026302.9,"-",18885176.573,18885176.573,517999327.73,"-",-100908192,453150000,"-",0,0,12105442531,18100370722,2026018003.9,"-","-",5040092184.9,-7.8564189656,2.4876838089,26.718021375
"BRPR3<XBSP>","BR Propert","BRPR3",22765013771,12828615.444,1798192555.6,1237863823.1,9678247202.4,932543366.84,"-",412443.38659,412443.38659,847903775.09,"-",-88697502.494,311612398,"-",0,0,11743094016,11746677615,838395402.82,"-","-",3367733297.8,-6.2525730753,4.0168794896,37.69643856
"BRAP4<XBSP>","Bradespar","BRAP4",16351125884,47305.334663,704756354.1,1496155385.2,1082694933.9,0,"-",0,0,375789143.69,"-",-879261298.8,349548000,"-",2.008129924,0.9745919761,13772275564,16551409870,134577763.95,"-","-",843270808.87,-9.2755329355,6.2660485962,48.532316781
"AGRO3<XBSP>","Brasilagro","AGRO3",1077912660.3,21584537.232,20361989.989,148621535.18,82107278.058,164610738.29,"-",18871871.947,40392842.636,65893374.602,"-",0,58422400,"-",0,0,847183847.02,863653494.95,36295018.02,"-","-",26925605.174,0.14413826838,-0.043623443489,14.782917082
"BRKM5<XBSP>","Braskem","BRKM5",60851776038,31305465672,-1080842634.4,18710186748,29333965588,52499160316,"-",2844624993.9,2844624993.9,4860064342.4,"-",-712611996.24,796110590,"-",0,0,12677810472,12927477481,5769031913.1,"-","-",2274504057.1,-0.4562450683,0.39426095945,18.922133865
"BFRE3<XBSP>","Brazilian Fr","BFRE3",3985261571.4,12420606.932,-24112416.053,1655147136.7,1154542867.5,88904463.333,"-",3954430.3195,3954430.3195,8999839.9197,"-",-26202720.528,972,"-","-","-",1175571567.1,"-",206498133.85,"-","-",-298381354.97,-1.1135004524,-1.4449590871,"-"
"BRFS3<XBSP>","BRF SA","BRFS3",45490359062,15774407331,1202186731,11034291577,12908428413,42157010829,"-",1429014332.4,1429014332.4,2854127453,"-",-650137910.36,869485737,"-",0,0,21492185392,53970909656,2300969913.6,"-","-",2053221527.9,-2.4341222078,0.89232871573,62.36912717
"BRQB3<XBSP>","Brq","BRQB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CABI3B<XBSP>","Cabinda Part","CABI3B",26609.250748,0,-180351.5884,54696.793204,147829.17082,0,"-",0,0,26609.250748,"-",0,4000,"-","-","-",-175916.71328,"-",0,-180351.5884,-180351.5884,-180351.5884,"-","-","-"
"CACO3B<XBSP>","Caconde Part","CACO3B",2956.5834165,0,-189221.33865,53218.501496,118263.33665,0,"-",0,0,2956.5834165,"-",0,909753,"-","-","-",-168525.25474,"-",0,-189221.33865,-189221.33865,-189221.33865,"-","-","-"
"CAIA3B<XBSP>","Caianda Part","CAIA3B",7391.4585411,0,-192177.92207,54696.793204,125654.79519,0,"-",0,0,7391.4585411,"-",0,1115123,"-","-","-",-172960.12986,"-",0,-192177.92207,-192177.92207,-192177.92207,"-","-","-"
"CAMB3<XBSP>","Cambuci","CAMB3",385820831.22,71892282.354,-18293859.889,160864747.11,181248911.47,405306194.23,"-",9616287.562,9616287.562,34408717.801,"-",0,36960000,"-","-","-",43158726.422,111460829.53,54608095.702,"-","-",10658483.216,-0.3681388818,0.1951813752,"-"
"CRFB3<XBSP>","Carrefour BR","CRFB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CASN4<XBSP>","Casan","CASN4",3322133911.8,366799651.81,31662051.807,355722812.04,1138294963.4,902263517.78,"-",99432856.879,99432856.879,18363339.6,"-",-8543047.7818,715094432,"-","-",0,1828116136.4,6414125803.2,59792464.723,"-","-",76157153.933,-1.6292536369,1.2736914975,"-"
"CCRO3<XBSP>","CCR SA","CCRO3",21148183955,829182688.89,1740369175.4,5534267363.5,10643409075,8526340128.9,"-",798664834.87,798664834.87,1289796210.8,"-",-1593446197.4,1765587200,"-",2.8316813995,0.81418694542,4891483954.3,50765529253,1385146026,"-","-",3691938930.6,-3.7213622845,2.6653788564,28.752773725
"CEAB3<XBSP>","Cea Modas","CEAB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CEBR3<XBSP>","Ceb","CEBR3",3583998505,292998894.86,82043711.515,909581061.74,1459282355.1,2407661182.8,"-","-","-",274124066.33,"-",-28032845.663,9183458,"-",0,0,874944687.01,232740978.94,110836399.11,"-","-",82018580.556,0.83380171624,0.73999679897,"-"
"CEDO4<XBSP>","Cedro","CEDO4",928355366.43,529133820.88,19281358.75,258001816.96,195419815.79,746447136.86,"-",21322879.599,21322879.599,20764085.334,"-",-8078864.1854,10000000,"-",3.6188178528,0.44699106363,439224119.18,146562785.12,54587399.618,"-","-",46449403.764,-2.9045110002,0.85091805232,"-"
"CEED3<XBSP>","Ceee-D","CEED3",5163353625.8,256482133.09,-456319084.49,1549770068.9,2053758147.8,3235906634.7,"-",101001324.38,101001324.38,286311103.17,"-",0,387229828,"-",0,0,1559825409.1,1087633423.4,256765965.09,"-","-",-212536955.48,-1.3309387816,-0.82774582448,112.35016982
"EEEL3<XBSP>","Ceee-Gt","EEEL3",5435304603.3,443654559.43,-192556364.75,636105965.47,1450656523,1408609472,"-",93051071.574,93051071.574,173214396.04,"-",0,387229828,"-",0,0,3348542114.8,1217352308.3,83384522.094,"-","-",335445084.68,3.0580989475,4.0228699075,125.35913685
"CEGR3<XBSP>","Ceg","CEGR3",3040979090.1,0,429261911.36,927169776.48,804066512.77,4044359239,"-",150705926.49,150705926.49,47105765.283,"-","-",51927546000,"-","-",0.23821643751,1309742800.8,"-",122250289.39,"-","-",695636772.56,-9.9652273353,5.6902668779,"-"
"CLSC4<XBSP>","Celesc","CLSC4",7937314797.8,403860424.94,-381940315.49,1980924193.6,3146483291,6719152168.3,"-",245239724.64,245239724.64,295458772.26,"-",-113824026.65,38571000,"-",0,0,2809907313.2,1775761758.2,224237634.35,"-","-",-737978003.66,-3.8878677902,-3.2910532874,39.913876122
"GPAR3<XBSP>","Celgpar","GPAR3",679384433.52,170522426.84,-1178677458,1608734690.3,2203355355.5,105266195.95,"-","-","-",2063695.2247,"-",-617925.93404,32774000,"-","-",0,-3132705612.3,"-",26822124.754,"-","-",-1156266555.7,53.657405502,-43.108686067,"-"
"CEPE5<XBSP>","Celpe","CEPE5",5722445028.2,0,22363596.962,1387916344.6,2027361771.1,5241816914.8,"-",215678325.35,215678325.35,284721939.59,"-",-118653605.66,74612000,"-",0,0,2307166912.4,2278977978.1,275558009.29,33576439.569,120192507.33,120192507.33,-1.3876467777,0.43617860228,"-"
"MAPT4<XBSP>","Cemepe","MAPT4",1142719.4905,0,-211395.71428,4434.8751247,7667899.0906,0,"-",0,0,0,0,0,9188947,"-",0,0,-6529614.4752,5613415.4974,2956.5834165,"-","-",-208439.13086,70.5,-70.5,"-"
"CMIG4<XBSP>","Cemig","CMIG4",60274330166,13024531965,6314796515.6,21150469394,21319223784,27289819293,"-",1479113638.4,1479113638.4,3674752311.2,"-",-2583438936.6,852655000,"-",17.260358728,3.9075595423,17804636988,28100872360,2894369509.9,"-","-",6035276684.6,3.2600205698,2.0851783658,21.945547762
"CNTO3<XBSP>","Centauro","CNTO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CESP6<XBSP>","Cesp","CESP6",24968157731,22442783136,218760563.57,2646285552,7716443233.7,4958197780.8,"-",1146162431.8,1146162431.8,313397.84214,"-",-733417473.74,327503000,"-",0,0,14605428944,8911896518.3,920949124.97,"-","-",1411452226.9,-1.6557949337,1.5326060785,28.664076223
"HGTX3<XBSP>","Cia Hering","HGTX3",1747834548.6,379161127.08,459769417.34,465630843.96,123223005.33,2204600077.1,"-",50655143.674,50655143.674,286005096.79,"-",-366978525.11,164224000,"-",1.7862500304,1.1087873558,1158980699.2,10193953344,43438123.555,"-","-",551594985.09,9.9930367712,12.698407296,62.073468828
"CIEL3<XBSP>","Cielo","CIEL3",14837893272,743594033.86,3421677640.5,6840731313.3,4617628937.1,8023289287,"-",469100394.6,469100394.6,637372861.46,"-",-2090257170.1,654345737,"-",0,0,3366325964.1,55127217869,149663730.83,"-","-",4087868320.5,3.7046591169,27.313687143,20.314391505
"CMSA3<XBSP>","Cims","CMSA3",228014.66966,0,-249987.99761,69126.398568,70665.300237,0,"-",0,0,223899.10554,"-",0,666243,"-","-","-",88222.970855,"-",90.175794202,-249987.99761,-263064.96606,-263064.96606,-20.116662898,-2917.2459016,"-"
"CNSY3<XBSP>","Cinesystem","CNSY3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBMA3<XBSP>","Cobrasma","CBMA3",251012453.76,248083957.89,-786442319.03,9067841.3383,6893510762.1,81306.043952,"-",0,0,1478.2917082,"-","-",102584864,"-",0,0,-6651566149.7,9099021.2304,680271408.54,"-","-",-107659550.23,0.15830098206,-0.15825970176,0.088697502493
"CEEB3<XBSP>","Coelba","CEEB3",10507175625,0,1190759536.1,2246747652,4337526659.1,8594217371,"-",389846219.54,389846219.54,373237612.2,"-",-463317317.44,188177000,"-",0,0,3922901313.9,11472230025,735042116.33,1381760738,1554911567.5,1554911567.5,-8.9800988653,2.115404727,"-"
"COCE5<XBSP>","Coelce","COCE5",5263439887.6,55310284.263,620882517.46,1172301585.8,1784515400.7,4277762281.9,"-",169363446.14,169363446.14,225757318.22,"-",-407729114.34,77855299,"-",0,0,2306622901.1,5172782673.9,319683538.49,"-","-",802056036.05,9.3431375926,2.508906276,66.52312687
"COGN3<XBSP>","Cogna ON","COGN3",5593737560.6,549705728.29,298679969.9,544834757.11,1728358055.3,2077836563.2,"-",127036997.94,127036997.94,195468599.41,"-",0,134351857.14,"-",0,0,3320544748.2,9185769683.5,140649108,"-","-",359307669.43,-7.0583998838,2.5546388068,8.5463739382
"CGAS5<XBSP>","Comgas","CGAS5",8822603091.9,0,542023046.28,2814769414.6,2670925718.2,7804675074.3,"-",429536873.62,429536873.62,33039819.679,"-",-289474647.43,119823000,"-",3.0963726097,2.6777450434,3336907959.1,9779223839.3,309752374.79,"-","-",993045411.58,-4.1048090437,3.205933166,86.296487026
"CRTE3B<XBSP>","Conc Rio Ter","CRTE3B",295439554.47,5092714.9348,71518274.552,55132889.258,78770773.673,299618685.13,"-",20094419.19,20094419.19,9039753.7958,"-",-38676545.962,86466,"-","-","-",161535891.54,"-",30387764.354,"-","-",140221881.69,-4.7464971978,4.6144191477,"-"
"CALI4<XBSP>","Const A Lind","CALI4",42786196.911,4434.8751247,4480702.1676,26718644.334,24668253.735,48038567.35,"-",45827.042955,45827.042955,2609184.865,"-",0,372119,"-","-",0,-8600701.1584,"-",2674229.7002,"-","-",7525983.0866,-4.2248962656,2.8142620232,"-"
"CSMG3<XBSP>","Copasa","CSMG3",13346220067,293622733.96,712127116.56,1276711850.9,4692442323.9,5202148435.1,"-",561647368.71,561647368.71,735747261.48,"-",-208351911.65,119327000,"-",0,0,7377065893.1,7717505016.7,380599504.91,"-","-",1128088837.4,-6.1688317987,2.9639787306,63.623785618
"CPLE6<XBSP>","Copel","CPLE6",31356864397,11636889105,1035821260.4,4209905735.9,8672010993.9,12613105643,"-",812850522.1,812850522.1,2192509129.3,"-",-332179538.3,273655375,"-",0,0,18083930640,11430407775,1000447218.1,"-","-",1479058941.6,-35.962725998,1.4783977753,46.861847151
"CORR4<XBSP>","Cor Ribeiro","CORR4",30202977.891,2508661.0289,-2904843.2067,2023781.3486,17201402.317,3573031.0588,"-","-","-",57653.376621,"-","-",23153,"-","-",0,10977794.225,"-",560272.55742,"-","-",-2008998.4315,-27.734693878,-3.5857519789,"-"
"CSAN3<XBSP>","Cosan","CSAN3",51531461694,10372475162,899503547.16,6584467967.4,25044829330,31864528987,"-",1615221434.3,1938711573.9,3436428035.2,"-",-835540821.53,404307000,"-",0,0,14386108108,24953293877,1167029997.6,"-","-",1677167770,-2.8628872732,"-",55.217128579
"RLOG3<XBSP>","Cosan Log","RLOG3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CSRN3<XBSP>","Cosern","CSRN3",2587501282.2,0,363470538.88,586769458,770051020.56,2096712870,"-",80395416.26,80395416.26,184674113.36,"-",-204351654.29,168074000,"-",0,0,1230680803.7,2469878150.6,116243990.18,417280357.06,385814918.05,385814918.05,12.261545689,3.3190095887,14.782917082
"CTNM4<XBSP>","Coteminas","CTNM4",4598025310.8,1618016883.9,-151848645.98,1227591174,929490694.46,3023328287.1,"-",161160405.45,161160405.45,275498877.62,"-",-5113411.0188,116675000,"-",0,0,1570486848.9,565703801.15,201031411.11,23012567.022,200688447.43,178268675.39,-1.1482232633,0.88677025348,17.739500499
"CPFE3<XBSP>","CPFL Energia","CPFE3",45938930420,14209277811,1812273284.1,7677287721.2,25833554131,22255898976,"-",1666187019.2,1666187019.2,3663051632.4,"-",-2079728776.6,962274260,"-",0,0,10195275292,30441972075,2199644843.3,"-","-",4096513370.5,-3.6099498197,1.8623521806,29.906209921
"CPFG3<XBSP>","CPFL Geracao","CPFG3",11286167353,7261462003.2,466535558.49,763658887.22,6468420590,2212106842.4,"-",416996525.06,416996525.06,486872417.52,"-",-377268913.69,2.05487716E11,"-","-",0,3750903552,"-",637634519.09,"-","-",1288357833,-2.228581511,2.0205271114,"-"
"CPFP4<XBSP>","CPFL Piratininga","CPFP4",3941844143.9,0,227424831.27,1199874682.8,2253970585.3,3788398942.9,"-",123061871.54,123061871.54,528691811.65,"-",-172419075.1,53031259000,"-","-",0,487998875.8,"-",178932428.36,"-","-",366848435.44,-27.351151769,2.0502065433,"-"
"CPRE3<XBSP>","CPFL Renovav","CPRE3",13018816890,6850915264.8,12256516.552,1385605774.7,6753197226.4,1192123999.3,"-",427777706.48,427777706.48,946232348.06,"-",-616447.64233,412274029,"-","-","-",4864664786.2,"-",375610270.39,"-","-",318038199.82,-1.0886334081,0.84672391807,"-"
"CRDE3<XBSP>","Cr2","CRDE3",990440661.59,10618569.34,-37898964.524,299249112.2,79747924.492,232681636.58,"-",3811036.0238,3811036.0238,16827394.515,"-",0,48443062,"-",0,0,574443461.73,335864861.55,33616353.445,"-","-",-17494104.075,0.80470556235,-0.52040457344,138.66376223
