"Ativo","Nome","Código","Ativo Tot| < Mar 2008| personalizado| consolid:sim*","Imobil| < Mar 2008| personalizado| consolid:sim*","Lucro Liquido| < Mar 2008| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2008| personalizado| consolid:sim*","PasNoCir| < Mar 2008| personalizado| consolid:sim*","Receita| < Mar 2008| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2008| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2008| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2008| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2008| personalizado| consolid:sim*","DpInCP| < Mar 2008| personalizado| consolid:sim*","DivPag| < Mar 2008| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar08","Dividendos| < Mar 2008| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar08|1 tri","Divid por Ação|31Mar08|1 tri","Patrim Liq| < Mar 2008| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar08|personalizado","DesFin| < Mar 2008| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2008| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2008| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2008| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2008| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2008| de 12 meses| consolid:sim*","Fechamento|31Mar08|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1063956.905,0,-88342.992114,86422.492285,172844.98457,0,"-","-","-",0,0,"-",81210000,"-","-","-",804689.42817,"-",0,-88342.992114,-96024.991428,-96024.991428,-3.375,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",278299630.16,106407213.5,8841981.2107,156269150.55,202074991.96,85823296.339,"-","-","-","-",19429696.766,"-",2250000,"-",0,0,-80044512.355,301614498.08,3264849.7086,11474986.475,14438317.711,14382623.216,-2.6556110319,2.4583470892,13.405088803
"AESL3<XBSP>","AES Sul","AESL3",4062721362.3,1422558394.5,40937374.346,1179325170.7,1684485763.6,723924728.38,"-","-","-","-",82679438.119,"-",278483,"-","-",0,1198910428,"-",65235538.177,51959122.862,98247009.73,89750718.488,-1.0763981593,0.82405403175,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",34521950430,15002787179,28191016.983,7283668444.8,16031664235,3833119846.3,"-","-","-","-",4796304284.3,"-",650000008,"-","-","-",6450789920.2,"-",356160534.21,792751601.23,1044767270.7,899748408.18,-4.1203099713,1.863979685,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",1376.9983771,0,-43706.735098,17.284498457,1479409.0304,0,"-","-","-","-",1376.9983771,"-",1000,"-","-","-",-1478049.3166,"-",0,-43706.735098,-39867.655941,-43706.735098,166.80267703,-166.80267703,"-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",1031473570.9,15363.998628,22024292.034,11209957.499,0,243903.47823,"-","-","-","-",36777571.717,"-",73646000,"-",0.85071341688,0.089469226465,1020263613.4,747836767.04,7681.9993142,23793072.376,-2773201.7524,22850106.96,37.676660517,-6283.3076923,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",903091998.38,7681.9993142,18306204.366,10802811.535,0,74899.493314,"-","-","-","-",33578019.003,"-",84682000,"-",0.56093912138,0.044705368552,892289186.85,684288419.01,1920.4998286,20078825.708,-2730950.7562,19214600.785,32.882734531,-4118.5625,"-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",275591725.4,41515444.794,261187.97668,23408972.41,78826915.463,9744616.1301,"-","-","-","-",56545276.452,"-",182155000,"-","-",0,173355837.52,"-",1342429.3802,-937203.91634,-1256006.8879,349530.9688,3.3583241455,2.9162278602,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",3917804286.3,2763082638.8,126752.98868,839517692.56,2670537593.1,209230774.32,"-","-","-","-",118757947.89,"-",707543040,"-","-","-",407749000.6,"-",88419812.107,126752.98868,85585154.36,84507753.956,-9.5796158612,5.254991928,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",2564673881.1,433293568.82,43336078.631,454582309.42,395409789.2,646426798.79,"-",22118396.526,69687256.779,"-",143520872.69,-26391508.644,17418000,"-",0.77949714723,0.048134218628,1680272187,4032192751.4,9904017.6159,59205168.715,64215752.768,63124908.865,7.4553143502,7.171740457,6.1750346103
"ALTR3<XBSP>","Altere Sec","ALTR3",2319963.7929,0,-3840.9996571,831576.42577,0,57614.994857,"-","-","-","-",42250.996228,"-",10367000,"-","-","-",1488387.3671,"-",1060115.9054,-3840.9996571,-44171.496057,-44171.496057,-0.10236220472,-0.015849792733,"-"
"ALUP11<XBSP>","Alupar","ALUP11",5306189306.8,4637788149,43103698.152,1046244135.1,2392867886.9,270358363.37,"-","-","-","-",417779771.21,"-",134667000,"-","-","-",864837562.3,"-",87515256.688,133518909.58,203267622.35,203267622.35,"-","-","-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",65815047079,10572255531,1428513864.5,14651614183,17326492106,9310177943.4,"-",1532917996.7,5944461663.4,"-",3640357358,-5219918.534,611577000,"-",0,0,33389873396,1.4481378565E11,659887582.09,2146179683.9,2636921164.1,2662703874.3,-4.7297952409,4.1724989879,8.9336225549
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",8713735993.6,4908588227.3,127955221.57,1538700621.6,4008780283.6,1157156841.2,"-","-","-","-",194863515.1,"-",3.922515918E12,"-",0,0,3166255088.4,7231863502.1,153538199.79,195182318.08,292465236.89,291180422.51,-1.9899896297,1.4705714702,56.044426856
"ANIM3<XBSP>","Anima","ANIM3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARTR3<XBSP>","Arteris","ARTR3",3754738486.8,2287407479.8,17695485.42,882617549.71,1442906090.2,299621019.25,"-",104676843.15,406777227.69,"-",496965820.14,-22585077.984,68889000,"-",0,0,1429214846.9,2487264678.6,66760415.04,38999590.019,101509938.93,102122578.38,-2.1185051868,1.9583894189,7.2210793554
"ATMP3<XBSP>","Atmasa","ATMP3",1508756188.3,438158194.89,40516784.883,524365591.19,386391122.01,751681712.4,"-","-","-","-",554194794.53,"-",15691000,"-",0,0,597999475.12,1387872400.7,10217059.088,61152555.541,60948982.559,60975869.557,454.43589744,5.208357823,17284.498457
"ATOM3<XBSP>","Atompar","ATOM3",157480.98594,0,-361053.96777,10912280.025,25717413.204,0,"-","-","-","-",0,"-",88485000,"-",0,0,-36472212.244,100261902.12,193970.48268,-355292.46828,-161321.9856,-167083.48509,1.349726776,"-",11.303567507
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3",3633948650.1,86074881.816,28734518.435,2773551283.4,313404446.52,1437029360.7,"-",43699053.099,"-","-",1329867390.8,0,111240000,"-",0.22550777433,0.25552170874,546992920.17,12604547654,103672421.74,52335540.828,155936904.08,148360532.26,-1.5466771022,1.5213820153,97.329399506
"BAHI3<XBSP>","Bahema","BAHI3",128003234.07,115229.98971,-5988118.4655,21605623.071,51317675.919,0,"-","-","-","-",7681.9993142,"-",2736628,"-",1.0000606097,13.1571697,55079935.083,852635919.11,2302679.2944,-5988118.4655,-601116.44634,-4355693.6112,-13.226666666,5.5972222222,"-"
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",4335201878,1749675209.8,53962204.183,1632334590.8,1179663178.7,918455997.01,"-",40495659.385,"-","-",430011434.61,-79301278.921,39091735000,"-","-",0,1523204108.5,"-",40854792.853,87964653.648,94957193.523,93651253.64,-77.194593148,3.7115077731,"-"
"BTTL3<XBSP>","Battistella","BTTL3",796782730.37,389079821.77,-2581151.7696,342832265.4,87713068.17,327063041.3,"-","-","-","-",54121605.669,"-",149678000,"-",0,0,338708952.26,757303401.69,9679319.1359,-3224519.2122,1012103.4096,5675076.9934,-3.4950166113,0.20256479378,"-"
"BALM4<XBSP>","Baumer","BALM4",100094530.56,10860426.53,1960830.325,41000750.84,6228180.944,33355241.022,"-","-","-","-",1676596.3503,"-",440000,"-","-",0,52865598.781,"-",376417.9664,5477265.5111,5546403.5049,4213576.6239,-7.9504373178,3.0266370699,"-"
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",376959547.35,8951449.7009,1895533.3308,28976501.413,11928224.435,6320364.9358,"-","-","-","-",806609.928,"-",454750,"-",0,0,314812172.9,447545074.5,434032.96126,2005001.821,-3988878.1439,-3086243.2245,0.002729843034,0.0079931487296,"-"
"BIOM3<XBSP>","Biomm","BIOM3",18851626.317,1382759.8766,-2081821.8142,14157924.736,11056317.513,1217596.8913,"-","-","-","-",218936.98046,"-",8865000,"-","-",0,-6362615.932,80018585.607,779722.9304,-2081821.8142,-1302098.8838,-1302098.8838,6.4334650856,-1.9369297898,"-"
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",814030739.33,330341334.51,9554486.6471,409971018.9,1327341933.5,305791585.2,"-",4830057.0688,"-","-",8329207.7565,0,54065000,"-",0,0,-928671135.6,1160839783.7,74023745.392,1204153.3925,28868953.423,28392669.465,"-","-",21.471188083
"BBRK3<XBSP>","BR Brokers","BBRK3",896218529.5,17401648.947,45919150.901,72091722.565,165677679.21,100507438.02,"-",2663733.2622,"-","-",509879260.98,0,1605411,"-",0,0,658426081.72,3776940481,541580.95165,59579666.181,46182259.377,46239874.372,"-","-",219.70438938
"BRML3<XBSP>","BR Malls Par","BRML3",6261887636.5,2871542866.7,2606118.2674,379742351.6,2463578770.1,127757410.09,"-",25054840.763,"-","-",36034338.283,0,170544000,"-",0,0,3400719309.9,5122564864,107761165.88,15486910.617,55068412.084,55888465.511,-0.5932199049,0.33558706487,10.045691411
"BRPR3<XBSP>","BR Propert","BRPR3",2536369554.6,2073778760.9,2567708.2708,148345168.26,1067383076.7,36844789.211,"-","-","-","-",421265478.39,"-",240804000,"-","-","-",1320641309.6,"-",30923888.24,4251986.6204,23468507.905,23691285.885,"-","-","-"
"BRAP4<XBSP>","Bradespar","BRAP4",8150760673.9,274631.47548,218157257.53,387979375.37,138713861.62,0,"-",30727.997257,65487123.654,"-",596532213.25,-46091.995885,349685000,"-",0,0,7624067436.9,31605672496,2627243.7655,221053371.27,-4190530.6259,206104200.6,41.050114406,267.37755698,90.935666882
"AGRO3<XBSP>","Brasilagro","AGRO3",1379650587.3,70643665.694,1277132.386,239194412.65,28642334.443,8261990.2625,"-",941044.91599,"-","-",762069695.97,0,58422400,"-",0,0,1105161228.8,1240934313.6,27031035.087,14745597.683,-24945372.273,-40910487.348,-0.76311580655,-2.3860402874,21.240728104
"BRKM5<XBSP>","Braskem","BRKM5",40536986621,17980817921,158923281.31,10010647607,18046435639,8469778741.4,"-",635527962.27,2632331169.5,"-",3317187169.9,-184367.98354,432838000,"-",4.3471087135,1.2439446093,11213965582,12337537591,443153414.94,116670364.58,543080862.02,718092170.4,-4.1409030701,5.7897805829,28.615447446
"BFRE3<XBSP>","Brazilian Fr","BFRE3",2194549392.6,3958150.1467,2392942.7864,718825801.33,441787939.56,67543978.97,"-","-","-","-",67075377.012,"-",399545000,"-","-","-",861578474.09,"-",24674581.797,11538362.97,23203478.929,23203478.929,"-","-","-"
"BRFS3<XBSP>","BRF SA","BRFS3",16986010533,5045573639.1,97962775.755,4813060645.4,4063280227.8,4727788532.5,"-",207002994.52,634056859.4,"-",1708207777.5,-120415339.25,206527618,"-",0.85344689195,0.32944796654,8108409811.7,15944777449,251971498.01,84607619.947,150920558.53,144193047.63,-3.9525781683,2.1530446481,38.602046554
"BRQB3<XBSP>","Brq","BRQB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CABI3B<XBSP>","Cabinda Part","CABI3B",583831.94788,0,0,182447.48371,120991.48919,0,"-","-","-","-",1920.4998286,"-",521169,"-","-","-",280392.97497,"-",0,0,0,0,"-","-","-"
"CACO3B<XBSP>","Caconde Part","CACO3B",564626.9496,0,0,178606.48406,115229.98971,0,"-","-","-","-",3840.9996571,"-",515567,"-","-","-",270790.47583,"-",0,0,0,0,"-","-","-"
"CAIA3B<XBSP>","Caianda Part","CAIA3B",3840.9996571,0,-53773.9952,32648.497086,86422.492285,0,"-","-","-","-",3840.9996571,"-",750003,"-","-","-",-115229.98971,"-",1920.4998286,-53773.9952,-51853.495371,-51853.495371,67,-67,"-"
"CAMB3<XBSP>","Cambuci","CAMB3",288026961.79,94642231.552,-6769761.8957,181663919.78,172725913.58,75951927.22,"-","-","-","-",3107368.7226,"-",9240000,"-","-","-",-91991941.788,82020743.338,7747296.3084,-6944527.3801,570388.44908,1148458.8975,-0.17975295845,"-","-"
"CRFB3<XBSP>","Carrefour BR","CRFB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CASN4<XBSP>","Casan","CASN4",2676763853.6,1830284349.1,10958372.021,525112665.62,627273654,216010138.72,"-","-","-","-",17309464.955,"-",573654000,"-",0,0,1524377533.9,16051363371,10080703.6,18166007.878,26963817.593,27011830.089,-1.8225323064,1.7217182172,"-"
"CCRO3<XBSP>","CCR SA","CCRO3",8544455456.8,5008909376.9,321121014.83,1912679553.3,3548649650.2,1191468491.1,"-",163833999.38,602403181.23,"-",1603938080.3,0,403101800,"-",1.9405175693,0.24121477784,3041123001.5,20042923119,184803937,499921469.37,602568344.21,603027343.67,-4.8580945349,3.2955567432,12.43043514
"CEAB3<XBSP>","Cea Modas","CEAB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CEBR3<XBSP>","Ceb","CEBR3",646728317.27,370656.46691,15402408.625,37109818.187,62270286.441,23345595.916,"-","-","-","-",5527198.5066,"-",9183000,"-",0,0,547348212.64,754809198.21,987136.91188,18177530.877,6529699.4171,15959353.575,33.628785694,30.026010816,94.104491599
"CEDO4<XBSP>","Cedro","CEDO4",669805043.21,349517525.3,-2029968.3188,197104738.41,119011453.87,156098226.07,"-",12546625.38,"-","-",30760645.754,0,3569059,"-",0,0,327379923.78,225796269.97,12375700.895,-7956630.7897,-1229119.8903,4722509.0784,-0.85286103542,0.59490951161,"-"
"CEED3<XBSP>","Ceee-D","CEED3",3480834880.8,1650855891.1,21980120.538,1216175721.4,2211985610.5,834119167.54,"-","-","-","-",83438035.552,"-",3.87229828E11,"-",0,0,52673548.798,3638585789.5,7749216.8083,36301287.759,19994323.715,21987802.537,-0.040128244906,-0.026592342136,375.64976647
"EEEL3<XBSP>","Ceee-Gt","EEEL3",3442090717.2,2090389163.9,103395869.77,809717296.72,1943413312,275856754.38,"-",29157028.397,"-","-",35296866.349,0,3.87229828E11,"-",0,0,688960108.5,3638891202.4,38515624.062,123737803.95,152247623.91,144139273.63,-4.2035304501,1.6671767483,375.64976647
"CEGR3<XBSP>","Ceg","CEGR3",3218262223.7,1918189467.3,52398917.322,1165795249.4,1117029917.8,807668123.4,"-","-","-","-",5615541.4987,"-",51927546000,"-",0,0,935437056.5,2404932762.6,48258319.692,80386361.324,119382110.34,119376348.84,-3.2498397641,2.2774542871,"-"
"CLSC4<XBSP>","Celesc","CLSC4",8191744140.3,3374348926.8,146107785.96,2125674507.2,2878988644.5,1782319865.9,"-",69643085.283,244195394.2,"-",868087048.01,-19750420.237,38571000,"-",0,0,2937291178.3,3164282350.9,76712445.152,248654794.8,247492892.41,253880474.84,-62.54069153,2.7763165832,82.965592594
"GPAR3<XBSP>","Celgpar","GPAR3",10984552275,4572980882.3,-96128698.419,4698441374.6,4916502607.1,817378170.53,"-","-","-","-",189336316.6,"-",32780000,"-","-","-",1326493072.6,"-",400840962.72,-142478041.28,-42631255.194,-42377749.217,"-","-","-"
"CEPE5<XBSP>","Celpe","CEPE5",6362836789.5,2354352262.8,164878751.28,1574118479.5,2261976221.1,1023155886.1,"-","-","-","-",232658951.73,"-",74612000,"-",0,0,2526742088.9,4369908858.9,76359073.184,254047558.32,262486234.57,260636793.23,-13.667202184,2.5103724032,58.575244771
"MAPT4<XBSP>","Cemepe","MAPT4",1640106.8536,26886.9976,-524296.4532,1200312.3929,10566590.056,0,"-","-","-","-",0,"-",9188948000,"-",0,0,-10126795.596,50411173.069,76819.993142,-524296.4532,-447476.46005,-447476.46005,1.8214285714,-1.8214285714,"-"
"CMIG4<XBSP>","Cemig","CMIG4",47500576882,20165038865,941582655.95,10516995069,19129609065,5290322137.2,"-",386944225.96,1538126392.2,"-",4722076966,0,486254000,"-",0,0,17054916146,27782935736,628182050.42,1549760780.2,1701695362.6,1689976472.6,-9.4523731303,2.178399176,22.66171615
"CNTO3<XBSP>","Centauro","CNTO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CESP6<XBSP>","Cesp","CESP6",37260688813,33598677819,108533206.81,3090193692.6,14272069643,1130517588.1,"-",232267169.77,"-","-",635040155.31,-39370246.485,327503000,"-",0,0,19898425477,17461012076,328835662.65,-27908703.509,282132947.81,371123148.37,-2.2781016726,1.6127248357,55.310395063
"HGTX3<XBSP>","Cia Hering","HGTX3",1291090578.7,426347120.94,8978336.6985,298005878.9,456343407.76,198656502.27,"-",8786286.7157,23950553.362,"-",270967161.81,0,53927000,"-",1.0174369948,0.058489361385,536677915.59,930029812.41,18941889.809,17489991.939,19836842.729,19567972.753,-1.9009728979,0.29882703153,5.7486961535
"CIEL3<XBSP>","Cielo","CIEL3","-","-","-","-","-","-","-","-","-","-","-","-",682295143,"-","-","-","-","-","-","-","-","-","-","-","-"
"CMSA3<XBSP>","Cims","CMSA3",53069.171763,0,-30866.273245,6994.4603756,0,0,"-","-","-","-",49235.854105,"-",366243,"-","-","-",46074.711387,"-",0,-30866.273245,-31498.117688,-31498.117688,-51.703797468,"-","-"
"CNSY3<XBSP>","Cinesystem","CNSY3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBMA3<XBSP>","Cobrasma","CBMA3",38146888.095,"-",-128237535.05,1259847.8875,5062385694.6,21125.498114,"-","-","-","-",0,"-",102584000,"-",0,0,-5025498654.4,33078048.387,126426503.71,-127473176.12,-1048592.9064,-1812951.8382,0.20448571344,-0.20448419505,"-"
