"Ativo","Nome","Código","Ativo Tot| < Jun 2011| personalizado| consolid:sim*","Imobil| < Jun 2011| personalizado| consolid:sim*","Lucro Liquido| < Jun 2011| personalizado| no exercício| consolid:sim*","PasCir| < Jun 2011| personalizado| consolid:sim*","PasNoCir| < Jun 2011| personalizado| consolid:sim*","Receita| < Jun 2011| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Jun 2011| personalizado| no exercício| consolid:sim*","DeprAmor| < Jun 2011| personalizado| no exercício| consolid:sim*","Depr e Amor| < Jun 2011| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Jun 2011| personalizado| consolid:sim*","DpInCP| < Jun 2011| personalizado| consolid:sim*","DivPag| < Jun 2011| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Jun11","Dividendos| < Jun 2011| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Jun11|1 tri","Divid por Ação|30Jun11|1 tri","Patrim Liq| < Jun 2011| personalizado| consolid:sim*","Valor Mercado|da empresa|30Jun11|personalizado","DesFin| < Jun 2011| personalizado| no exercício| consolid:sim*","LucOpe| < Jun 2011| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Jun 2011| personalizado| no exercício| consolid:sim*","EBIT| < Jun 2011| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Jun 2011| de 12 meses| consolid:sim*","EBIT/FinB| < Jun 2011| de 12 meses| consolid:sim*","Fechamento|30Jun11|ajus p/prov ed"
"APTI4<XBSP>","Aliperti","APTI4",357826517.08,173295873.93,5237972.5089,125619896.28,4649201.939,60017699.703,"-",3137970.6669,6280754.1722,324064.45538,"-",0,182155,"-","-",274.41631209,227454744.97,"-",2117648.9163,"-","-",5417651.8109,7.4252288912,2.3200890019,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",6018553942.3,3972540917.7,326117933.11,1212078068.5,3224203897.6,1025931915.9,"-",86704888.887,160841852.31,831645649.26,"-",0,707543040,"-","-","-",1582271976.1,"-",172580365.28,"-","-",462828213.45,-3.6072889128,2.4183602195,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",3704781859.3,471650146.33,258470280.19,1028112131.7,459902007.68,1923266392.9,"-",41841213.171,78582421.87,456253876.14,"-",-73068513.29,348363000,"-",0.50116004842,0.058472784212,2191643098.9,6878832611.3,47422501.49,"-","-",275135535.45,13.827285197,6.351421534,11.667487142
"ALTR3<XBSP>","Altere Sec","ALTR3",3155617.7412,0,28877.030677,2128878.8727,128342.35856,60962.620318,"-","-","-",38502.707569,"-","-",17774000,"-","-","-",898396.50995,"-",8021.3974103,"-","-",-107486.72529,-0.055214723926,-1.125,"-"
"ALUP11<XBSP>","Alupar","ALUP11",9627654968.9,924097067.25,155602275.52,1084043731.6,4016424378.6,938049485.91,"-",14329424.333,20791462.087,23218736.944,"-",-327621142.99,163910000,"-","-","-",2474044416.1,"-",190644552.25,"-","-",567935792.28,-4.4820987459,3.192581159,"-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",67127616100,12743106364,6290764876.2,16786777826,10195942098,19850943615,"-",1113589746.8,2483577044.8,8424538405.6,"-",-2949631464.3,3104162000,"-",0,0,39821973967,2.3232145566E11,873063332.65,"-","-",7993778134.7,-106.19419137,8.9736083412,13.787197587
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",7096841519.1,62162621.371,259169746.05,1834918721.8,2499274919.5,2613942399.8,"-",147786225.89,297499191.43,47719293.194,"-",0,3.922515918E12,"-",1.0190072373,0.84480787534,2762647877.8,8129903835.4,219240834.02,393338847.69,506897770.83,506897770.83,-3.6257686403,1.5866833938,"-"
"ANIM3<XBSP>","Anima","ANIM3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3",726000636.81,36744417.257,62193102.681,126847170.08,42296828.544,466580623.16,"-",2951874.247,5363106.3085,5231555.391,"-",0,88542000,"-",0,0,556856638.18,3103707588.7,8468991.3858,"-","-",75696323.081,44.355633803,6.7152662091,35.053506683
"ARTR3<XBSP>","Arteris","ARTR3",8072618845.6,86153016.745,258683649.36,2206227603.6,3864207132.8,1920470133.7,"-",157976609.16,313997601.63,1816748652.4,"-",-110048759.63,68888000,"-",1.5126455662,0.32420795439,2002184109.2,7382442411.3,302759623.85,382328677.6,562429905.1,562429905.1,-3.1140639501,1.9334720997,21.43317388
"ATMP3<XBSP>","Atmasa","ATMP3",2631790009,719424695.21,24572748.827,1129606873.2,908381545.45,2143264446.8,"-",102568004.4,203499643.74,377260758.72,"-",-12834.235856,59418804,"-",0,0,589803725.9,2302134897.6,41510731.598,"-","-",50136942.373,-35.630566245,3.0101713808,24256.705769
"ATOM3<XBSP>","Atompar","ATOM3",750802.7976,0,-680214.50039,9721933.6613,25431038.35,0,"-","-","-",0,"-","-",88485000,"-",0,0,-34402169.213,24132293.895,423529.78326,"-","-",-285561.74781,1.9468599034,-0.73007246377,2.7206846008
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3",6734996281.9,320650548.64,-36054577.08,2125593308.3,2677818391.6,3226704969.3,"-",60030533.939,112089403.13,16431030.455,"-",-9924072.876,156536355,"-",0,0,1931584582,4783989591,385211567.83,"-","-",219109283.1,-0.91783001294,0.71067473218,26.517499896
"BAHI3<XBSP>","Bahema","BAHI3",125701714.53,35294.148605,-866310.92031,1849734.2428,22060447.158,0,"-","-","-",1604.2794821,"-","-",5996334,"-",0,0,101791533.13,86578160.434,1466311.4466,"-","-",-1620322.2769,20.649592549,12.062563753,127.93484716
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",4010254319.7,247059.04024,218770780.13,1376045057.3,1329905979.4,1985555752.3,"-",59146575.944,126917758.38,262176165.8,"-",-304813101.59,39091735000,"-","-",0,1304303283.1,"-",163808165.07,"-","-",430731393.86,-8.3526251982,2.9569426011,"-"
"BTTL3<XBSP>","Battistella","BTTL3",890777786.69,408751160.67,-36741208.698,293891166.88,603306946.3,791772887.01,"-",13480760.487,38594151.5,24909647.518,"-",-86631.092031,149678000,"-",0,0,-8833162.8282,319362986.01,55509674.359,"-","-",17924614.653,-0.82182551896,0.69687391254,49.661208102
"BALM4<XBSP>","Baumer","BALM4",138521511.88,24426759.394,685027.33884,43500038.156,16004292.113,74329476.963,"-",1594653.8052,"-",5943855.481,"-",-1206418.1705,980000,"-",2.8972744122,0.20016542825,70102200.527,67713616.772,1220856.6858,"-","-",7581824.8322,"-","-","-"
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",392116386.72,2823531.8884,25615530.49,19902691.254,38905381.719,22795207.161,"-",125133.7996,729947.16434,279953186.74,"-",-265182585.55,454750,"-",115.08116781,598.15797217,329527027.01,236365639.15,85026.812549,"-","-",10666854.276,7.1787275939,1863.9323308,519.77050939
"BIOM3<XBSP>","Biomm","BIOM3",6449203.5179,1339573.3675,-3391446.8251,5321395.042,10995731.57,0,"-",186096.41992,"-",243850.48127,"-",0,17338833,"-",0,0,-9867923.0941,53921728.246,654546.02868,"-","-",-3094655.1209,22.219512195,-6.6496350365,"-"
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",1129207407.6,502372098.41,42883994.835,387885901.73,920917385.32,653106989.98,"-",15914452.462,35223560.308,47850844.111,"-",0,54065000,"-",0,0,-186956313.72,796230698.41,80051941.875,"-","-",40378110.284,14.777170418,0.61473534959,14.727285645
"BBRK3<XBSP>","BR Brokers","BBRK3",1208213359.2,70918778.784,80542851.397,94068531.71,48588812.673,295423253.78,"-",8614980.8186,15904826.785,11640651.921,"-",-59546041.535,191015000,"-",2.3992955038,2.9445925194,1059674726.2,2344277056.3,2485028.9177,"-","-",103917203.45,7.8653170081,60.242339833,114.61099719
"BRML3<XBSP>","BR Malls Par","BRML3",19314482182,18112315.352,276925911.35,838219986.58,7810891878,607221388.24,"-",10264180.126,23433710.394,24839059.221,"-",-107844479.62,449382000,"-",0.93134164876,0.17839639811,10211583823,12868677651,424431388.33,"-","-",468173672.69,-7.7362796465,6.2099164615,19.154775087
"BRPR3<XBSP>","BR Propert","BRPR3",8810043556.6,2852408.9191,290640896.65,366210481.65,3798038625.6,258855307.27,"-",389839.91414,600000.52629,658498973.32,"-",0,139754000,"-",0.62736813306,0.17613291912,4645794449.4,3923578307.9,286087951.48,"-","-",489723958.97,-12.182635464,4.8506308739,28.074890936
"BRAP4<XBSP>","Bradespar","BRAP4",14919914691,64171.179282,1754003677.6,1432055266.8,1066274732,0,"-",4812.8384462,285058004.05,127517758.91,"-",-501109530.46,349548000,"-",2.4257409444,1.5410603046,12421584692,22753038257,84316116.738,"-","-",1959170167.7,-24.99038947,10.738757255,63.529467489
"AGRO3<XBSP>","Brasilagro","AGRO3",1205248650.8,20695205.319,23651892.404,180083580.42,99619338.718,162543992.84,"-",22663656.243,22663656.243,217564361.96,"-",0,58422400,"-",0,0,914955882.76,956003747.64,26406440.275,"-","-",16958838.405,1.1393619315,0.6422235723,16.363650717
"BRKM5<XBSP>","Braskem","BRKM5",56220184073,31351697554,1159364653.3,13541115086,24969321902,25315381029,"-",1327990469.7,2867336739.7,3801802265.2,"-",-1066589170.8,800122948,"-",3.7614138467,1.345058634,17499578451,25716557567,433680059.55,"-","-",2001808707.8,-4.9795535021,3.551838276,35.759389655
"BFRE3<XBSP>","Brazilian Fr","BFRE3",3633673775.5,14409638.307,38035862.24,1738369974,716326831.53,48563144.201,"-",1496792.7568,2512301.6689,16795201.898,"-","-",230998214,"-","-","-",1178976970,"-",115620422.27,"-","-",-71313431.536,-0.1027155414,-0.13458931857,"-"
"BRFS3<XBSP>","BRF SA","BRFS3",46352360444,14709150870,1413989475.6,10255072631,13287979035,19756448345,"-",714374423.4,1430359543.4,3167587270.4,"-",-335775695.59,870292374,"-",1.2695040101,0.5397093975,22791167585,36999093273,702489921,"-","-",1665089695.8,-6.7507413798,2.3363586949,42.513406274
"BRQB3<XBSP>","Brq","BRQB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CABI3B<XBSP>","Cabinda Part","CABI3B",14438.515338,0,-139572.31494,36898.428087,99465.327887,0,"-",0,"-",14438.515338,"-",0,876030,"-","-","-",-121925.24063,"-",0,-139572.31494,-139572.31494,-139572.31494,"-","-","-"
"CACO3B<XBSP>","Caconde Part","CACO3B",16042.794821,0,-136363.75597,38502.707569,97861.048405,0,"-",0,"-",16042.794821,"-",0,801003,"-","-","-",-120320.96115,"-",0,-136363.75597,-136363.75597,-136363.75597,"-","-","-"
"CAIA3B<XBSP>","Caianda Part","CAIA3B",17647.074303,0,-136363.75597,36898.428087,101069.60736,0,"-",0,0,17647.074303,"-",0,1004373,"-","-","-",-120320.96115,"-",0,-136363.75597,-136363.75597,-136363.75597,"-","-","-"
"CAMB3<XBSP>","Cambuci","CAMB3",358140955.85,76201671.118,7394124.1328,130126317.34,165409236,211857939.84,"-",5034229.0147,4798399.9308,17039052.379,"-",0,36960000,"-","-","-",62263690.978,188555459.51,13108567.647,"-","-",16046003.38,-1.6577575585,1.0241831596,"-"
"CRFB3<XBSP>","Carrefour BR","CRFB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CASN4<XBSP>","Casan","CASN4",2877190224.3,1698827693.3,-17194667.489,201552048.45,1082556564.5,425623367.99,"-",30311256.534,67838562.178,16663650.98,"-",0,702560000,"-","-",0,1593081611.3,4515172996,31443877.848,"-","-",9200542.8296,1.2731324278,-1.0848661775,"-"
"CCRO3<XBSP>","CCR SA","CCRO3",20837360523,648098429.44,542403684.32,4308233190.7,11116838628,3845653640.6,"-",347698700.7,619630490.03,2055098059.3,"-",-184290001.22,441396800,"-",0.49837463231,0.092845676376,5367773157.5,32892351889,940787990.98,"-","-",1548171411.4,-2.3723452425,1.5774155192,18.629695485
"CEAB3<XBSP>","Cea Modas","CEAB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CEBR3<XBSP>","Ceb","CEBR3",3368518462.7,323090657.73,-5043854.6916,1024268278.1,1207424053.7,1048669369,"-","-","-",96256768.923,"-",-41711266.533,9183000,"-",0,0,781053091.51,402205470.74,112182451.34,"-","-",108211859.62,-2.1993810787,1.0301273424,"-"
"CEDO4<XBSP>","Cedro","CEDO4",1069573130.6,562684985.54,15603222.242,387465580.51,183454171.61,452068310.97,"-",10552950.433,21709109.951,19995739.464,"-",-5725673.4715,10000000,"-",0,0,466585436,223099698.77,28992538.8,"-","-",52844966.139,-1.5989670638,1.2721309112,"-"
"CEED3<XBSP>","Ceee-D","CEED3",6465186954.3,97050887.267,-28857779.323,1667311622.9,2024324770.3,1573042556.3,"-",65143372.648,129882466.86,79158358.203,"-",0,387229828,"-",0,0,2773550561.2,1674552729.3,90391523.137,"-","-",-1912301.1426,8.7326877934,-1.1900496637,"-"
"EEEL3<XBSP>","Ceee-Gt","EEEL3",6292611401.9,738573375.11,81627344.326,706495806.87,1771884976.7,552520270.74,"-",49103786.387,96879229.362,24717133.98,"-",0,387229828,"-",0,0,3814230618.4,1793921986.7,79103812.701,"-","-",117054648.12,2.6142865857,0.47681352915,"-"
"CEGR3<XBSP>","Ceg","CEGR3",3158075497.4,0,160350942.79,1099470483.1,785020474.67,1837751879.4,"-",78876005.015,159556824.45,159053080.69,"-",0,51927546000,"-","-",0.27890792494,1273584539.6,"-",73288299.579,"-","-",306404546.84,-5.567773873,4.313273939,"-"
"CLSC4<XBSP>","Celesc","CLSC4",8344061329.7,537311701.25,316468192.03,1839264714.9,3095969025.8,3271350463,"-",135264824.53,263570284.67,579032593.46,"-",-93742862.975,38571000,"-",0,0,3408827589,2532074926.9,52079724.826,"-","-",435624446.28,3.6904165965,4.9274731278,65.647116406
"GPAR3<XBSP>","Celgpar","GPAR3",10582013560,331614194.62,-193302843.35,8010762641.6,3712726251.3,1733359809.2,"-",0,"-",98031102.031,"-",-672193.10298,32774000,"-","-",0,-1196742760.9,"-",696457830.15,"-","-",-18500550.987,1.0439495827,-0.19446518008,"-"
"CEPE5<XBSP>","Celpe","CEPE5",6659960922,0,257077765.6,1468358507.2,2579376594,2264979526.8,"-",113671222.7,224976133.17,651754582.38,"-",-150877672.45,74612000,"-",1.5025492224,1.097263646,2612225820.7,5448733188.3,204986810.82,305993851.29,388646330.21,388646330.21,-6.8199611926,2.0471642729,73.026802023
"MAPT4<XBSP>","Cemepe","MAPT4",1426204.4595,0,-166845.06613,28877.030677,7814445.3571,0,"-",0,0,0,"-",0,9188947,"-",0,0,-6417117.9282,16978314.364,0,"-","-",-166845.06613,"-","-","-"
"CMIG4<XBSP>","Cemig","CMIG4",56590799906,13400883412,1683222866.8,17842246132,18763968865,11912752160,"-",741475516.69,1546020072.7,4872370049.2,"-",-857145671.63,682123662,"-",5.5600326398,1.5313787877,19984584909,31704625442,1698956035.7,"-","-",3365943594.1,-3.9311142653,2.029144638,26.69905712
"CNTO3<XBSP>","Centauro","CNTO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CESP6<XBSP>","Cesp","CESP6",29752957649,25942875697,214261150.51,2351082810.9,10503185683,2288501472.6,"-",628417128.75,1259685062.1,3370591.1918,"-",0,327503000,"-",1.7949514815,0.88259857485,16898689154,15241662326,370933480.44,"-","-",685648195,-1.7648251891,"-",49.171166125
"HGTX3<XBSP>","Cia Hering","HGTX3",1534092254.7,363386949.76,205928522.88,399706232.95,160886772.14,1002113178.4,"-",22209645.15,42340144.09,208548311.27,"-",-110207583.29,163430000,"-",0.70297430467,0.40486844397,973499249.62,9412527507.5,24736385.334,"-","-",253495409.52,15.146033475,9.6582985979,57.593633406
"CIEL3<XBSP>","Cielo","CIEL3",6477769318.3,573074299.46,1363984084.1,3341282609.9,1003661308.1,3125365843,"-",180295345.31,344817414.75,405962922.93,"-",-1344804922.9,544147054,"-",0,0,2110110407,34045594204,55597909.73,2042236550.7,1660708408.6,1660708408.6,4.8163025125,33.275162695,12.57211689
"CMSA3<XBSP>","Cims","CMSA3",309795.99366,0,-52277.051202,5380.7533828,76687.767801,0,"-",0,0,136.36375597,"-",0,666243,"-","-","-",227727.47248,"-",0,"-","-",-54158.871035,-63.554121864,"-","-"
"CNSY3<XBSP>","Cinesystem","CNSY3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBMA3<XBSP>","Cobrasma","CBMA3",278339281.58,276029119.12,-359753256.73,12643326.598,6191655698.4,38502.707569,"-","-","-",0,"-","-",102584864,"-",0,0,-5925959743.4,17104069.88,314384232.98,"-","-",-46079719.563,0.086503720548,-0.086503720548,0.17647074303
"CEEB3<XBSP>","Coelba","CEEB3",9469678359.8,0,655008061.17,2125185821.3,3702308060.3,3730347657.1,"-",182809251.26,387601944.26,380796590.7,"-",-497429313.32,188177000,"-",6.1774998029,4.1686267803,3642184478.2,12495976040,308570324.14,761979812.75,898961216.33,898961216.33,-17.44285076,3.2258600316,"-"
"COCE5<XBSP>","Coelce","COCE5",5217267677.9,51575981.069,378265037.68,1882378121.7,1166232573.8,2052003404.2,"-",104735385.98,241671869.74,139862689.53,"-",0,77855299,"-",13.351282999,6.8969789789,2168656982.4,3921584685.3,112113467.32,"-","-",483379033.62,-10.196,4.050750362,51.657799322
"COGN3<XBSP>","Cogna ON","COGN3",1848800552.2,337087996.21,38504311.849,262299695.32,234734965.26,573255583.04,"-",32940670.605,63215028.711,27027296.434,"-",0,456982000,"-","-","-",1351765891.6,2120831233.8,17998411.509,"-","-",49079722.195,-1.8326933626,0.34783966684,"-"
"CGAS5<XBSP>","Comgas","CGAS5",6331433361.1,0,257626429.18,2098116813.6,2303539988.5,3107190960.8,"-",187020484.9,358107265.98,10474340.738,"-",-221008750.01,119823000,"-",8.6679386503,6.0907387042,1929776559,7960144174.7,126896902.75,"-","-",476727690.89,-5.5729083611,4.8961254635,70.118279196
"CRTE3B<XBSP>","Conc Rio Ter","CRTE3B",241334971.04,2318183.8516,30564732.692,43528915.187,80510765.807,124127916.36,"-",6811770.6808,"-",7896263.6107,"-",-17865256.312,86466,"-","-","-",117295290.05,"-",11504288.165,"-","-",56525183.271,-4.3846840528,4.1394774861,"-"
"CALI4<XBSP>","Const A Lind","CALI4",17847609.238,41711.266533,-5366314.8675,34475966.069,15848677.003,9112307.4581,"-",27272.751195,32085.589641,486096.68306,"-",0,69000,"-","-",0,-32477033.835,"-",3274334.4229,-5286100.8934,-2398397.8257,-2398397.8257,-0.072119369992,0.053959065537,"-"
"CSMG3<XBSP>","Copasa","CSMG3",12269218248,207693230.31,388142586.45,1295377072.1,3941751585.8,2503972249.8,"-",244132834.46,548387646.79,242350479.96,"-",-170504427.63,114929000,"-",1.1111390155,0.55794676508,7032089590.6,5771038805.4,127052517.86,"-","-",622680225.33,-15.07486848,6.6350284803,49.397580137
"CPLE6<XBSP>","Copel","CPLE6",29842774840,10999368471,1018170411.8,3981646808,6795281896.3,5885360242.5,"-",432385406,862561719.16,2689282572.8,"-",-240965986.76,273655375,"-",1.8377259668,1.2235138158,18669056482,17404075702,258834451.63,"-","-",1310439652.1,3.7767592894,3.3933017267,66.577598505
"CORR4<XBSP>","Cor Ribeiro","CORR4",36545486.601,1188771.0962,6417.1179282,4333158.881,18158839.457,3754013.988,"-","-","-",898396.50995,"-","-",23153,"-","-",33.161439102,14053488.262,"-",425134.06274,"-","-",-396257.03207,"-","-","-"
"CSAN3<XBSP>","Cosan","CSAN3",35716650045,13251364564,3688756711.5,3896640851.1,16878670955,8322969867.3,"-",265951035.42,1207091967.9,2050522654.2,"-",0,406279000,"-",0,0,14211593214,16033912567,176597481.1,"-","-",5640422059.8,-439.99072918,"-",35.307936269
"RLOG3<XBSP>","Cosan Log","RLOG3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CSRN3<XBSP>","Cosern","CSRN3",2523539646.7,0,140653599.31,451420182.06,945924893.89,1261783459.7,"-",40318751.943,103248218.9,165919396.87,"-",-170746673.83,168074000,"-",4.4187546172,0.92864817528,1126194570.7,3532253472.6,61025187.218,179531708.28,181758448.2,181758448.2,10.33107727,3.4452868408,21.016061215
"CTNM4<XBSP>","Coteminas","CTNM4",5484811762.9,1869247094.1,-162243992.58,1271760473.8,1052999319.3,1728672104.5,"-",92648744.368,"-",359097106.42,"-",-6428347.8846,116552000,"-",0.13959051212,0.038070173063,2221954355.4,806309131.75,79415042.921,"-","-",-18952957.801,-0.2429941003,0.16451444523,27.272751195
"CPFE3<XBSP>","CPFL Energia","CPFE3",37666154429,9569801442.3,1199534207.2,8100846143.1,18261420296,9734191960.8,"-",622688246.72,1201825118.3,7063557532.7,"-",-786578230.05,962274260,"-",2.2966094745,0.77671109239,10879328259,34425777787,905764965.61,"-","-",2392054504.6,-5.4785604641,2.6563139985,33.819902818
"CPFG3<XBSP>","CPFL Geracao","CPFG3",12832920347,8926807830.1,210284141.67,1761486037.1,7635757499.8,1074222332.6,"-",209262215.64,371239897.82,1902563166.2,"-",-222115702.85,2.05487716E11,"-","-",0,3133688845,"-",416976301.58,"-","-",648581317.56,-1.9782861028,1.6149800786,"-"
"CPFP4<XBSP>","CPFL Piratininga","CPFP4",3634402118.4,0,306112567.97,988666107.85,1919005426.6,2051149927.5,"-",56518766.153,113754645.23,490888665.88,"-",-212857405.96,53031259000,"-","-",0,726730583.97,"-",85443925.214,"-","-",489884386.92,-18.416848246,5.952147295,"-"
"CPRE3<XBSP>","CPFL Renovav","CPRE3",2418691961.1,1528700271.4,7692520.1164,122586203.78,872456915,106448756.47,"-",24633711.447,43046027.063,388311035.79,"-",0,708403499,"-","-","-",1423648842.3,"-",36479711.142,"-","-",26151359.837,-1.0051294988,0.29175006102,"-"
"CRDE3<XBSP>","Cr2","CRDE3",1263735867.8,14130493.677,-39497360.848,392685905.94,215735483.35,113074430.73,"-",4265779.1428,733155.7233,18729962.953,"-",0,48443062,"-",7.2388996384,16.142373246,614620325.21,540127662.38,17241191.594,"-","-",-29273287.709,-2.0494313703,0.81055444222,222.99484801
