"Ativo","Nome","Código","Ativo Tot| < Dez 2010| personalizado| consolid:sim*","Imobil| < Dez 2010| personalizado| consolid:sim*","Lucro Liquido| < Dez 2010| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2010| personalizado| consolid:sim*","PasNoCir| < Dez 2010| personalizado| consolid:sim*","Receita| < Dez 2010| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2010| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2010| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2010| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2010| personalizado| consolid:sim*","DpInCP| < Dez 2010| personalizado| consolid:sim*","DivPag| < Dez 2010| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez10","Dividendos| < Dez 2010| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez10|1 tri","Divid por Ação|30Dez10|1 tri","Patrim Liq| < Dez 2010| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez10|personalizado","DesFin| < Dez 2010| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2010| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2010| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2010| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2010| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2010| de 12 meses| consolid:sim*","Fechamento|30Dez10|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1588032.1483,0,5059040.5061,1416398.0337,0,0,"-",0,0,0,"-",0,176261901,"-","-","-",171634.11467,"-",0,"-","-",4895738.1446,29.979591837,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",396529794.46,263431704.41,9876460.1713,67123935.991,253072002.55,243105559.45,"-","-","-",1892974.3132,"-","-",2250000,"-",0,0,76333855.911,112478667.38,15425407.762,"-","-",25353524.803,-2.0859610639,1.6436210435,4.9990518835
"AESL3<XBSP>","AES Sul","AESL3",4049322008.6,13664075.148,332200328.47,1135014734,1577265856.9,3109471926.5,"-",198304056.47,198304056.47,38214418.948,"-",0,278483,"-","-",0,1337041417.7,"-",193774915.46,"-","-",287710433.05,-3.1999369869,1.4847661389,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",30352799977,5676939982.5,1123685216,4999693428.5,12963749638,16691804245,"-",1204741509.6,1204741509.6,505754079.06,"-",-3446516336.3,650000000,"-","-","-",6951676550.2,"-",821432541.05,4592690620.4,4906324470.2,4654717189.8,-75.043924455,5.6665848468,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",141601477.3,0,31705653.396,14347278.905,36659.713813,52948291.2,"-","-","-",62019904.018,"-",-14777197.367,63085000,"-","-","-",127217538.68,550076779.14,616549.7323,34516786.905,32138904.559,32138904.559,13.515767344,52.127027027,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",207207.36787,0,-143351.14546,49.990518835,0,0,"-",0,0,0,"-",0,21394000,"-","-","-",207157.37735,"-",0,"-","-",-155642.14769,-12.663096529,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",7971424812.2,5313992.1522,84523969.247,3819407280.7,2592361668,18724782.005,"-",1934633.0789,1934633.0789,8640028.0054,"-",-8789999.5619,73646000,"-",0,0,1162729477.6,696283659.62,570411816.12,"-","-",-118250905.95,-0.42079172695,-0.20730795298,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1016413894.3,0,72059666.551,8333419.4899,0,248286.24355,"-",1666.3506278,1666.3506278,18329.856906,"-",-8789999.5619,84682000,"-",0,0,1008080474.8,712333157.2,0,"-","-",70961541.487,64.620637329,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",3891293646.8,7551901.0454,231946009.29,236006905.77,869486760.46,308289863.31,"-",2016284.2597,2016284.2597,102590542.75,"-",-5225675.5689,529404000,"-","-","-",2128574629.5,"-",7398596.7876,"-","-",469857553.83,-63.506306306,63.506306306,"-"
