"Ativo","Nome","Código","Ativo Tot| < Dez 2004| personalizado| consolid:sim*","Imobil| < Dez 2004| personalizado| consolid:sim*","Lucro Liquido| < Dez 2004| personalizado| no exercício| consolid:sim*","PasCir| < Dez 2004| personalizado| consolid:sim*","PasNoCir| < Dez 2004| personalizado| consolid:sim*","Receita| < Dez 2004| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Dez 2004| personalizado| no exercício| consolid:sim*","DeprAmor| < Dez 2004| personalizado| no exercício| consolid:sim*","Depr e Amor| < Dez 2004| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Dez 2004| personalizado| consolid:sim*","DpInCP| < Dez 2004| personalizado| consolid:sim*","DivPag| < Dez 2004| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Dez04","Dividendos| < Dez 2004| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Dez04|1 tri","Divid por Ação|30Dez04|1 tri","Patrim Liq| < Dez 2004| personalizado| consolid:sim*","Valor Mercado|da empresa|30Dez04|personalizado","DesFin| < Dez 2004| personalizado| no exercício| consolid:sim*","LucOpe| < Dez 2004| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Dez 2004| personalizado| no exercício| consolid:sim*","EBIT| < Dez 2004| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Dez 2004| de 12 meses| consolid:sim*","EBIT/FinB| < Dez 2004| de 12 meses| consolid:sim*","Fechamento|30Dez04|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",705974.58676,0,-188703.89898,39960.825666,0,0,0,"-",0,"-",59941.238499,"-",53532000,0,"-","-",666013.7611,"-",0,-188703.89898,-208684.31181,-208684.31181,-10.444444444,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",147560061.93,87716179.101,-3504404.5676,111213910.5,222378880.11,241570301.96,11256156.493,"-",11256156.493,"-",5311757.2309,"-",2250000,0,0,0,-186032728.69,10040157.448,29696132.778,1569845.496,30213836.375,25809613.915,-0.90104811248,0.8691237377,0.44622921993
"AESL3<XBSP>","AES Sul","AESL3",5107877098.4,3020394607,-291627445.57,2367798803.2,4771076159.4,2729428735.1,211648073.05,"-",211648073.05,"-",87381005.456,"-",134000,0,0,0,-2030997864.2,2880427453.7,1567323523.9,30629972.873,308268909.42,302323626.57,-1.094193932,0.19289165381,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",226551240.97,0,-44110091.397,377547660.84,0,0,"-","-","-","-",1218805.1828,"-",41224100,0,"-","-",-150996419.87,"-",93233046.37,-44110091.397,-732615.13721,48723346.716,-0.52484694854,0.52259739023,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",8880.1834813,0,-104342.1559,68821.42198,555011.46758,0,0,"-",0,"-",8880.1834813,"-",1000,0,"-","-",-614952.70608,"-",0,-104342.1559,-104342.1559,-104342.1559,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",4443184264.5,14505779.716,51160957.082,2545071686,669581374.81,30161543.194,4702057.1533,"-",4702057.1533,"-",1577184967.6,"-",73646000,15198434.028,0,0,861448839.15,426985573.36,17551682.651,102204251.73,20424422.007,63690895.974,1.5247940473,3.6287629648,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",787024021.4,37740.779796,47271436.717,17820308.201,0,208684.31181,11100.229351,"-",11100.229351,"-",15986550.312,"-",84682000,15344957.055,0,0,769203713.2,392636328.52,2220.0458703,49447081.67,-12341234.993,49926611.578,19.221367521,22489,"-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",339831301.55,125017443.09,22371402.235,42422856.536,85693770.594,93845779.03,3179105.6863,"-",3179105.6863,"-",100255051.45,"-",182155000,0,"-",0,211650293.09,"-",14050670.313,18413060.448,12942867.424,17081032.926,3.1225649351,1.2156738821,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",3928801856.4,2619973813.6,-515199384.99,638747157.72,3683149340.8,870249100.98,182512191.05,"-",182512191.05,"-",15802286.505,"-",394762881,0,"-","-",-393094642.07,"-",582027205.78,-514016100.54,34515053.146,37647537.869,-0.068097580564,0.064683467534,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",2315692106.6,581481074.49,208286923.6,546304447.68,522168108.98,2643821546.3,107530141.77,"-",107530141.77,"-",421022819.12,"-",1863583000,80154756.148,3.8994235991,0.093658414209,1230544785.4,1423978607.5,78687305.828,194782384.57,162369714.86,218461393.82,6.74,2.7763232141,2.4018527823
"ALTR3<XBSP>","Altere Sec","ALTR3",1145543.6691,0,222004.58703,377407.79796,444009.17406,124322.56873,84361.743072,"-",84361.743072,"-",563891.65106,"-",6511842,0,"-","-",324126.69707,"-",637153.16478,295266.10075,-350767.24751,-350767.24751,-0.54295532646,-0.55052264808,"-"
"ALUP11<XBSP>","Alupar","ALUP11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",73298286561,12280550039,2578656539.9,19473543060,15652557731,26655673396,3782784999.5,"-",3782784999.5,"-",2865972656.4,"-",55065285000,3094965947.8,0,0,37731852991,1.2322309033E11,2476527769.7,4802616351.1,6513567962.6,5784953348,-3.3565507834,2.3359129741,10.097642081
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",9999244223.2,4070223218.5,73667782.115,2312621783.1,4805105022.5,3908581678.6,234807591.57,"-",234807591.57,"-",151853357.58,"-",4.235186511E12,0,0,0,2881517417.6,5265292661.3,546526452.26,108966511.45,545334287.63,556625440.93,-1.210323571,1.0184784993,37.791741149
"ANIM3<XBSP>","Anima","ANIM3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
