"Ativo","Nome","Código","Ativo Tot| < Mar 2015| personalizado| consolid:sim*","Imobil| < Mar 2015| personalizado| consolid:sim*","Lucro Liquido| < Mar 2015| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2015| personalizado| consolid:sim*","PasNoCir| < Mar 2015| personalizado| consolid:sim*","Receita| < Mar 2015| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2015| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2015| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2015| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2015| personalizado| consolid:sim*","DpInCP| < Mar 2015| personalizado| consolid:sim*","DivPag| < Mar 2015| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar15","Dividendos| < Mar 2015| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar15|1 tri","Divid por Ação|31Mar15|1 tri","Patrim Liq| < Mar 2015| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar15|personalizado","DesFin| < Mar 2015| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2015| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2015| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2015| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2015| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2015| de 12 meses| consolid:sim*","Fechamento|31Mar15|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",346165.67987,0,-60642.162897,0,0,0,"-",0,0,284260.13858,"-",0,176262000,"-","-","-",346165.67987,"-",0,-60642.162897,-69485.811653,-69485.811653,-5.7272727273,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",353489484.42,217462796.15,-3398487.879,76179190.383,187837836.2,45535947.444,"-",3238038.823,12868772.318,18815494.417,"-",-116230.81222,2250000,"-",0,0,89472457.841,44031895.466,4881694.1132,"-","-",-1233057.3122,-1.0430446194,0.61990432612,1.9569731318
"AESL3<XBSP>","AES Sul","AESL3",4964109339.4,1263.3783937,-12142329.741,1681036130.1,1986459120.2,1155495985.9,"-",40223441.298,163181743.46,16310215.063,"-",0,278483,"-","-",0,1296614089.1,"-",61551795.341,-16910319.8,-2262710.7031,-2262710.7031,6.4916608327,3.342209878,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",23786177114,3979948941.1,138672202.63,6704015112.5,9327161354.4,4576096777,"-",247589317.33,850838603.15,322731274.05,"-",-3790.1351811,650000000,"-","-","-",4790658856.3,"-",226874965.18,"-","-",518275718.44,-2.7482713062,0.98775574986,"-"
"AFLT3<XBSP>","Afluente T","AFLT3",111184878.91,0,5325139.9294,4007436.2648,5014348.8446,9760861.4697,"-",0,0,44858776.625,"-",0,63085000,"-",0,0,102163093.8,218031126.18,162975.81279,6140018.9933,5141950.0623,5141950.0623,4.804916873,26.452775073,"-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",96106.457786,0,-29393.761708,0,0,0,"-",0,0,94925.198988,"-",0,44474000,"-","-","-",96106.457786,"-",0,-29393.761708,-30553.543073,-30553.543073,-18.332706374,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3550151401.7,1417510.5577,15496599.377,1351141500.6,448121579.62,8395149.4261,"-",204667.29978,754236.90103,2167957.3236,"-",-2272817.7303,73646388,"-","-",0.035815938581,1183095750.3,"-",48815677.754,"-","-",7471619.8203,0.28946791885,0.1518697318,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1015835821.3,7580.2703621,12309095.689,3460393.4203,305737.57127,59378.784503,"-",5053.5135748,17687.297512,18950.675905,"-",-1114299.7432,84682269,"-","-",0.017062434118,1012069690.3,391316638.78,0,"-","-",12178967.715,149.20524017,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",5982890095.8,4219683.8349,24417314.215,188890230.4,1755375841.5,102621700.16,"-",850253.65895,3157182.6058,368535057.71,"-",0,76423831,"-",0,0,2996904105.9,1833526597.9,"-","-","-",72183124.524,-7.2883221567,"-",23.991555696
