"Ativo","Nome","Código","Ativo Tot| < Set 2007| personalizado| consolid:sim*","Imobil| < Set 2007| personalizado| consolid:sim*","Lucro Liquido| < Set 2007| personalizado| no exercício| consolid:sim*","PasCir| < Set 2007| personalizado| consolid:sim*","PasNoCir| < Set 2007| personalizado| consolid:sim*","Receita| < Set 2007| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2007| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2007| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2007| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2007| personalizado| consolid:sim*","DpInCP| < Set 2007| personalizado| consolid:sim*","DivPag| < Set 2007| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set07","Dividendos| < Set 2007| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set07|1 tri","Divid por Ação|30Set07|1 tri","Patrim Liq| < Set 2007| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set07|personalizado","DesFin| < Set 2007| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2007| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2007| personalizado| no exercício| consolid:sim*","EBIT| < Set 2007| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2007| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2007| de 12 meses| consolid:sim*","Fechamento|30Set07|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1077710.7072,0,-104804.89446,81075.484396,71188.230201,0,"-","-","-","-",1977.4508389,"-",81210000,"-","-","-",925446.99262,"-",0,-104804.89446,-146331.36208,-146331.36208,-1.8936170213,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",225237582.91,106113966.91,16171592.961,121168300.15,201988693.39,250487652.67,"-","-","-","-",18514872.205,"-",2250000,"-",0,0,-97919410.642,349267254.43,14259397.999,19052738.833,31977357.516,32461832.972,-3.0568124432,-21.338693512,15.522989085
"AESL3<XBSP>","AES Sul","AESL3",4037436521,1352576373.8,86647940.86,1075412909.3,1684608166.7,1941724234.6,"-","-","-","-",137369554.88,"-",278483,"-","-",0,1277415444.9,"-",223995743.78,132582146.39,300291729.5,282075452.37,-1.4253599817,1.089388786,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",36456724638,16623056852,433645081.72,7961100407.9,15792691628,11880623512,"-","-","-","-",2765029959.1,"-",650000007,"-","-","-",7746584563.4,"-",1145711286.7,3268243738.7,3833865866.9,3520364765.8,"-","-","-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",13383.387277,0,-742014.6979,191.81273138,1472117.2319,0,"-","-","-","-",3519.8624933,"-",1000,"-","-","-",-1458925.6574,"-",4579.7761429,-742014.6979,-77338.10231,-737434.92175,164.6701209,-164.6701209,"-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",950920514.32,21751.959228,59639917.302,8902483.6768,0,792957.78641,"-","-","-","-",39541106.975,"-",73646000,"-",0.47551580924,0.05970963013,942018030.65,803234109.93,108759.79614,65388366.891,-8627618.0102,61605503.436,15.910474168,-436.53398058,12.556812827
"RPAD3<XBSP>","Alfa Holding","RPAD3",842581915.21,9887.2541946,50347875.81,8307270.9743,0,255091.15822,"-","-","-","-",35920394.489,"-",84682000,"-",0.55917136827,0.049758025108,834274644.24,729211083.01,73165.68104,56060731.284,-8568294.4851,52493409.97,14.11295681,-260.08163265,8.8985287751
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
