"Ativo","Nome","Código","Ativo Tot| < Set 2006| personalizado| consolid:sim*","Imobil| < Set 2006| personalizado| consolid:sim*","Lucro Liquido| < Set 2006| personalizado| no exercício| consolid:sim*","PasCir| < Set 2006| personalizado| consolid:sim*","PasNoCir| < Set 2006| personalizado| consolid:sim*","Receita| < Set 2006| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2006| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2006| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2006| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2006| personalizado| consolid:sim*","DpInCP| < Set 2006| personalizado| consolid:sim*","DivPag| < Set 2006| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set06","Dividendos| < Set 2006| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set06|1 tri","Divid por Ação|30Set06|1 tri","Patrim Liq| < Set 2006| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set06|personalizado","DesFin| < Set 2006| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2006| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2006| personalizado| no exercício| consolid:sim*","EBIT| < Set 2006| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2006| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2006| de 12 meses| consolid:sim*","Fechamento|30Set06|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QVQP3B<XBSP>","524 Particip","QVQP3B",1050314.5749,0,-224478.99738,140041.94332,0,0,"-","-","-","-",14416.0824,"-",70140000,"-","-","-",910272.63159,"-",0,-224478.99738,-253311.16218,-253311.16218,-5.8333333333,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",191439816.09,98223474.934,27637090.105,118712317.63,206421993.33,240962708.46,"-","-","-","-",11496407.648,"-",2250000,"-",0,0,-133694494.87,99625426.591,17583518.124,30841422.762,46939149.412,52745115.389,-2.8418676544,2.6523716967,4.4277967374
"AESL3<XBSP>","AES Sul","AESL3",4129445614.9,2792804989.6,167753772.58,1016123746.3,1837031083.1,2099517052,"-","-","-","-",126659699.97,"-",278483,"-","-",0,1276290785.4,"-",942945652.63,181389327.09,237377272.25,223741717.74,-0.66148222955,0.18446996123,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",318418309.19,0,12712925.237,48182666.264,359794525.12,0,"-","-","-","-",112525760.89,"-",93253283,"-","-","-",-89558882.194,"-",53267424.471,12712925.237,-1103860.0238,58010315.581,-1.3173368061,1.1398067551,"-"
"AFLT3<XBSP>","Afluente T","AFLT3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALEF3B<XBSP>","Alef S/A","ALEF3B",288.32164801,0,-73052.467846,144951.6491,584559.78471,0,"-","-","-","-",288.32164801,"-",1000,"-","-","-",-729223.11216,"-",0,-73052.467846,-73052.467846,-73052.467846,"-","-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",911835746.81,35010.48583,58749654.664,8674362.7246,0,803181.73376,"-","-","-","-",53566043.32,"-",73646000,"-",0.93504672906,0.061943911681,903161384.08,463738160.97,335688.7759,64551098.11,-8672303.2842,60475465.671,19.370387244,462.15217391,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",813890823.54,18534.963087,50664291.877,8163621.5195,0,240954.52013,"-","-","-","-",50783739.417,"-",84682000,"-",1.0005000001,0.051619926401,805727202.02,423319158.33,378937.0231,56455438.122,-8340733.389,52734029.422,19.536087866,289.55813954,"-"
"ALSO3<XBSP>","Alianscsonae","ALSO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APTI4<XBSP>","Aliperti","APTI4",297208133.09,49395676.626,-2479566.1729,16945075.142,80161655.909,34915751.575,"-","-","-","-",63819996.788,"-",182155000,"-","-",0,200101402.04,"-",2215957.809,-4567838.6807,-1892625.6752,-6717894.3987,1.0793465578,0.88686481304,"-"
"FRRN3B<XBSP>","All Norte","FRRN3B",4561444118.4,2735717303.3,-543694309.98,708367159.81,3256389129.7,684702130.82,"-","-","-","-",12618190.981,"-",707543040,"-","-","-",596687828.89,"-",355828043.02,-543383334.49,-234629978.83,-245969257.36,0.7250379091,-0.60747024519,"-"
"AALR3<XBSP>","Alliar","AALR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ALPA4<XBSP>","Alpargatas","ALPA4",2162255842.6,342427264.7,219554875.52,333680821.57,300015150.28,2072841121.3,"-",43872257.626,74833883.742,"-",571797432.9,-80458215.319,17878000,"-",0.66283069602,0.03692123962,1528559870.8,3296378237.5,38552723.22,284715567.97,267525419.43,258719252.52,8.9018301011,5.9633302836,5.5702368405
"ALTR3<XBSP>","Altere Sec","ALTR3",1402478.8736,0,-131804.18195,426304.15099,0,228597.87807,"-","-","-","-",61783.210289,"-",10367412,"-","-","-",976174.72256,"-",2444555.6871,-127685.30126,-96793.696119,-96793.696119,2.1595925297,0.41623036649,"-"
"ALUP11<XBSP>","Alupar","ALUP11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ABEV3<XBSP>","Ambev S/A","ABEV3",72574341997,11733712840,3347115714.6,11180858139,20743836421,25422106412,"-",3991080056,5245231857.7,"-",2528360493,-1733999342.2,64458211000,"-",0.74187357831,0.053657894504,39957792870,1.2315396958E11,1999440608,5389878709.7,7003102173,6975326501.1,-4.2099397211,2.6390370076,7.2143040799
"AMBP3<XBSP>","Ambipar","AMBP3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CBEE3<XBSP>","Ampla Energ","CBEE3",9647192916,4637145026.6,311698355.35,1922333102.1,4735547145.6,3398511107.8,"-","-","-","-",1062407608.6,"-",3.922515918E12,"-",0,0,2989312668.3,4846912516.5,540180904.76,291451997.34,557266021.84,668799132.5,-2.3673071384,1.6709105772,37.561886217
"ANIM3<XBSP>","Anima","ANIM3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARZZ3<XBSP>","Arezzo Co","ARZZ3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARTR3<XBSP>","Arteris","ARTR3",2494455926.6,1924444028.5,166785835.62,325175332.95,765730811.12,634573293.44,"-",201905471.78,"-","-",85639767.222,0,68889000,"-",0,0,1403549782.5,3504257808.9,69176601.12,195879549.34,236926254.82,237595572.93,-6.2359718288,3.4700219378,10.173635294
"ATMP3<XBSP>","Atmasa","ATMP3",1234245251.4,457298728.15,111710222.52,404002471.52,60343661.489,1880341113.5,"-","-","-","-",498085944.15,"-",369950000,"-",0,0,769899118.37,1781039225,13314281.817,164709919.75,136676817.8,136660342.28,4.8043885876,12.140478934,20203.109764
"ATOM3<XBSP>","Atompar","ATOM3",418066.38962,0,-1221248.1234,10305439.476,26575018.186,0,"-","-","-","-",0,"-",88485000,"-",0,0,-36462391.272,82175517.61,442779.67374,-1138870.5097,-696090.83592,-778468.44964,1.5678233438,-1.5678233438,"-"
"AURA32<XBSP>","Aura 360","AURA32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AZUL4<XBSP>","Azul S.A.","AZUL4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BTOW3<XBSP>","B2W Digital","BTOW3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BAHI3<XBSP>","Bahema","BAHI3",109749635.31,117388.09954,-10099495.441,77842726.083,24354941.496,1657849.4761,"-","-","-","-",32951.045487,"-",2736628,"-",1.7851550266,9.7218689979,7551967.7376,364036984.6,10404292.612,-13042435.692,105031.45749,-2209779.488,0.10732451678,-0.081878152891,"-"
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",4416957902.8,1814982714.8,129211346.55,1455105812.1,1444073390.2,3058023835.9,"-","-","-","-",77519393.949,"-",39091735000,"-","-",0,1517778700.6,"-",469332038.08,199788367.11,369671601,368178506.75,-1.1823574236,0.8199603849,"-"
"BTTL3<XBSP>","Battistella","BTTL3",806017583.11,392897969.19,35061971.839,283018589.13,83244638.103,742397352.03,"-","-","-","-",77916865.936,"-",149732000,"-","-","-",407116345.32,"-",33177583.925,62983864.009,81343774.666,60778203.402,-2.3622929144,1.36638474,"-"
"BALM4<XBSP>","Baumer","BALM4",94855762.756,8977100.455,10113911.524,29781566.8,11652313.46,91919000.827,"-","-","-","-",10505205.189,"-",440000,"-","-",0,53421882.496,39954493.754,998828.56634,15456099.773,15865928.402,15804145.191,-36.090909091,11.755047106,"-"
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",428441850.07,49828159.098,16862697.528,21290494.266,11155988.337,103874052.01,"-","-","-","-",2522814.4201,"-",454750,"-",0,0,372635135.66,281567933.7,3484573.0603,25137528.826,3169478.6878,4878814.1725,0.063579080025,1.9329501916,"-"
"BIOM3<XBSP>","Biomm","BIOM3",29058703.239,1802010.3001,1554877.4589,11769701.56,9386929.0832,12393711.983,"-","-","-","-",6569614.6941,"-",8865000,"-",0,0,7902072.5959,47384770.696,3952066.0181,1554877.4589,2001776.0134,2001776.0134,"-","-","-"
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",975488928.93,62489598.327,-433825227.13,577434121.12,2007567159.6,972162932.78,"-","-","-","-",33428835.647,"-",40754000,"-",0,0,-1609512351.8,661371802.09,167510758.62,-427850790.69,-275320401.13,-270350971.58,0.94521695564,-0.96929141153,16.228389903
"BBRK3<XBSP>","BR Brokers","BBRK3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BRML3<XBSP>","BR Malls Par","BRML3",117388.09954,0,"-",0,63842.650632,"-","-","-","-","-",2059.440343,"-",26092,"-","-","-",53545.448917,"-","-","-","-","-","-","-","-"
"BRPR3<XBSP>","BR Propert","BRPR3",129744.7416,0,0,0,74139.852347,0,"-","-","-","-",2059.440343,"-",27262,"-","-","-",55604.88926,"-",0,0,0,0,"-","-","-"
