"Ativo","Nome","Código","Ativo Tot| < Mar 2016| personalizado| consolid:sim*","Imobil| < Mar 2016| personalizado| consolid:sim*","Lucro Liquido| < Mar 2016| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2016| personalizado| consolid:sim*","PasNoCir| < Mar 2016| personalizado| consolid:sim*","Receita| < Mar 2016| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2016| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2016| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2016| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2016| personalizado| consolid:sim*","DpInCP| < Mar 2016| personalizado| consolid:sim*","DivPag| < Mar 2016| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar16","Dividendos| < Mar 2016| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar16|1 tri","Divid por Ação|31Mar16|1 tri","Patrim Liq| < Mar 2016| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar16|personalizado","DesFin| < Mar 2016| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2016| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2016| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2016| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2016| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2016| de 12 meses| consolid:sim*","Fechamento|31Mar16|ajus p/prov ed"
"BAHI3<XBSP>","Bahema","BAHI3",42315529.402,25409.183003,-792304.52454,2673739.0296,4094343.352,0,"-","-","-",5774.8143188,"-",0,6038183,"-",0,0,35547447.021,18132080.537,60058.068915,"-","-",-911265.6995,-0.9512283237,-10.325490196,26.607721388
"EBEN4<XBSP>","Bandeirante Energ","EBEN4",3872046494.7,0,23213598.599,1274575437.8,1279149090.7,847239178.19,"-",23877702.245,95592811.345,496174356.2,"-",0,39091735000,"-","-",0,1318321966.2,"-",61249990.591,"-","-",31820381.859,-7.2308188132,1.7995942932,"-"
"BTTL3<XBSP>","Battistella","BTTL3",174782840.1,15565434.514,-13917302.508,98528726.944,105940123.64,39085098.272,"-",758810.60149,5484918.64,3295109.0503,"-",0,5987000,"-","-",0,-29686010.487,76042232.79,12614504.398,"-","-",-5938819.0454,-2.2491981517,1.9783866495,"-"
"BALM4<XBSP>","Baumer","BALM4",186872991.36,27834605.017,-721851.78985,50310182.345,27469636.752,27965115.82,"-",632919.64934,2493564.8229,7526892.9831,"-",-970168.80556,9800000,"-",1.4425613647,0.14222786973,99511600.341,96622102.706,3610413.9121,"-","-",1479507.4285,4.8097913323,1.3531271167,"-"
"BBML3<XBSP>","Bbmlogistica","BBML3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BMKS3<XBSP>","Bic Monark","BMKS3",233920403.61,789994.59881,3000593.52,7212743.0842,16915586.103,5043722.826,"-",76227.549008,58903.106052,187606392.77,"-",0,454750,"-",0,0,207172618.65,147693785.56,68142.808962,"-","-",-1131863.6065,-0.25326547158,-112.46,"-"
"BIOM3<XBSP>","Biomm","BIOM3",252458712.54,89443789.058,-12501318.037,18776231.276,113982130.06,0,"-",110876.43492,407701.89091,9879552.3366,"-",0,30827000,"-",0,0,119700351.2,231426261.31,14662253.555,"-","-",-7876846.7308,-1.034836703,-0.13233363828,7.193576559
"GBIO33<XBSP>","Biotoscana","GBIO33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKBR3<XBSP>","Bk Brasil","BKBR3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BOBR4<XBSP>","Bombril","BOBR4",820060592.08,379810692.71,23967789.349,669888855.65,462562626.94,321145509.01,"-",9776760.6417,36227720.148,23972409.2,"-",0,54065000,"-",0,0,-312390890.5,99908907.566,61529491.604,"-","-",8717659.6956,0.56255427313,-0.39593148445,1.847940582
"BBRK3<XBSP>","BR Brokers","BBRK3",557735031.8,31678321.427,-15313652.61,39715707.996,30771675.579,28410931.486,"-",4128992.2379,24060186.378,13172351.461,"-",0,184866000,"-",0,0,475542099.6,435567264.13,162849.76379,"-","-",-19611269.427,-4.0251642944,-13.866439135,22.003056535
"BRML3<XBSP>","BR Malls Par","BRML3",23626759999,12870906.153,150953646.29,1223657745,10780024908,360641774.06,"-",6243729.2415,15160042.549,33717985.845,"-",0,465996000,"-",0,0,10765881232,7938569101.2,721967286.14,"-","-",270448414.1,-1.9358934735,0.57427323105,11.395118555
"BRPR3<XBSP>","BR Propert","BRPR3",9985524799.2,10149813.646,123149070.31,829910115.38,3599129924.9,146637550.07,"-",121271.10069,579791.35761,1284441130.6,"-",0,298228000,"-",0,0,5482696491.4,3031091931.4,144588645.95,"-","-",92069019.647,0.64340547619,-0.44174273492,10.163673201
"BRAP4<XBSP>","Bradespar","BRAP4",11447242334,19634.368684,386090225.8,39265272.479,2157841372.6,0,"-",0,0,441381762.98,"-",-17324.442956,348034000,"-",0,0,9250135689.6,2338685480.9,54368721.849,"-","-",427005940.21,14.212642788,-8.739712533,7.0683727262
"AGRO3<XBSP>","Brasilagro","AGRO3",1035602071.6,10371566.516,32157631.016,124917318.45,63686962.233,104737807.3,"-",14083617.16,23828038.842,105011533.49,"-",-93093471.708,56365989,"-",0,0,846997790.95,735637052.04,104911051.72,"-","-",-17979306.9,2.4356535215,1.238106013,13.05108036
"BRKM5<XBSP>","Braskem","BRKM5",65665315447,37925298424,894788999.29,16712164803,44746704286,14058139834,"-",673134301.29,2516598247.2,8689525955.3,"-",-4619.851455,796030490,"-",0,0,5006092981,19997572944,1400149930.1,"-","-",2856488803.5,-2.5324009243,2.0308219267,27.037680641
"BFRE3<XBSP>","Brazilian Fr","BFRE3",177680641.92,0,3710895.6813,5733235.6557,2773065.8359,0,"-",0,0,11549.628637,"-",0,717,"-","-","-",169174340.43,"-",0,"-","-",328009.45331,-0.031801081589,"-","-"
"BRFS3<XBSP>","BRF SA","BRFS3",47903660144,13013683817,45115159.384,13228964275,18684963801,9378679591.5,"-",430109325.43,1592468571.4,6513124329.4,"-",-765799281.78,806643545,"-",1.6330300514,0.96775229914,15568302287,47802619712,1798694120.5,"-","-",756533014.72,-1.9578925897,0.92257155122,59.261144539
"BRQB3<XBSP>","Brq","BRQB3",177977467.38,12202182.655,-5424860.5711,78356145.566,13867639.105,104184580.08,"-","-","-",18658425.064,"-","-",129996569,"-","-","-",85154256.982,"-",787684.67308,"-","-",-8804281.9104,-6.669117647,0.65503129514,"-"
"CABI3B<XBSP>","Cabinda Part","CABI3B",65832.883234,0,-27719.10873,35803.848776,0,0,"-","-","-",64677.92037,"-",0,6604000,"-","-","-",30029.034458,"-",0,-27719.10873,-27719.10873,-27719.10873,"-","-","-"
"CACO3B<XBSP>","Caconde Part","CACO3B",53128.291733,0,-27719.10873,35803.848776,0,0,"-","-","-",53128.291733,"-",0,1339753,"-","-","-",17324.442956,"-",0,-27719.10873,-27719.10873,-27719.10873,"-","-","-"
"CAIA3B<XBSP>","Caianda Part","CAIA3B",53128.291733,0,-27719.10873,35803.848776,0,0,"-",0,0,53128.291733,"-",0,1560123,"-","-","-",17324.442956,"-",0,-27719.10873,-27719.10873,-27719.10873,"-","-","-"
"CAMB3<XBSP>","Cambuci","CAMB3",294010811.49,68843871.42,-13449542.548,284988241.6,27454622.234,80430458.869,"-",1590383.8634,"-",6415818.7082,"-",0,38552000,"-","-","-",-17732144.847,39182992.925,22328897.045,"-","-",7017554.3602,-0.40168761274,0.33191667591,"-"
"CRFB3<XBSP>","Carrefour BR","CRFB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CASN4<XBSP>","Casan","CASN4",3098663726.7,839906318.97,-10215646.529,196747923.84,1429375110.4,265223362.11,"-",0,60234778.234,22100214.398,"-",0,715094432,"-","-",0,1472540692.5,"-",69635020.982,"-","-",47779658.711,-0.88881892815,0.72431963056,"-"
"CCRO3<XBSP>","CCR SA","CCRO3",26229572759,1315927728.2,285876408.04,9601280204,12610229880,2539074979.5,"-",258541901.94,990291723.53,3010053820.9,"-",0,1765587200,"-",2.0271534478,0.32848255927,3912581071.3,28609802712,1014183285.3,"-","-",903572491.87,-1.7763413332,0.87325773762,16.204128979
"CEAB3<XBSP>","Cea Modas","CEAB3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CEBR3<XBSP>","Ceb","CEBR3",3767969326.1,131934872.81,6591373.0635,1521797548.7,1357777807.5,634103486.28,"-",0,"-",68403830.569,"-",-5580780.5577,14416383,"-",0,0,623400445.42,296376122.55,56203957.839,"-","-",26574540.532,-3.3260426953,1.1625197615,"-"
"CEDO4<XBSP>","Cedro","CEDO4",696566187.87,427455220.77,-27508905.489,262318630.51,208765312.44,118273972.06,"-",5228516.8842,20623016.895,5989637.4115,"-",0,10000000,"-",0,0,202501948.83,70175716.851,18987589.48,"-","-",-17480362.943,1.6836282215,-1.182649458,"-"
"CEED3<XBSP>","Ceee-D","CEED3",3986093302.7,164352370.48,226070121.03,1627498595,2691060007.7,1124530747.3,"-",29066950.392,78565193.844,99963190.821,"-",0,387229828,"-",0,0,-332465300.04,269876000.87,139237703,"-","-",204159320.54,-8.9329177437,-0.57233174936,"-"
"EEEL3<XBSP>","Ceee-Gt","EEEL3",3508781799.9,718354562.3,42552296.789,476455675.22,1255151272.3,176299306.34,"-",8420834.2397,31237125.613,8044316.3461,"-",0,387229828,"-",0,0,1770069520.8,316313876.05,40280484.836,"-","-",19662087.793,0.66114841923,0.22450485536,"-"
"CEGR3<XBSP>","Ceg","CEGR3",3044919839.8,0,53949470.329,926366838.95,824726642.05,916733293.7,"-",0,"-",65931055.078,"-",-7178094.1983,51927546000,"-",0,0,1293826358.8,6746015035.8,38308963.228,"-","-",115860099.67,-4.7509729464,3.8025312054,"-"
"CLSC4<XBSP>","Celesc","CLSC4",9649554186.9,193313064.28,29975906.166,4131702935.8,2918397123,1898034786.3,"-",70571695.864,304857067.74,1242235322.6,"-",0,38571000,"-",0,0,2599454128.1,570215329.51,115751533.16,"-","-",65823643.531,4.3084285273,0.29764396301,14.783524656
"GPAR3<XBSP>","Celgpar","GPAR3",751642901.96,36093744.455,-55051304.901,582060859.63,4089023593.1,13092659.023,"-","-","-",84312.289054,"-",0,32774000,"-","-",0,-3919441550.8,"-",40805992.939,"-","-",-20469406.834,3.5233449093,-2.6413984531,"-"
"CEPE5<XBSP>","Celpe","CEPE5",5663777344,0,-14410471.651,1517110709.4,2215195673.4,1168009324.3,"-",49698052.028,191453574.07,155104582.83,"-",0,74612000,"-","-",0,1931470961.2,"-",320795555.26,-19053422.363,36876809.277,36876809.277,-0.93651041554,0.1920231362,"-"
"MAPT4<XBSP>","Cemepe","MAPT4",892786.29368,0,-93551.991964,62367.994643,6579823.4348,0,"-",0,0,0,0,0,918895,"-","-",0,-5749405.1358,"-",0,"-","-",-93551.991964,"-","-","-"
"CMIG4<XBSP>","Cemig","CMIG4",47814424248,4486551416.1,5912254.8996,13845643992,18993140232,5143634043.5,"-",229875723.66,908657793.36,1377842977.4,"-",-25694458.83,1258281000,"-",2.0162263972,0.18838912905,14970943944,11616006016,738180654.82,"-","-",515279751.89,-2.5239406361,0.96986265917,9.05747576
"CNTO3<XBSP>","Centauro","CNTO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CESP6<XBSP>","Cesp","CESP6",13695173120,8316784790.2,113087033.84,1018417379.1,4197864983.4,555203353.2,"-",85291697.563,433992310.57,2516664.0801,"-",0,327503000,"-",0,0,8478890757.9,5421636883.9,-45493987.203,"-","-",138841550.74,-2.3534757206,0.84345697362,18.317711019
"HGTX3<XBSP>","Cia Hering","HGTX3",1677670181.8,365184243,33806917.985,249006528.54,42569621.232,363062576.22,"-",15847245.453,57410894.032,241782235.82,"-",-8084.7400463,160878000,"-",0,0,1386094032.1,2733237380.4,15096519.592,"-","-",26298504.408,5.5819299358,4.7680463342,16.989503726
"CIEL3<XBSP>","Cielo","CIEL3",33566715738,803366758.85,1149637330,7553196107.4,13228712493,3520209002.5,"-",285972269.96,1146857334.4,1917844709.3,"-",-666063618.64,1881443238,"-",0.82551998214,0.23154145101,8568734164.1,75989707543,391272544.17,1733939972.5,1339801965.5,1339801965.5,4.0035606349,3.3696485418,28.047952323
"CMSA3<XBSP>","Cims","CMSA3",96087.13545,0,-28160.304544,199.80857543,0,0,"-",0,0,1872.1948022,"-",0,1166243,"-","-","-",95887.326875,"-",130.5108036,-28160.304544,-30432.116497,-30432.116497,-24.43488195,-319.23383085,"-"
"CNSY3<XBSP>","Cinesystem","CNSY3",122729818.79,89705965.628,2111272.1149,24742769.43,62550478.775,29533555.389,"-",1822531.399,"-",15084969.963,"-",0,19417644,"-","-","-",35433105.697,"-",1102989.5349,"-","-",2674893.9925,"-","-","-"
"CBMA3<XBSP>","Cobrasma","CBMA3",187351145.98,183883947.46,-305176992.45,5921494.6025,8409244187.3,10394.665773,"-","-","-",0,"-",0,102584864,"-",0,0,-8026602680.6,3092956.9788,301037605.55,"-","-",-4395788.6595,"-","-","-"
"CEEB3<XBSP>","Coelba","CEEB3",10840489524,0,77776354.208,2596117440.4,4621564265,1888616064.1,"-",96139108.779,387376854.43,644709510.25,"-",-15014.517228,188177000,"-",0.13529456885,0.039650182214,3622807818.6,5560190339.4,873029498.94,108076804.93,226406215.22,226406215.22,-2.1552119016,0.24446095182,"-"
"COCE5<XBSP>","Coelce","COCE5",5234596608.8,62958180.666,94433228.629,1453930775.9,1371387889.9,995900223.2,"-",48055694.835,184506472.45,195152920.13,"-",0,77855299,"-",0,0,2409277943,3062921408.7,77383666.835,"-","-",146727637.17,-6.4190771496,1.7533520255,44.801009485
"COGN3<XBSP>","Cogna ON","COGN3",19589893374,1825913130.3,692232767.21,1202103828,3284326317,1464653451.1,"-",112778658.75,434911661.01,657511118.63,"-",-81041434.224,1616720000,"-",0.37994995173,0.050377464082,15103463228,21436047921,56633604.024,"-","-",685798469.09,-169.36913752,8.8765635903,13.258973675
"CGAS5<XBSP>","Comgas","CGAS5",8849638457,0,255214453.93,2180077872.6,4125900402.3,1686333558.3,"-",102293905.88,415076328.79,1155147657.8,"-",-1389207811.9,124009000,"-",27.071859007,12.194126804,2543660182.1,5305172924.5,175113159.48,"-","-",498997085.44,-7.0386263149,3.1121114526,44.995271368
"CRTE3B<XBSP>","Conc Rio Ter","CRTE3B",316345483.35,7395227.2166,12330383.533,47798138.117,68544736.038,54421850.14,"-",11318636.064,35631759.31,44514578.695,"-",0,86466,"-","-","-",200002609.19,"-",3449874.074,"-","-",20653045.93,-3.7287747985,2.9258445112,"-"
"CALI4<XBSP>","Const A Lind","CALI4",58377597.949,27719.10873,3153048.6181,13198915.607,15883049.302,8610248.1493,"-",8084.7400463,30029.034458,11762141.804,"-",0,372119,"-","-",10.798369696,34185745.804,"-",109721.47205,"-","-",3761714.0473,10.004252733,36.921524664,"-"
"CSMG3<XBSP>","Copasa","CSMG3",12408683085,181956314.45,103721439.98,1155982696,4660179293.4,1171295193.6,"-",168752778.99,648267950.84,485167560.1,"-",0,119327000,"-",0,0,6592521096.5,2577201343.1,131526015.96,"-","-",202624374.89,-1.1932896586,0.83846562479,21.246673037
"CPLE6<XBSP>","Copel","CPLE6",33706369228,10167779094,154194472.09,5599884798.4,11116802839,3549937746.6,"-",206779931.28,804127879.37,1340263950.7,"-",-24832856.534,273655375,"-",0,0,16606244314,7344939171.4,429449841.63,"-","-",403438922.98,-5.1093754036,1.2255817934,33.089686047
"CORR4<XBSP>","Cor Ribeiro","CORR4",21224752.547,547452.39742,-589031.06052,584411.20906,14244156.998,905490.88519,"-","-","-",110876.43492,"-",0,23153,"-","-",0,6396184.3395,"-",42733.625959,-511648.54864,-527818.02874,-527818.02874,-8.4246575342,-17.17877095,"-"
"CSAN3<XBSP>","Cosan","CSAN3",33999631624,457530453.74,287246193.99,3920315857.6,16191372414,2266208073.2,"-",164921767.17,653650077.78,3072491113.3,"-",-878231451.68,405856814,"-",2.2669154966,0.82185398881,10067663448,14714048317,1323596681.6,"-","-",897693730.89,-2.0282588181,1.0167668841,36.254284293
"RLOG3<XBSP>","Cosan Log","RLOG3",25132478155,11131023897,-55489035.826,4753195382.5,15948735505,1369660065.5,"-",242293884.37,923577603.63,239546227.72,"-",0,405856814,"-",0,0,1231712456,253124756.01,618300129.41,"-","-",268635122.41,-0.7898658491,0.64177240094,2.4308235464
"CSRN3<XBSP>","Cosern","CSRN3",2542558347.5,0,53996823.806,615117051.76,887050748.1,462476004.72,"-",18075168.818,70717221.185,257485110.92,"-",0,168074000,"-",0,0,1040390547.6,1941192283.6,190790625.39,68903929.489,86420096.281,86420096.281,-6.5606362306,0.5198686009,11.549628637
"CTNM4<XBSP>","Coteminas","CTNM4",3852432915.3,1078727230,-44153075.319,1190738993.4,1006857355.8,793167281.8,"-",25854998.668,102647324.51,379204337.21,"-",0,30636000,"-",0,0,959902340.66,99198649.666,93387987.238,-56982402.809,27125457.818,27125457.818,-0.3694459698,0.22890288026,3.3262930476
"CPFE3<XBSP>","CPFL Energia","CPFE3",44010453574,10723794386,313398018.12,8494261003.7,23553224668,4907886488.7,"-",355691603.23,1471349925.8,5088528455.4,"-",-5426015.5339,993014215,"-",0,0,9175276771.6,22479133014,735129242.93,"-","-",738340039.69,-2.7861782184,0.95891259598,22.083512496
"CPFG3<XBSP>","CPFL Geracao","CPFG3",19069826301,10516864309,53663039.539,2003484050.7,11803391303,593497301.91,"-",188648169.28,774998560.99,1392843635,"-",-24067116.155,2.0549202E11,"-","-",0,2559842366.8,"-",336000641.36,"-","-",296377330.39,-1.4240439648,1.1023278141,"-"
"CPFP4<XBSP>","CPFL Piratininga","CPFP4",4556926768.3,0,78979825.512,1753553551.9,2103405662.9,904596943.93,"-",26416310.62,107956688.8,588711135.8,"-",0,53096771000,"-","-",0,699967553.51,"-",73046781.281,"-","-",127375079.42,4.6491552229,1.1793850224,"-"
"CPRE3<XBSP>","CPFL Renovav","CPRE3",13742714856,8119755055.4,-124500376.86,1153996159.8,7744199245.9,321941278.42,"-",153954239.81,630147738.47,890955677.55,"-",-5368267.3907,503308389,"-",0,0,4698697304.9,7487176178.3,189381570.7,"-","-",39752666.808,-0.91621222893,0.71113662823,14.875921685
"CRDE3<XBSP>","Cr2","CRDE3",330789448.92,2196739.3669,-3181922.6897,29351071.257,11143081.709,5504553.0087,"-",388067.52222,2688753.5468,853517.55632,"-",0,48443062,"-",0,0,269448216.26,99590888.958,98171.843419,"-","-",-4234093.8585,-6.8355205599,-21.073499663,41.11667795
